50Traced_NONETRACED_MAX_RAW_LSA_24_MEDIAN,Associated
0.1687,NO
0.1687,NO
0.2688,NO
0.2164,NO
0.1453,NO
0.1406,NO
0.1987,NO
0.0679,NO
0.1689,NO
0.4096,YES
0.2347,NO
0.4096,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.1906,NO
0.1687,NO
0.1453,NO
0.2179,NO
0.1423,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.1205,NO
1.0,YES
0.3715,YES
0.3362,NO
0.1659,NO
0.1659,NO
0.1778,NO
0.3947,YES
0.3164,YES
0.1405,NO
0.1474,NO
0.1778,NO
0.1474,NO
0.1797,NO
0.1526,NO
0.1551,NO
0.2811,YES
0.1659,NO
1.0,YES
0.1659,NO
1.0,YES
0.1659,NO
0.1474,NO
0.1474,NO
0.1474,NO
0.1474,NO
0.1903,NO
0.1474,NO
0.1318,NO
0.1553,NO
0.1534,NO
0.1505,NO
0.2865,NO
0.1616,NO
0.1666,NO
0.1465,NO
0.0623,NO
0.2187,NO
1.0,YES
0.1603,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.20600000000000002,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1659,NO
1.0,YES
0.1694,NO
0.284,YES
0.284,YES
0.3356,NO
0.204,NO
0.204,NO
0.1525,NO
0.3435,YES
0.1243,YES
0.1731,NO
0.1841,NO
0.204,NO
0.1841,NO
0.2289,NO
0.2088,NO
0.2075,NO
0.1923,YES
0.204,NO
0.284,YES
0.204,NO
0.3081,YES
0.204,NO
0.1841,NO
0.1841,NO
0.1841,NO
0.1841,NO
0.2201,NO
0.1841,NO
0.1525,NO
0.1468,NO
0.1088,NO
0.2378,YES
1.0,YES
1.0,YES
0.2985,YES
0.1366,NO
0.0371,NO
0.2465,YES
0.183,NO
1.0,YES
0.1443,NO
0.2165,NO
0.1934,NO
0.1934,NO
0.1088,NO
1.0,YES
0.0556,NO
1.0,YES
0.1481,NO
1.0,YES
0.1531,NO
0.2192,NO
0.2125,NO
0.1531,NO
1.0,YES
0.2085,NO
0.2078,YES
0.1926,NO
0.1694,NO
0.2688,NO
0.2582,NO
0.2524,NO
0.2286,NO
0.1987,NO
0.1225,NO
0.1458,NO
0.485,YES
0.2524,NO
0.485,YES
0.1987,NO
0.1834,NO
0.1689,NO
0.1694,NO
0.2524,NO
0.1926,NO
0.2524,NO
0.2019,NO
0.2524,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2524,NO
1.0,YES
0.1428,NO
0.1566,NO
0.11,NO
0.2378,YES
1.0,YES
1.0,YES
0.2985,YES
0.1548,NO
0.0604,NO
0.2465,YES
0.2598,NO
1.0,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1481,NO
1.0,YES
0.2564,NO
0.2548,NO
0.2564,NO
0.1116,NO
1.0,YES
0.1116,NO
0.2078,YES
0.1755,NO
0.0745,NO
0.2688,NO
0.2395,NO
0.2395,NO
0.1997,NO
0.1987,NO
0.1536,NO
0.1999,NO
0.4061,YES
0.2395,NO
0.4061,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.159,NO
0.2395,NO
0.1755,NO
0.2395,NO
0.2256,NO
0.2395,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.1934,NO
0.1197,NO
0.1339,NO
0.22399999999999998,NO
0.2338,NO
0.1436,NO
0.2188,NO
0.1387,NO
0.0967,NO
0.2198,NO
1.0,YES
0.2344,NO
1.0,YES
0.1331,NO
0.0822,NO
0.0647,NO
0.204,NO
0.2338,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.193,NO
1.0,YES
0.2188,NO
0.1686,NO
0.0769,NO
0.2688,NO
0.2342,NO
0.2174,NO
0.2171,NO
0.1987,NO
0.1204,NO
0.1751,NO
0.4373,YES
0.2347,NO
0.4373,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.159,NO
0.20600000000000002,NO
0.1579,NO
0.2174,NO
0.1912,NO
0.2174,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2206,NO
1.0,YES
0.1743,NO
0.1686,NO
0.0714,NO
0.2688,NO
0.2886,NO
0.1508,NO
0.1331,NO
0.1987,NO
0.0623,NO
0.1421,NO
1.0,YES
0.2347,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.0849,NO
0.1906,NO
0.0959,NO
0.0975,NO
0.1702,NO
0.1518,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1375,NO
1.0,YES
0.1012,NO
0.1741,NO
0.153,NO
1.0,YES
0.27899999999999997,YES
0.27899999999999997,YES
1.0,YES
0.2237,NO
0.1065,NO
1.0,YES
0.106,NO
1.0,YES
0.1059,NO
0.2149,NO
0.1848,NO
0.1474,NO
0.153,NO
0.27899999999999997,YES
0.132,NO
0.27899999999999997,YES
0.2129,NO
0.27899999999999997,YES
0.1271,NO
0.1709,NO
0.3025,NO
0.12,NO
1.0,YES
0.2714,NO
1.0,YES
0.1799,NO
0.1547,NO
1.0,YES
0.2156,NO
0.172,NO
1.0,YES
0.1827,NO
0.1097,NO
1.0,YES
0.191,NO
1.0,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.2742,NO
0.2742,NO
0.3767,NO
0.2742,NO
1.0,YES
0.3359,NO
1.0,YES
0.1566,NO
0.1768,NO
0.3189,YES
1.0,YES
1.0,YES
0.3189,YES
0.1548,NO
0.0603,NO
0.3189,YES
0.2818,NO
1.0,YES
0.2818,NO
0.2365,NO
0.2061,NO
0.2048,NO
0.1768,NO
1.0,YES
0.1533,NO
1.0,YES
0.1533,NO
1.0,YES
0.3002,NO
0.2818,NO
0.3002,NO
0.2818,NO
1.0,YES
0.2818,NO
0.32899999999999996,YES
0.1636,NO
0.1646,NO
0.4534,YES
0.3036,NO
0.24600000000000002,NO
0.4534,YES
0.1681,NO
0.153,NO
1.0,YES
0.159,NO
1.0,YES
0.1456,NO
0.2244,NO
0.1848,NO
0.1277,NO
0.1775,NO
0.3036,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.3036,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
0.402,YES
0.3584,NO
1.0,YES
0.1566,NO
0.0854,NO
0.2378,YES
1.0,YES
1.0,YES
0.2985,YES
0.1548,NO
0.0303,NO
0.2465,YES
0.183,NO
1.0,YES
0.1023,NO
0.171,NO
0.2003,NO
0.1785,NO
0.0836,NO
1.0,YES
0.0854,NO
1.0,YES
0.1481,NO
1.0,YES
0.1516,NO
0.2192,NO
0.2125,NO
0.1116,NO
1.0,YES
0.2085,NO
0.2078,YES
1.0,YES
1.0,YES
0.3634,NO
0.1955,NO
0.1955,NO
0.1506,NO
0.35200000000000004,YES
0.3693,YES
0.1404,NO
0.1665,NO
0.1955,NO
0.1665,NO
0.2131,NO
0.1649,NO
0.1446,NO
0.3834,YES
0.1955,NO
1.0,YES
0.1955,NO
1.0,YES
0.1955,NO
0.1665,NO
0.1665,NO
0.1665,NO
0.1665,NO
0.2177,NO
0.1665,NO
0.1371,NO
0.17,NO
0.0672,NO
1.0,YES
0.301,YES
0.301,YES
1.0,YES
0.1924,NO
0.0677,NO
1.0,YES
0.1183,NO
1.0,YES
0.0884,NO
0.3042,NO
0.2118,NO
0.2024,NO
0.136,NO
0.301,YES
0.132,NO
0.301,YES
0.1208,NO
0.301,YES
0.2649,NO
0.2649,NO
0.3023,NO
0.2649,NO
0.4382,YES
0.2714,NO
1.0,YES
0.17,NO
0.0474,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2192,NO
0.1165,NO
1.0,YES
0.1886,NO
1.0,YES
0.1088,NO
0.2277,NO
0.2118,NO
0.1744,NO
0.136,NO
1.0,YES
0.132,NO
1.0,YES
0.1968,NO
1.0,YES
0.3049,NO
0.3049,NO
0.3049,NO
0.3049,NO
1.0,YES
0.3049,NO
1.0,YES
0.17,NO
0.1184,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
0.4186,YES
0.1183,NO
1.0,YES
0.1022,NO
0.1483,NO
0.2118,NO
0.0629,NO
0.2034,NO
1.0,YES
0.1975,NO
1.0,YES
0.1773,NO
1.0,YES
0.2904,NO
0.2904,NO
0.3619,NO
0.2904,NO
1.0,YES
0.3259,NO
1.0,YES
0.17,NO
0.0732,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1658,NO
0.0724,NO
1.0,YES
0.1183,NO
1.0,YES
0.0884,NO
0.2859,NO
0.2118,NO
0.1497,NO
0.1047,NO
1.0,YES
0.1016,NO
1.0,YES
0.1481,NO
1.0,YES
0.1664,NO
0.2192,NO
0.3135,NO
0.1202,NO
1.0,YES
0.2616,NO
1.0,YES
0.1328,NO
0.1259,NO
0.1311,YES
1.0,YES
1.0,YES
0.1542,YES
0.1366,NO
0.0554,NO
0.2212,YES
0.1971,NO
0.2475,YES
0.1418,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.1508,NO
1.0,YES
0.1516,NO
0.1613,NO
0.2125,NO
0.1018,NO
0.2475,YES
0.2085,NO
0.1548,YES
0.1566,NO
0.10300000000000001,NO
0.254,YES
1.0,YES
1.0,YES
0.2985,YES
0.1548,NO
0.0792,NO
0.2917,YES
0.1836,NO
1.0,YES
0.1342,NO
0.1477,NO
0.2003,NO
0.0702,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.1481,NO
1.0,YES
0.2252,NO
0.2192,NO
0.2985,NO
0.1348,NO
1.0,YES
0.2298,NO
0.2425,YES
0.1932,NO
0.1243,NO
0.1723,NO
0.2108,NO
0.1588,NO
0.1174,NO
0.2073,NO
0.0435,NO
0.2986,NO
0.1291,NO
0.1588,NO
0.1052,NO
0.4225,YES
0.3524,YES
0.3938,YES
0.1243,NO
0.185,NO
0.1196,NO
0.1588,NO
0.1551,NO
0.1588,NO
0.0881,NO
0.10800000000000001,NO
0.1548,NO
0.1084,NO
0.1685,NO
0.0541,NO
0.2229,NO
1.0,YES
0.3686,YES
0.2752,NO
0.1653,NO
0.1256,NO
0.0784,NO
0.32899999999999996,YES
0.3164,YES
0.1208,NO
0.1565,NO
0.1256,NO
0.1784,NO
0.1661,NO
0.1504,NO
0.1562,NO
0.3075,YES
0.1256,NO
1.0,YES
0.1256,NO
1.0,YES
0.1256,NO
0.1565,NO
0.1565,NO
0.1565,NO
0.1565,NO
0.1407,NO
0.1565,NO
0.0894,NO
0.1566,NO
0.1,NO
0.2378,YES
1.0,YES
1.0,YES
