50Traced_NONETRACED_SUM_MULTI_VSM_33_MEDIAN,Associated
1.2597,NO
0.5870000000000001,NO
0.8068,NO
1.0063,NO
0.7788,NO
1.4887,NO
1.4591,NO
0.6972,NO
0.9891,NO
3.661,YES
0.8582,NO
1.5229,YES
0.3058,NO
1.0337,NO
0.2627,NO
0.7386,NO
0.7944,NO
0.9408,NO
0.991,NO
0.6936,NO
0.5149,NO
2.9013,YES
3.5669999999999997,YES
3.9149,YES
2.7514,YES
1.7882,NO
3.5060000000000002,YES
1.1897,NO
1.0659,YES
0.8684,YES
1.1598,NO
1.1289,NO
0.9166,NO
1.669,NO
1.3553,YES
1.3048,YES
1.4893,NO
0.5245,NO
0.9849,NO
0.3743,NO
1.0986,NO
1.5109,NO
0.602,NO
1.1532,YES
0.9246,NO
1.409,YES
0.9118,NO
1.2326,YES
0.7051,NO
0.4889,NO
0.5363,NO
1.0152,NO
0.4392,NO
1.5453,NO
1.1139,NO
1.3623,NO
1.4811,NO
0.439,NO
1.4487,NO
1.9752,NO
1.755,NO
2.2147,NO
1.3511,NO
0.5858,NO
1.8984,NO
4.2206,YES
1.4436,NO
1.8144,YES
1.0772,NO
1.9679,NO
0.7428,NO
0.4441,NO
1.5905,NO
0.74,NO
1.6214,NO
0.7056,NO
1.3991,NO
3.3187,YES
3.975,YES
4.6611,YES
2.9001,YES
2.58,NO
3.8679,YES
2.1919999999999997,NO
2.4408,YES
1.114,YES
0.6215,NO
0.6229,NO
0.3251,NO
1.2032,NO
2.3097,YES
2.7105,YES
1.0107,NO
0.5653,NO
0.5591,NO
0.5589,NO
0.7358,NO
1.0333,NO
0.3706,NO
2.3449,YES
0.3271,NO
3.0332,YES
0.4226,NO
2.7628,YES
0.3336,NO
0.6447,NO
0.7093,NO
0.8787,NO
0.4814,NO
1.4064,NO
0.9125,NO
0.8221,NO
1.3503,NO
0.2913,NO
2.6210000000000004,YES
3.5035,YES
3.5361,YES
3.2907,YES
0.736,NO
0.7538,NO
2.3275,YES
1.5263,NO
2.161,YES
0.7567,NO
0.9042,NO
2.3259,NO
0.4546,NO
0.7893,NO
3.5239,YES
1.0252,NO
3.6876,YES
0.8836,NO
3.8965,YES
1.1436,NO
1.5479,NO
2.1361,NO
1.0286,NO
2.847,YES
1.8928,NO
3.0319,YES
1.7903,NO
0.3652,NO
1.4709,NO
1.8121,NO
1.4121,NO
2.0399,NO
1.5546,NO
0.8293,NO
1.6243,NO
3.5943,YES
1.2249,NO
1.6422,YES
0.8407,NO
1.4493,NO
0.4609,NO
0.541,NO
1.107,NO
1.1340000000000001,NO
1.4072,NO
1.177,NO
1.2695,NO
3.0579,YES
3.7828,YES
4.0566,YES
2.5573,YES
2.5711,NO
3.4571,YES
1.8555,NO
0.978,NO
0.3186,NO
1.7967,YES
3.0836,YES
2.9555,YES
1.9617,YES
0.4827,NO
0.5663,NO
1.7146,YES
0.7073,NO
1.1654,YES
0.3991,NO
0.8473,NO
1.8585,NO
0.5502,NO
0.6635,NO
2.9424,YES
0.7346,NO
3.1278,YES
0.6962,NO
3.3405,YES
0.4395,NO
0.8011,NO
1.0026,NO
0.2045,NO
1.9305,YES
0.7892,NO
2.0729,YES
1.3844,NO
0.3162,NO
0.5634,NO
1.1428,NO
0.9837,NO
1.3116,NO
1.2465,NO
0.46,NO
1.1138,NO
3.7008,YES
0.7829999999999999,NO
1.4756,YES
0.6408,NO
1.1674,NO
0.488,NO
0.4588,NO
0.802,NO
0.596,NO
1.0646,NO
0.6268,NO
0.5366,NO
2.7802,YES
3.5579,YES
3.9968,YES
2.701,YES
1.7994,NO
3.4295,YES
1.355,NO
0.7783,NO
0.28300000000000003,NO
1.2407,NO
1.2027,NO
0.8571,NO
1.9973,NO
1.0933,NO
0.252,NO
1.28,NO
2.9055,YES
1.3572,NO
1.2633,YES
0.4832,NO
1.1877,NO
0.3528,NO
0.2042,NO
0.8144,NO
0.3846,NO
1.2476,NO
0.2928,NO
0.6611,NO
2.171,YES
2.9244,YES
3.42,YES
2.4497,YES
2.0925,NO
3.1643,YES
1.6629,NO
1.4117,NO
0.6699,NO
1.3077,NO
2.211,NO
1.8629,NO
2.0945,NO
1.4152,NO
0.6159,NO
1.834,NO
4.1585,YES
1.266,NO
1.746,YES
1.1796,NO
2.1784,NO
0.8416,NO
0.4738,NO
1.6912,NO
0.7396,NO
1.8427,NO
0.6301,NO
1.5189,NO
3.2666,YES
3.955,YES
4.6117,YES
2.9062,YES
2.3421,NO
3.8922,YES
2.0616,NO
1.3097,NO
0.3913,NO
1.0754,NO
1.5098,NO
1.192,NO
1.5713,NO
1.4397,NO
0.6029,NO
1.1402,NO
3.2512,YES
0.9687,NO
1.4719,YES
0.8276,NO
1.2858,NO
0.4613,NO
0.3524,NO
1.1221,NO
0.7937,NO
1.2169,NO
0.7349,NO
1.0917,NO
2.6976,YES
3.3995,YES
3.7491,YES
2.3068,YES
1.9914,NO
3.1549,YES
1.4576,NO
1.0216,NO
0.4658,NO
4.0473,YES
1.6696,YES
1.6765,YES
4.8832,YES
1.32,NO
1.0705,NO
3.6709,YES
0.9109,NO
3.5596,YES
0.7212,NO
1.026,NO
2.2419,NO
0.47200000000000003,NO
1.1673,NO
1.7593,YES
1.4089,NO
1.9022,YES
1.2114,NO
1.831,YES
0.9281,NO
1.1717,NO
2.0419,NO
1.107,NO
4.4223,YES
2.2035,NO
4.1339,YES
0.4104,NO
0.2339,NO
3.3689,YES
1.5239,NO
1.1852,NO
3.8927,YES
1.2329,NO
0.6439,NO
3.4556,YES
0.6942,NO
3.2254,YES
0.6567,NO
1.3967,NO
1.9167,NO
0.6806,NO
0.5124,NO
1.7052,NO
0.7231,NO
1.4546,NO
0.5663,NO
1.3781,NO
0.7503,NO
1.3225,NO
2.0859,NO
0.4257,NO
3.1807,YES
1.864,NO
3.8235,YES
0.9335,NO
0.2007,NO
1.1333,YES
2.4659999999999997,YES
2.4063,YES
1.1576,YES
0.457,NO
0.3536,NO
0.9283,YES
0.6245,NO
0.6398,YES
0.3386,NO
1.1425,NO
1.9364,NO
0.7524,NO
0.5599,NO
2.7435,YES
0.5192,NO
2.8668,YES
0.6265,NO
2.8883,YES
0.3049,NO
0.5058,NO
0.75,NO
0.273,NO
1.1631,YES
0.7962,NO
1.3131,YES
0.3898,NO
0.198,NO
2.8376,YES
1.6238,NO
1.4311,NO
3.6111,YES
0.6882,NO
0.3119,NO
2.9798,YES
0.893,NO
2.4719,YES
0.5533,NO
0.9695,NO
1.7602,NO
0.5355,NO
0.3578,NO
1.4073,NO
0.3596,NO
1.7574,NO
0.5562,NO
1.2388,NO
0.6309,NO
1.033,NO
2.0001,NO
0.8931,NO
3.2252,YES
2.0903,NO
3.0706,YES
0.3582,NO
0.2383,NO
0.6633,YES
1.7743,YES
1.6833,YES
0.8075,YES
0.3411,NO
0.2768,NO
0.46399999999999997,YES
0.9496,NO
0.4621,YES
0.4729,NO
0.3834,NO
1.2583,NO
0.435,NO
0.327,NO
1.7364,YES
0.3605,NO
1.841,YES
0.2422,NO
1.7239,YES
0.4575,NO
0.4875,NO
0.7598,NO
0.3507,NO
0.6937,YES
0.6863,NO
0.6228,YES
2.5879,YES
1.252,YES
1.2075,NO
1.1155,NO
