50Traced_NONETRACED_RFSMOTE_RAW_VSM_62_SUM,Associated
0.03891524554430055,NO
0.03346582895242979,NO
0.7061161687395819,NO
0.13040133350429542,NO
0.0346839338376715,NO
0.04974996794460827,NO
0.029426849596102058,NO
0.03519682010514168,NO
0.09994871137325297,NO
0.791062956789332,YES
0.6722656750865496,NO
0.8494678804974997,YES
0.14726246954737784,NO
0.7758045903320938,NO
0.13418386972688806,NO
0.06488011283497884,NO
0.03692781125785356,NO
0.06276445698166432,NO
0.03955635337863829,NO
0.13136299525580203,NO
0.7063085010898833,NO
0.6827157327862546,YES
0.6843185023720989,YES
0.7397102192588794,YES
0.7866393127324015,YES
0.09251186049493523,NO
0.678676753429927,YES
0.06891909219130657,NO
0.7015001923323502,YES
0.7894601872034875,YES
0.20720605205795614,NO
0.09289652519553789,NO
0.06526477753558148,NO
0.06295678933196563,NO
0.24471086036671363,YES
0.053019617899730725,YES
0.07911270675727657,NO
0.05936658545967431,NO
0.054558276702141306,NO
0.05949480702654186,NO
0.10687267598410052,NO
0.0894986536735479,NO
0.09110142325939222,NO
0.8129888447236824,YES
0.04077445826387999,NO
0.06385434030003846,YES
0.013527375304526218,NO
0.8506859853827413,YES
0.018079240928324143,NO
0.06936786767534299,NO
0.04096679061418129,NO
0.07084241569431977,NO
0.04308244646749583,NO
0.11366841902808052,NO
0.06340556481600204,NO
0.05628926785485318,NO
0.04846775227593281,NO
0.09001153994101808,NO
0.07699705090396204,NO
0.17534299269137066,NO
0.08860110270547505,NO
0.09847416335427618,NO
0.08558789588408769,NO
0.024297986921400175,NO
0.1318758815232722,NO
0.9260161559174253,YES
0.09443518399794845,NO
0.7619566611103987,YES
0.12309270419284521,NO
0.1306577766380305,NO
0.12860623156814976,NO
0.11469419156302088,NO
0.08994742915758429,NO
0.0729580715476343,NO
0.11648929349916656,NO
0.10418002307988203,NO
0.1328375432747788,NO
0.9190280805231439,YES
0.2642646493140146,YES
0.8669701243749197,YES
0.746313629952558,YES
0.09802538787023976,NO
0.11520707783049108,YES
0.07186818822926015,NO
0.716309783305552,YES
0.7490703936402102,YES
0.2068213873573535,NO
0.09821772022054108,NO
0.08828054878830618,NO
0.08404923708167714,NO
0.21188613924862162,YES
0.7124631362995255,YES
0.10264136427747146,NO
0.05269906398256187,NO
0.07911270675727657,NO
0.048531863059366576,NO
0.1384151814335171,NO
0.12552891396332863,NO
0.12469547377868956,NO
0.7560584690344915,YES
0.05109629439671752,NO
0.04430055135273753,YES
0.011604051801513013,NO
0.8302987562508013,YES
0.017694576227721498,NO
0.07186818822926015,NO
0.050006411078343374,NO
0.06731632260546223,NO
0.05917425310937299,NO
0.13277343249134502,NO
0.07827926657263751,NO
0.07680471855366072,NO
0.03808180535966149,NO
0.007308629311450186,NO
0.08167713809462751,YES
0.8474163354276188,YES
0.17995896909860237,YES
0.08334401846390563,YES
0.0446211052699064,NO
0.0,NO
0.1264905757148352,YES
0.08110014104372355,NO
0.0766123862033594,YES
0.08417745864854469,NO
