50Traced_NONETRACED_RFSMOTE_SINGLE_LSA_42_SUM,Associated
0.04437191861676273,NO
0.03846955072564405,NO
0.0726338448718839,NO
0.14346225956530795,NO
0.0397889035483647,NO
0.056107214776751624,NO
0.03409485452399139,NO
0.04034442052635234,NO
0.11047843899729186,NO
0.16464134435108674,YES
0.03596972432469968,NO
0.922297062703979,YES
0.1617248802166516,NO
0.14811471425595443,NO
0.1475591972779668,NO
0.07249496562738698,NO
0.04221929032706062,NO
0.07020345809318798,NO
0.04506631483924728,NO
0.14450385389903478,NO
0.07284216373862926,NO
0.04728838275119784,YES
0.04902437330740921,YES
0.1090202069300743,YES
0.8542462329004931,YES
0.10242344281647107,NO
0.04291368654954517,YES
0.07686966182903965,NO
0.06763419206999514,YES
0.857301576279425,YES
0.226650927018957,NO
0.10284008054996183,NO
0.07291160336087772,NO
0.07041177695993334,NO
0.9616693285188529,YES
0.7540448579959724,YES
0.087910561766544,NO
0.06652315811401986,NO
0.06131518644538575,NO
0.06666203735851678,NO
0.11797791820012499,NO
0.0991597805707937,NO
0.10089577112700507,NO
0.18838969516005832,YES
0.04638566766196792,NO
0.07138393167141172,YES
0.016873828206374557,NO
0.22922019304214983,YES
0.02180404138601486,NO
0.07735573918477884,NO
0.046593986528713285,NO
0.0789528504964933,NO
0.048885494062912295,NO
0.1253385181584612,NO
0.07089785431567253,NO
0.06319005624609403,NO
0.054718422331782514,NO
0.09971529754878135,NO
0.08561905423234498,NO
0.19213943476147488,NO
0.09818762585931533,NO
0.10888132768557739,NO
0.09492396361363793,NO
0.02853968474411499,NO
0.14505937087702242,NO
0.3108117491840844,YES
0.10450663148392472,NO
0.13311575585028818,YES
0.13554614262898407,NO
0.14374001805430178,NO
0.14151795014235122,NO
0.12644955211443648,NO
0.09964585792653288,NO
0.08124435803069231,NO
0.12839386153739324,NO
0.11506145406568988,NO
0.14610096521074925,NO
0.30324283035900285,YES
0.28845219082008194,YES
0.24685785709325742,YES
0.11617248802166517,YES
0.1083952503298382,NO
0.12700506909242412,YES
0.08006388445246858,NO
0.08367474480938825,YES
0.8135546142628984,YES
0.2262342892854663,NO
0.10860356919658357,NO
0.09784042774807306,NO
0.09325741267967504,NO
0.9261162419276441,YES
0.07950836747448094,YES
0.11339490313172697,NO
0.059301437400180554,NO
0.087910561766544,NO
0.05478786195403097,NO
0.8465384348309145,NO
0.1381848482744254,NO
0.8316783556697452,NO
0.82112353308798,YES
0.05756544684396918,NO
0.050204846885632946,YES
0.014790639538920906,NO
0.20713839316714114,YES
0.021387403652524128,NO
0.08006388445246858,NO
0.05638497326574543,NO
0.07513367127282829,NO
0.0663148392472745,NO
0.14603152558850077,NO
0.08700784667731408,NO
0.08541073536559962,NO
0.043469203527532814,NO
0.010138184848274424,NO
0.09068814665648219,YES
0.9200749947920284,YES
0.19713908756336365,YES
0.09249357683494203,YES
0.050552044996875226,NO
0.0022220679119505605,NO
0.1392264426081522,YES
0.0900631900562461,NO
0.08520241649885425,YES
0.09339629192417194,NO
0.1435316991875564,NO
0.1274911464481633,NO
0.1274911464481633,NO
0.03291438094576766,NO
0.15415596139157003,YES
0.031803346989792376,NO
0.24380251371432538,YES
0.0915908617457121,NO
0.17026595375321157,YES
0.02944239983334491,NO
0.040205541281855425,NO
0.09311853343517812,NO
0.027498090410388167,NO
0.1122838691757517,YES
0.060134712867162,NO
0.08645232969932644,YES
0.10040969377126589,NO
0.044024720505520455,NO
0.13033817096034997,NO
0.1724880216651621,NO
0.13047705020484687,NO
0.11131171446427332,NO
0.11013124088604957,NO
0.07825845427400875,NO
0.09443788625789877,NO
0.272897715436428,YES
0.10270120130546491,NO
0.19484758002916464,YES
0.13117144642733142,NO
0.11513089368793834,NO
0.11047843899729186,NO
0.030692313033817097,NO
0.09520172210263177,NO
0.03117839038955628,NO
0.06832858829247969,NO
0.13339351433928198,NO
0.08298034858690369,NO
0.2638011249218804,YES
0.24401083258107076,YES
0.18700090271508923,YES
0.19415318380668006,YES
0.14776751614471215,NO
0.11492257482119299,YES
0.06117630720088883,NO
0.06159294493437956,NO
0.04694118463995556,NO
0.06742587320324978,YES
0.2464412193597667,YES
0.1689466009304909,YES
0.08561905423234498,YES
0.05464898270953406,NO
0.03513644885771822,NO
0.13679605582945628,YES
0.1735990556211374,NO
0.06680091660301368,YES
0.09450732588014722,NO
0.149572946323172,NO
0.17172418582042911,NO
0.15811401985973195,NO
0.0940906881466565,NO
0.1490868689674328,YES
0.09110478438997291,NO
0.17533504617734877,YES
0.09179918061245747,NO
0.17061315186445386,YES
0.13547670300673564,NO
0.14637872369974306,NO
0.14790639538920908,NO
0.06485660718005694,NO
0.09464620512464413,YES
0.07068953544892717,NO
0.0852718561211027,YES
0.09145198250121518,NO
0.04492743559475037,NO
0.15853065759322268,NO
0.12513019929171584,NO
0.10061801263801126,NO
0.13186584264981596,NO
0.10797861259634749,NO
0.09985417679327824,NO
0.1320047218943129,NO
0.13131032567182832,YES
0.1351989445177418,NO
0.16311367266162072,YES
0.1681133254635095,NO
0.13457398791750572,NO
0.13436566905076036,NO
0.030206235678077908,NO
0.06610652038052912,NO
0.0320811054787862,NO
0.07048121658218179,NO
0.1498507048121658,NO
0.06187070342337338,NO
0.12367196722449832,YES
0.09353517116866884,YES
