50Traced_NONETRACED_SUM_SINGLE_VSM_74_MEDIAN,Associated
0.8253,NO
0.8639,NO
0.3988,NO
1.6974,NO
1.3127,NO
0.6522,NO
1.0138,NO
0.3335,NO
0.8527,NO
3.5472,YES
1.3655,NO
2.3791,YES
0.46299999999999997,NO
0.466,NO
0.2462,NO
0.179,NO
0.9737,NO
0.5617,NO
1.1924,NO
0.8098,NO
1.335,NO
4.12,YES
3.3407,YES
4.1576,YES
3.0245,YES
0.9595,NO
2.1678,YES
0.3702,NO
1.6822,YES
2.4961,YES
1.2957,NO
1.003,NO
0.7325,NO
1.2881,NO
1.755,YES
1.4624,YES
1.2572,NO
0.7113,NO
1.3687,NO
0.7263,NO
0.5394,NO
0.9225,NO
0.8179,NO
1.4880000000000002,YES
0.9668,NO
2.4997,YES
0.7372,NO
2.7708,YES
1.0057,NO
1.2141,NO
0.8456,NO
1.3548,NO
0.9892,NO
1.4092,NO
0.7681,NO
1.1797,NO
0.5505,NO
0.7402,NO
0.599,NO
1.9580000000000002,NO
1.6062,NO
0.7606,NO
1.1397,NO
0.0825,NO
0.89,NO
3.091,YES
1.1013,NO
2.34,YES
0.6437,NO
0.7304,NO
0.4354,NO
0.3172,NO
1.2649,NO
0.5181,NO
1.3845,NO
0.7936,NO
1.3055,NO
3.84,YES
3.1912,YES
3.812,YES
2.5597,YES
0.8716,NO
1.7366,YES
0.5051,NO
2.1173,YES
2.79,YES
2.2247,NO
0.9168,NO
0.5895,NO
2.2966,NO
2.4182,YES
1.5963,YES
3.2369,NO
0.6883,NO
2.6189999999999998,NO
0.6984,NO
1.9469999999999998,NO
2.0657,NO
2.0413,NO
1.8688,YES
1.2682,NO
2.6839999999999997,YES
0.7729,NO
3.0286,YES
1.1218,NO
0.9617,NO
0.7958,NO
1.4874,NO
0.9955,NO
2.8123,NO
1.5342,NO
2.4511,NO
0.3716,NO
0.2264,NO
1.9061,YES
3.9825,YES
3.7937,YES
2.1216,YES
1.0755,NO
0.1213,NO
2.0316,YES
0.3746,NO
2.2577,YES
0.4488,NO
0.4507,NO
0.5529,NO
0.4705,NO
0.4509,NO
4.4694,YES
0.2398,NO
4.4339,YES
0.5763,NO
4.1845,YES
0.9939,NO
1.011,NO
1.1403,NO
0.7125,NO
2.0197,YES
0.8692,NO
1.9335,YES
1.1103,NO
1.2502,NO
0.978,NO
1.8657,NO
1.3012,NO
1.2383,NO
1.4880000000000002,NO
0.5307,NO
1.4678,NO
3.583,YES
1.8222,NO
2.4924,YES
0.9884,NO
1.0382,NO
0.7627,NO
0.5058,NO
1.0351,NO
0.9703,NO
1.1503,NO
1.3158,NO
1.3718,NO
4.3469,YES
