50Traced_NONETRACED_SUM_SINGLE_VSM_50_MAX,Associated
1.0884,NO
0.8028,NO
0.8375,NO
0.5458,NO
1.0609,NO
0.6356,NO
1.0971,NO
0.5116,NO
0.4672,NO
2.9092,YES
0.5782,NO
2.7148,YES
0.8540000000000001,NO
1.2646,NO
0.878,NO
0.7068,NO
0.8916,NO
0.7932,NO
0.8891,NO
1.1318,NO
0.6691,NO
3.1656,YES
3.3258,YES
3.3146,YES
2.79,YES
0.3108,NO
3.0574,YES
0.8828,NO
1.9737,YES
1.3338,YES
1.5531,NO
0.9218,NO
1.1209,NO
1.345,NO
1.9161,YES
1.0090000000000001,YES
1.3569,NO
0.6491,NO
1.5775,NO
0.7085,NO
0.6238,NO
0.9108,NO
0.6941,NO
1.3338,YES
1.4105,NO
1.9774,YES
1.1823,NO
1.7658,YES
1.0056,NO
0.7394,NO
0.8348,NO
0.9588,NO
0.8351,NO
1.3048,NO
1.1618,NO
1.85,NO
0.7044,NO
0.8045,NO
1.3491,NO
0.5656,NO
1.0487,NO
1.3333,NO
1.2066,NO
0.1883,NO
0.4918,NO
2.9794,YES
0.7489,NO
2.6396,YES
0.6585,NO
0.9714,NO
0.5264,NO
0.6191,NO
0.7824,NO
0.4171,NO
0.813,NO
0.6778,NO
0.8204,NO
3.4851,YES
3.7827,YES
4.0525,YES
3.2568,YES
0.4518,NO
3.6248,YES
1.2504,NO
3.175,YES
1.3773,YES
2.5417,NO
0.7643,NO
0.8211,NO
2.3404,NO
2.6951,YES
2.2652,YES
2.6017,NO
0.2732,NO
2.6026,NO
0.2577,NO
0.4796,NO
0.6968,NO
0.4251,NO
1.7415,YES
1.6438,NO
3.2064,YES
1.23,NO
2.9277,YES
0.985,NO
0.4743,NO
0.4176,NO
0.5184,NO
0.4994,NO
2.4572,NO
0.9794,NO
2.8786,NO
0.6871,NO
0.5053,NO
1.7049,YES
4.4963,YES
4.2082,YES
1.8622,YES
0.9282,NO
0.2697,NO
1.4436,YES
0.3657,NO
2.1295,YES
0.4924,NO
0.7040000000000001,NO
0.7355,NO
0.7256,NO
0.4879,NO
4.8023,YES
0.6077,NO
4.206,YES
0.44299999999999995,NO
4.3211,YES
0.4113,NO
0.8804,NO
1.0167,NO
0.3936,NO
1.2213,YES
1.1344,NO
1.6709,YES
0.7186,NO
0.5861,NO
1.4893,NO
0.8756,NO
1.5717,NO
1.2291,NO
1.1437,NO
0.4128,NO
0.6987,NO
2.9508,YES
0.7927,NO
2.6039999999999996,YES
0.6229,NO
0.9986,NO
0.4006,NO
0.3421,NO
1.1349,NO
0.4916,NO
0.8548,NO
0.7221,NO
1.1679,NO
3.3161,YES
3.9171,YES
3.8348,YES
3.358,YES
0.4374,NO
3.68,YES
1.3609,NO
0.66,NO
0.7342,NO
1.9936,YES
4.484,YES
4.5386,YES
2.0324,YES
1.1877,NO
0.0832,NO
1.6418,YES
1.8268,NO
2.3239,YES
1.5556,NO
0.8331,NO
0.9568,NO
0.8452,NO
0.6344,NO
5.0392,YES
0.4049,NO
4.3147,YES
0.4286,NO
4.3999,YES
1.8416,NO
2.4225,NO
2.3985,NO
1.6274,NO
1.1744,YES
2.7073,NO
1.9461,YES
0.7757,NO
0.6427,NO
1.5682,NO
0.8866,NO
1.5282,NO
1.4795,NO
1.4082,NO
0.495,NO
1.2769,NO
2.343,YES
1.4624,NO
2.0992,YES
1.0759,NO
1.4996,NO
0.9661,NO
0.4115,NO
1.4242,NO
0.6953,NO
0.9835,NO
1.0514,NO
1.0875,NO
2.6176,YES
2.9897,YES
2.9116,YES
2.8965,YES
0.9018,NO
3.2982,YES
1.8619,NO
0.4466,NO
0.4698,NO
1.3269,NO
0.2857,NO
0.7831,NO
1.3797,NO
1.0126,NO
0.1085,NO
0.8311,NO
2.7316,YES
0.8156,NO
2.34,YES
0.2672,NO
0.5637,NO
0.1547,NO
0.4804,NO
0.7763,NO
0.1898,NO
0.8736,NO
0.5354,NO
0.5318,NO
3.1717,YES
3.3083,YES
3.3083,YES
2.9214,YES
0.7591,NO
3.2234,YES
1.1527,NO
0.8885,NO
0.6996,NO
1.55,NO
1.1165,NO
1.6794,NO
1.615,NO
1.3697,NO
0.3898,NO
1.1863,NO
3.0819,YES
1.2822,NO
2.8523,YES
0.6795,NO
1.0449,NO
0.4552,NO
0.6241,NO
1.6661,NO
0.5781,NO
1.4076,NO
0.8777,NO
1.4437,NO
3.5414,YES
3.8518,YES
3.9145,YES
3.26,YES
1.0542,NO
3.6673,YES
1.7502,NO
0.7192,NO
0.5647,NO
0.8975,NO
0.903,NO
1.4925,NO
0.7542,NO
1.0819,NO
0.20199999999999999,NO
0.4746,NO
2.7182,YES
0.5699,NO
2.512,YES
0.2189,NO
0.6319,NO
0.2045,NO
0.4891,NO
1.29,NO
0.4479,NO
0.9824,NO
0.6694,NO
1.2158,NO
3.0378,YES
3.3886,YES
3.3537,YES
2.8957,YES
0.3375,NO
3.1771,YES
0.8711,NO
0.4952,NO
0.8563,NO
4.3969,YES
0.9416,YES
1.3253,YES
5.3703,YES
1.1540000000000001,NO
0.5124,NO
5.7659,YES
0.4014,NO
5.7409,YES
0.6013,NO
1.8387,NO
1.6186,NO
1.1839,NO
0.6784,NO
2.9786,YES
0.6195,NO
2.5663,YES
0.64,NO
1.2739,YES
1.1532,NO
0.6024,NO
1.2164,NO
1.1356,NO
5.3924,YES
1.4876,NO
6.2317,YES
0.4468,NO
0.1914,NO
2.0355,YES
0.6901,NO
0.6282,NO
3.237,YES
0.8908,NO
