50Traced_NONETRACED_SUM_MULTI_LSA_51_MAX,Associated
0.8941,NO
0.5993,NO
0.7361,NO
1.4485,NO
1.7274,NO
1.8373,NO
0.6754,NO
0.5133,NO
0.9742,NO
3.1741,YES
0.7554,NO
2.2838,YES
0.258,NO
0.583,NO
0.2223,NO
0.2343,NO
1.6757,NO
0.6129,NO
1.4429,NO
0.5306,NO
1.5559,NO
3.3783,YES
3.0267,YES
3.3075,YES
2.4874,YES
0.5086,NO
2.8211,YES
1.1675,NO
2.432,YES
0.7537,YES
0.7665,NO
0.6731,NO
0.8855,NO
1.1967,NO
1.653,YES
1.4004,YES
0.6827,NO
0.8011,NO
0.7905,NO
0.6465,NO
0.5203,NO
0.9051,NO
0.3627,NO
1.7629,YES
1.0997,NO
1.6818,YES
0.5849,NO
1.3764,YES
0.6166,NO
0.8391,NO
0.7198,NO
0.9051,NO
0.6215,NO
0.8096,NO
0.985,NO
0.9235,NO
1.1223,NO
0.4777,NO
0.9629,NO
1.2695,NO
1.3866,NO
1.7984,NO
0.5383,NO
0.4939,NO
1.2642,NO
3.1272,YES
1.3052,NO
2.7278,YES
0.6784,NO
0.8409,NO
0.385,NO
0.2657,NO
1.4249,NO
0.6671,NO
0.57,NO
0.5037,NO
1.2896,NO
3.2148,YES
3.0238,YES
3.3169,YES
2.3202,YES
0.8053,NO
2.2881,YES
1.5153,NO
2.7098,YES
1.3794,YES
1.0404,NO
0.7014,NO
0.7913,NO
1.4006,NO
2.3454,YES
1.8623,YES
0.9266,NO
0.6545,NO
1.1531,NO
0.6968,NO
0.6185,NO
0.6592,NO
0.5887,NO
1.8719999999999999,YES
0.9478,NO
2.2448,YES
0.4595,NO
2.0907,YES
0.6544,NO
0.7232,NO
0.7933,NO
0.7551,NO
0.4906,NO
0.8706,NO
1.0677,NO
1.1057,NO
1.4187,NO
0.7136,NO
1.5555,YES
3.2154,YES
3.2116,YES
2.3283,YES
1.7943,NO
0.5777,NO
1.742,YES
0.5129,NO
1.9686,YES
0.3954,NO
0.327,NO
0.7827,NO
0.3558,NO
0.8212,NO
3.2499,YES
0.5907,NO
3.4903,YES
0.8477,NO
2.886,YES
0.3888,NO
0.4857,NO
1.0673,NO
0.1811,NO
1.5185,YES
1.2703,NO
1.3997,YES
1.3353,NO
0.4266,NO
0.8581,NO
1.6136,NO
1.8142,NO
1.4854,NO
0.7656,NO
0.4116,NO
0.7898,NO
3.0214,YES
0.8622,NO
2.4197,YES
0.5848,NO
1.1025,NO
0.3546,NO
0.341,NO
1.8804,NO
0.5497,NO
1.0497,NO
0.4689,NO
1.5109,NO
3.1705,YES
2.8644,YES
3.3769,YES
2.1087,YES
0.8079999999999999,NO
2.3999,YES
1.2699,NO
1.0602,NO
0.5693,NO
1.109,YES
2.3274,YES
2.2594,YES
1.9527,YES
1.3433,NO
0.3667,NO
1.2993,YES
0.8951,NO
1.7338,YES
0.6062,NO
0.2596,NO
0.5807,NO
0.2375,NO
0.6268,NO
2.3948,YES
0.3556,NO
2.7279,YES
0.5996,NO
2.4041,YES
0.9142,NO
0.9396,NO
1.215,NO
0.7281,NO
1.2345,YES
1.5686,NO
1.3134,YES
1.4864,NO
0.5935,NO
1.0895,NO
1.4179,NO
1.4407,NO
1.2781,NO
0.8745,NO
0.8384,NO
0.7576,NO
2.6509,YES
0.8644,NO
2.1501,YES
0.5878,NO
0.8701,NO
0.2774,NO
0.586,NO
1.4962,NO
1.006,NO
1.0268,NO
0.9192,NO
1.2042,NO
2.6896,YES
2.4666,YES
2.9121,YES
1.7951,YES
0.5026,NO
2.065,YES
1.4336,NO
0.945,NO
0.4453,NO
1.0931,NO
1.5376,NO
1.4241,NO
2.3065,NO
0.6015,NO
0.43200000000000005,NO
1.4001,NO
3.1943,YES
1.3481,NO
2.6902,YES
0.6145,NO
0.7468,NO
0.2864,NO
0.2203,NO
1.719,NO
0.5302,NO
1.0631,NO
0.3911,NO
1.6501,NO
3.3301,YES
3.2060000000000004,YES
3.2768,YES
2.1204,YES
1.2681,NO
2.4855,YES
1.4389,NO
1.4779,NO
0.6716,NO
1.8148,NO
2.0012,NO
1.7554,NO
2.5299,NO
1.0839,NO
0.9019,NO
1.8734,NO
3.0618,YES
1.9119,NO
2.5427,YES
0.9049,NO
0.9836,NO
0.4819,NO
0.7263,NO
1.9708,NO
0.9884,NO
1.3130000000000002,NO
1.0022,NO
1.665,NO
3.0432,YES
2.8888,YES
3.3784,YES
2.0493,YES
1.3771,NO
2.3888,YES
2.4193,NO
1.1748,NO
0.4054,NO
0.5578,NO
1.2715,NO
1.4067,NO
1.2833,NO
0.5407,NO
0.5625,NO
0.5477,NO
3.4806,YES
0.4493,NO
2.6229,YES
0.2118,NO
0.6371,NO
0.2045,NO
0.466,NO
1.508,NO
0.7039,NO
0.9611,NO
0.4807,NO
1.1734,NO
3.6499,YES
3.3603,YES
3.5619,YES
2.4121,YES
0.33399999999999996,NO
2.8475,YES
0.9269,NO
1.1835,NO
0.35700000000000004,NO
3.2941,YES
1.7033,YES
0.89,YES
3.9017,YES
1.3475,NO
0.2665,NO
3.6038,YES
0.5414,NO
3.8763,YES
0.615,NO
0.7139,NO
1.0859,NO
0.3912,NO
0.8089,NO
1.5475,YES
0.2447,NO
1.0484,YES
0.6325,NO
1.1222,YES
0.478,NO
