50Traced_NONETRACED_MAX_MULTI_VSM_68_MEDIAN,Associated
0.2852,NO
0.2574,NO
0.2289,NO
0.2383,NO
0.1389,NO
0.2289,NO
0.2852,NO
0.2852,NO
0.2289,NO
0.5328,YES
0.2289,NO
0.4567,YES
0.3555,NO
0.3555,NO
0.2223,NO
0.2852,NO
0.2804,NO
0.2852,NO
0.2383,NO
0.2179,NO
0.2804,NO
0.7677,YES
0.5015,YES
0.2839,YES
0.3987,YES
0.1711,NO
0.7677,YES
0.1632,NO
1.0,YES
1.0,YES
0.3362,NO
0.2576,NO
0.1261,NO
0.2287,NO
1.0,YES
1.0,YES
0.2287,NO
0.1683,NO
0.2287,NO
0.1443,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.2165,NO
1.0,YES
0.2165,NO
0.5838,YES
0.1607,NO
0.2425,NO
0.2104,NO
0.1235,NO
0.126,NO
0.2189,NO
0.2425,NO
0.2287,NO
0.294,NO
0.1534,NO
0.5722,NO
0.4329,NO
0.3765,NO
0.6333,NO
0.4164,NO
0.294,NO
0.3753,NO
1.0,YES
0.1686,NO
1.0,YES
0.2244,NO
0.3824,NO
0.2136,NO
0.294,NO
0.3984,NO
0.294,NO
0.3765,NO
0.1755,NO
0.4378,NO
1.0,YES
1.0,YES
0.8236,YES
1.0,YES
0.4758,NO
1.0,YES
0.3753,NO
1.0,YES
0.408,YES
0.3356,NO
0.3559,NO
0.3559,NO
0.2862,NO
1.0,YES
1.0,YES
0.3559,NO
0.158,NO
0.2862,NO
0.0887,NO
0.2824,NO
0.3667,NO
0.2281,NO
1.0,YES
0.3559,NO
1.0,YES
0.3559,NO
0.504,YES
0.1909,NO
0.1769,NO
0.1385,NO
0.1728,NO
0.1053,NO
0.3559,NO
0.1582,NO
0.3559,NO
0.3011,NO
0.2493,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.2493,NO
1.0,YES
0.1787,NO
0.4491,YES
0.1787,NO
0.3031,NO
0.3877,NO
0.2412,NO
0.1652,NO
1.0,YES
0.2254,NO
1.0,YES
0.1652,NO
1.0,YES
0.3369,NO
0.1809,NO
0.4856,NO
0.1202,NO
1.0,YES
0.4444,NO
1.0,YES
0.2866,NO
0.111,NO
0.5722,NO
0.4528,NO
0.4528,NO
0.6333,NO
0.4164,NO
0.2866,NO
0.4528,NO
0.9481,YES
0.4052,NO
1.0,YES
0.3104,NO
0.3824,NO
0.19699999999999998,NO
0.2866,NO
0.4528,NO
0.272,NO
0.4528,NO
0.2866,NO
0.3613,NO
1.0,YES
0.9481,YES
0.8236,YES
1.0,YES
0.4758,NO
0.9481,YES
0.4528,NO
0.1741,NO
0.174,NO
0.2644,YES
0.5392,YES
0.6115,YES
0.3353,YES
0.1807,NO
0.174,NO
0.5253,YES
0.2598,NO
0.2359,YES
0.1459,NO
0.3108,NO
0.3108,NO
0.2375,NO
0.1453,NO
0.5392,YES
0.1573,NO
0.6115,YES
0.142,NO
0.6115,YES
0.2049,NO
0.2206,NO
0.2551,NO
0.1032,NO
0.5253,YES
0.2335,NO
0.5253,YES
0.3096,NO
0.1493,NO
0.4218,NO
0.4329,NO
0.3069,NO
0.4218,NO
0.3096,NO
0.3096,NO
0.4218,NO
1.0,YES
0.4218,NO
1.0,YES
0.3323,NO
0.4316,NO
0.2685,NO
0.3096,NO
0.2405,NO
0.2699,NO
0.2405,NO
0.3096,NO
0.4378,NO
1.0,YES
0.9096,YES
0.7587,YES
0.5193,YES
0.3327,NO
1.0,YES
0.3877,NO
0.1871,NO
0.1493,NO
0.5722,NO
0.4329,NO
0.3069,NO
0.6333,NO
0.4164,NO
0.1871,NO
0.3745,NO
1.0,YES
0.3745,NO
1.0,YES
0.1653,NO
0.3824,NO
0.0647,NO
0.204,NO
0.3984,NO
0.1871,NO
0.31,NO
0.1309,NO
0.4378,NO
1.0,YES
0.9096,YES
0.8236,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
0.307,NO
0.0951,NO
0.3406,NO
0.2758,NO
0.2788,NO
0.377,NO
0.307,NO
0.307,NO
0.2964,NO
0.8995,YES
0.2964,NO
0.6371,YES
0.3547,NO
0.3547,NO
0.2201,NO
0.307,NO
0.3238,NO
0.2676,NO
0.1891,NO
0.307,NO
0.2789,NO
0.8232,YES
0.8995,YES
0.5817,YES
0.5952,YES
0.2964,NO
0.8995,YES
0.1935,NO
0.2173,NO
0.2173,NO
0.5722,NO
0.3649,NO
0.3649,NO
0.6333,NO
0.4164,NO
0.2173,NO
0.3649,NO
1.0,YES
0.1639,NO
1.0,YES
0.3435,NO
0.3824,NO
0.2131,NO
0.1944,NO
0.3984,NO
0.1964,NO
0.3649,NO
0.1712,NO
0.3438,NO
1.0,YES
1.0,YES
0.8236,YES
1.0,YES
0.4758,NO
1.0,YES
0.3649,NO
0.3527,NO
0.1531,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3898,NO
0.2538,NO
1.0,YES
0.2509,NO
1.0,YES
0.5358,NO
0.534,NO
0.3885,NO
0.2417,NO
0.2538,NO
1.0,YES
0.2465,NO
1.0,YES
0.2538,NO
0.4542,YES
0.5358,NO
0.3547,NO
0.4856,NO
0.5358,NO
1.0,YES
0.5104,NO
1.0,YES
0.3527,NO
0.1547,NO
1.0,YES
0.6395,NO
0.6395,NO
1.0,YES
0.3898,NO
0.1329,NO
1.0,YES
0.2325,NO
1.0,YES
0.4965,NO
0.4524,NO
0.3203,NO
0.2648,NO
0.184,NO
0.4049,NO
0.1398,NO
0.509,NO
0.1451,NO
0.6395,NO
0.4965,NO
0.3547,NO
0.4089,NO
0.4965,NO
1.0,YES
0.3851,NO
1.0,YES
0.3014,NO
0.11599999999999999,NO
0.6149,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.3014,NO
1.0,YES
0.5486,NO
0.6062,YES
0.5486,NO
0.4308,NO
0.4651,NO
0.2893,NO
0.3014,NO
1.0,YES
0.2627,NO
1.0,YES
0.3014,NO
1.0,YES
0.5486,NO
0.499,NO
0.4856,NO
0.1597,NO
1.0,YES
0.5486,NO
1.0,YES
0.2442,NO
0.1646,NO
0.8554,YES
0.5554,NO
0.5554,NO
0.5646,YES
0.2579,NO
0.153,NO
0.6706,YES
0.159,NO
0.5737,YES
0.1456,NO
0.4162,NO
0.3005,NO
0.1319,NO
0.1775,NO
0.2747,NO
0.1654,NO
0.4421,NO
0.1013,NO
0.5554,NO
0.2218,NO
0.2002,NO
0.4524,NO
0.21600000000000003,NO
0.4638,YES
0.4421,NO
0.8554,YES
0.3229,NO
0.1186,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.1186,NO
1.0,YES
0.153,NO
0.4491,YES
0.1702,NO
0.3031,NO
0.42,NO
0.1785,NO
0.0632,NO
1.0,YES
0.154,NO
1.0,YES
0.1347,NO
0.524,YES
0.3369,NO
0.1392,NO
0.4856,NO
0.0611,NO
1.0,YES
0.4444,NO
1.0,YES
1.0,YES
0.6145,YES
0.3634,NO
0.2576,NO
0.1494,NO
0.275,NO
1.0,YES
1.0,YES
0.275,NO
0.1949,NO
0.275,NO
0.16699999999999998,NO
0.4228,NO
0.4228,NO
0.2623,NO
1.0,YES
0.1676,NO
1.0,YES
0.1676,NO
1.0,YES
0.1607,NO
0.2808,NO
0.1835,NO
0.1259,NO
0.1458,NO
0.2673,NO
0.2808,NO
0.1469,NO
0.3527,NO
0.1531,NO
1.0,YES
0.5502,YES
0.5502,YES
1.0,YES
0.3898,NO
0.1329,NO
1.0,YES
0.3004,NO
1.0,YES
0.4779,NO
0.4829,NO
0.5037,NO
0.3133,NO
0.2771,NO
0.5502,YES
0.1767,NO
0.5522,YES
0.1198,NO
0.4729,YES
0.4779,NO
0.3092,NO
0.4753,NO
0.4779,NO
1.0,YES
0.4645,NO
1.0,YES
0.3527,NO
0.1531,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3898,NO
0.3341,NO
1.0,YES
0.4825,NO
1.0,YES
0.5579999999999999,NO
0.534,NO
0.3856,NO
0.2014,NO
0.3341,NO
1.0,YES
0.2912,NO
1.0,YES
0.3341,NO
0.4542,YES
0.5579999999999999,NO
0.4825,NO
0.5289,NO
0.5579999999999999,NO
1.0,YES
0.5169,NO
1.0,YES
0.3527,NO
0.1531,NO
1.0,YES
0.5239,YES
0.5239,YES
0.8451,YES
0.3898,NO
0.1622,NO
1.0,YES
0.142,NO
1.0,YES
0.1022,NO
0.534,NO
0.3856,NO
0.1004,NO
0.2034,NO
0.4498,YES
0.1975,NO
0.4609,YES
0.1773,NO
0.5239,YES
0.2407,NO
0.1509,NO
0.3619,NO
0.2338,NO
1.0,YES
0.5104,NO
1.0,YES
0.2916,NO
0.1201,NO
1.0,YES
0.5636,YES
0.5636,YES
1.0,YES
0.3016,NO
0.0973,NO
1.0,YES
0.2104,NO
1.0,YES
0.4462,NO
0.4969,NO
0.4412,NO
0.2744,NO
0.1636,NO
0.5636,YES
0.1133,NO
0.5636,YES
0.121,NO
0.4733,YES
0.4462,NO
0.3547,NO
0.5289,NO
0.4462,NO
0.7322,YES
0.5169,NO
1.0,YES
0.27,NO
0.0905,NO
0.4187,YES
1.0,YES
1.0,YES
0.2827,YES
0.2784,NO
0.0554,NO
0.4664,YES
0.415,NO
0.19899999999999998,YES
0.415,NO
0.2488,NO
0.2731,NO
0.2523,NO
