50Traced_NONETRACED_SUM_MULTI_LSA_26_MEDIAN,Associated
1.4636,NO
0.5548,NO
0.7889,NO
1.3987,NO
1.3321,NO
0.8370000000000001,NO
1.0505,NO
0.8147,NO
0.621,NO
1.896,YES
0.8029,NO
2.6112,YES
1.4104,NO
0.7862,NO
0.6472,NO
0.7546,NO
0.7917,NO
0.6694,NO
1.1212,NO
0.7140000000000001,NO
1.2605,NO
1.6898,YES
2.2682,YES
2.551,YES
1.787,YES
1.1186,NO
2.2664,YES
0.6556,NO
1.0758,YES
0.9589,YES
0.5169,NO
0.6648,NO
0.6122,NO
0.6102,NO
1.1944,YES
1.2943,YES
0.792,NO
0.6181,NO
0.6794,NO
0.6765,NO
0.5682,NO
0.6872,NO
0.3443,NO
1.1340000000000001,YES
0.4124,NO
1.2477,YES
0.7461,NO
1.294,YES
0.7761,NO
0.5866,NO
0.7488,NO
0.8254,NO
0.5909,NO
0.8705,NO
0.7448,NO
0.6806,NO
1.4606,NO
0.4568,NO
1.4653,NO
1.2876,NO
0.9851,NO
1.1737,NO
0.7723,NO
0.4889,NO
1.6284,NO
2.7026,YES
1.2603,NO
2.8478,YES
1.2748,NO
0.6746,NO
0.5756,NO
0.8504,NO
0.8737,NO
0.4782,NO
0.9288,NO
0.4046,NO
1.3918,NO
2.6846,YES
3.0875,YES
3.2188,YES
2.438,YES
1.5186,NO
2.424,YES
1.2054,NO
1.6702,YES
1.6969,YES
0.4289,NO
0.9764,NO
1.0028,NO
0.8438,NO
1.6976,YES
1.8747,YES
1.0535,NO
0.5206,NO
0.6997,NO
0.3357,NO
0.7577,NO
0.9896,NO
0.4795,NO
1.1915,YES
0.9421,NO
1.8090000000000002,YES
0.7827,NO
1.6957,YES
0.9662,NO
0.5549,NO
0.858,NO
0.6819,NO
0.3503,NO
0.9996,NO
0.6437,NO
0.9429,NO
1.632,NO
0.6632,NO
1.5262,YES
4.8154,YES
4.3152,YES
2.0229,YES
0.366,NO
0.4228,NO
2.1589,YES
0.6599,NO
1.1538,YES
0.6854,NO
0.9603,NO
0.807,NO
0.846,NO
0.6581,NO
4.1176,YES
0.7122,NO
3.9257,YES
0.9182,NO
4.0,YES
0.7988,NO
1.7796,NO
1.9080000000000001,NO
0.5378,NO
1.5964,YES
1.265,NO
1.8798,YES
1.3146,NO
0.3191,NO
0.9794,NO
1.2239,NO
1.1782,NO
0.6333,NO
1.0270000000000001,NO
0.5564,NO
0.6045,NO
2.6665,YES
0.7799,NO
3.0123,YES
0.9011,NO
0.1756,NO
0.1689,NO
0.7931,NO
0.6546,NO
0.5166,NO
0.8919,NO
0.4603,NO
1.1917,NO
2.6298,YES
3.1196,YES
3.3964,YES
2.4651,YES
0.9854,NO
2.4992,YES
0.4242,NO
1.6951,NO
0.6382,NO
1.0798,YES
3.9283,YES
3.9831,YES
1.1943,YES
0.6569,NO
0.5456,NO
1.3234,YES
1.2347,NO
1.1273,YES
1.4027,NO
0.6877,NO
0.4448,NO
0.4029,NO
0.6364,NO
3.36,YES
0.8365,NO
3.1679,YES
0.7872,NO
3.6952,YES
1.0515,NO
1.9331,NO
2.0103,NO
0.8562,NO
1.3473,YES
1.5251,NO
1.1933,YES
1.7595,NO
0.6503,NO
1.8518,NO
1.5757,NO
1.4946,NO
2.0064,NO
1.1537,NO
0.6699,NO
2.0697,NO
2.588,YES
1.9731,NO
3.4275,YES
1.6463,NO
1.0803,NO
0.9384,NO
0.9951,NO
1.5117,NO
0.6784,NO
1.5208,NO
0.6607,NO
1.758,NO
2.4261,YES
3.3164,YES
3.4149,YES
2.3265,YES
2.3826,NO
3.0706,YES
1.9773,NO
1.921,NO
0.6168,NO
1.7379,NO
