50Traced_NONETRACED_MEDIAN_SINGLE_VSM_89_SUM,Associated
0.11257928118393236,NO
0.09760394644115573,NO
0.18428470754052148,NO
0.36398872445384073,NO
0.10394644115574349,NO
0.142353770260747,NO
0.0865045806906272,NO
0.10236081747709656,NO
0.2803030303030303,NO
0.417723749119098,YES
0.09126145172656802,NO
0.5782241014799154,YES
0.41032417195207893,NO
0.37579281183932345,NO
0.37438336856941506,NO
0.18393234672304437,NO
0.10711768851303735,NO
0.1781183932346723,NO
0.11434108527131785,NO
0.366631430584919,NO
0.2084214235377026,NO
0.11997885835095139,YES
0.12438336856941508,YES
0.2766032417195208,YES
0.4134954193093728,YES
0.2799506694855532,NO
0.12896405919661733,YES
0.19503171247357293,NO
0.17159971811134603,YES
0.41331923890063427,YES
0.5750528541226215,NO
0.26092318534179,NO
0.18498942917547567,NO
0.17864693446088792,NO
0.6781183932346723,YES
0.15133897110641295,YES
0.2230443974630021,NO
0.16878083157152923,NO
0.15556730091613813,NO
0.16913319238900634,NO
0.29933051444679354,NO
0.25158562367864695,NO
0.2559901338971106,NO
0.4779774489076815,YES
0.11768851303735024,NO
0.18111346018322763,YES
0.04281183932346723,NO
0.5815715292459478,YES
0.05532064834390417,NO
0.19626497533474277,NO
0.1182170542635659,NO
0.20031712473572938,NO
0.12403100775193797,NO
0.3180056377730796,NO
0.1798801973220578,NO
0.16032417195207893,NO
0.13883016208597604,NO
0.25299506694855534,NO
0.21723044397463,NO
0.48749119097956306,NO
0.24911909795630727,NO
0.2762508809020437,NO
0.24083861874559548,NO
0.07241014799154334,NO
0.36804087385482737,NO
0.788583509513742,YES
0.26515151515151514,NO
0.33773784355179703,YES
0.3439041578576462,NO
0.3646934460887949,NO
0.3590556730091614,NO
0.3208245243128964,NO
0.25281888653981677,NO
0.20613107822410145,NO
0.3257575757575758,NO
0.2919309372797745,NO
0.37068357998590556,NO
0.7693798449612403,YES
0.7318534178999295,YES
0.6263213530655392,YES
0.29474982381959125,YES
0.2750176180408738,NO
0.3222339675828048,YES
0.20313601127554615,NO
0.21229739252995067,YES
0.3023255813953488,YES
0.5739957716701903,NO
0.2755461592670895,NO
0.24823819591261453,NO
0.23661028893587033,NO
0.5879140239605356,YES
0.20172656800563776,YES
0.28770260747004933,NO
0.15045806906272022,NO
0.2230443974630021,NO
0.13900634249471458,NO
0.38601127554615927,NO
0.3505990133897111,NO
0.34830866807610994,NO
0.3215292459478506,YES
0.14605355884425653,NO
0.1273784355179704,YES
0.03752642706131078,NO
0.5255461592670895,YES
0.05426356589147287,NO
0.20313601127554615,NO
0.1430584918957012,NO
0.19062720225510923,NO
0.1682522903453136,NO
0.370507399577167,NO
0.22075405214940097,NO
0.21670190274841436,NO
0.11028893587033124,NO
0.025722339675828054,NO
0.23009161381254403,YES
0.5725863284002819,YES
0.5001761804087386,YES
0.23467230443974635,YES
0.12825933756166316,NO
0.0056377730796335485,NO
0.35324171952078925,YES
0.22850599013389714,NO
0.21617336152219874,YES
0.23696264975334747,NO
0.3641649048625793,NO
0.32346723044397463,NO
0.32346723044397463,NO
0.08350951374207188,NO
0.39112050739957716,YES
0.0806906272022551,NO
0.618569415081043,YES
0.23238195912614515,NO
0.4319943622269204,YES
0.07470049330514449,NO
0.10200845665961945,NO
0.23625792811839325,NO
0.06976744186046512,NO
0.28488372093023256,YES
0.1525722339675828,NO
0.21934460887949261,YES
0.2547568710359408,NO
0.11169837914023963,NO
0.3306906272022551,NO
0.43763213530655387,NO
0.3310429880197322,NO
0.2824171952078929,NO
0.27942212825933754,NO
0.19855532064834389,NO
0.23960535588442566,NO
0.6923890063424947,YES
0.2605708245243129,NO
0.49436222692036647,YES
0.33280479210711766,NO
