50Traced_NONETRACED_SUM_SINGLE_LSA_61_MEDIAN,Associated
0.3225,NO
0.5031,NO
0.6849,NO
1.3262,NO
0.7664,NO
0.8393,NO
0.4455,NO
0.3341,NO
0.8240000000000001,NO
2.5034,YES
0.4731,NO
2.5593,YES
0.8267,NO
0.8207,NO
0.9459,NO
0.4108,NO
0.943,NO
0.3048,NO
0.5597,NO
0.7985,NO
0.3201,NO
2.5491,YES
2.5863,YES
2.5833,YES
2.519,YES
0.3914,NO
2.5063,YES
0.8675,NO
1.4318,YES
2.5029,YES
0.9846,NO
0.8169,NO
0.5852,NO
0.9123,NO
2.3328,YES
2.3433,YES
0.8796,NO
0.6973,NO
0.9736,NO
0.5959,NO
0.2158,NO
0.1526,NO
0.2844,NO
1.7111,YES
1.042,NO
1.7127,YES
0.8117,NO
2.5496,YES
0.5712,NO
0.8209,NO
0.7239,NO
0.9575,NO
0.7729,NO
0.9698,NO
0.7983,NO
0.9913,NO
0.3795,NO
0.8442,NO
0.9752,NO
2.0166,NO
1.5628,NO
1.2077,NO
1.0107,NO
0.6212,NO
0.7241,NO
3.5233,YES
0.4876,NO
3.2342,YES
0.4017,NO
0.5971,NO
0.5834,NO
0.8046,NO
1.7243,NO
0.519,NO
1.4998,NO
0.8448,NO
1.2608,NO
3.4594,YES
3.4961,YES
3.5312,YES
3.0132,YES
0.4438,NO
3.4334,YES
1.1266,NO
2.0605,YES
3.0707,YES
0.9622,NO
0.713,NO
0.7292,NO
0.9869,NO
2.8927,YES
2.7643,YES
1.4029,NO
0.512,NO
0.4894,NO
0.4904,NO
1.5302,NO
1.5602,NO
1.5128,NO
2.0142,YES
0.4184,NO
1.9867,YES
0.7192,NO
2.9886,YES
0.4218,NO
0.6748,NO
0.7965,NO
1.0083,NO
0.5566,NO
0.6907,NO
0.5075,NO
0.7068,NO
0.26,NO
0.4483,NO
1.5338,YES
3.7319,YES
4.0982,YES
1.9367,YES
1.1889,NO
0.1341,NO
1.8106,YES
1.0559,NO
1.4519,YES
0.41100000000000003,NO
0.4614,NO
0.5572,NO
0.6036,NO
0.2324,NO
4.9141,YES
0.1159,NO
3.8783,YES
0.5822,NO
3.9616,YES
0.6126,NO
0.8786,NO
1.7631,NO
0.9441,NO
1.7229,YES
1.2855,NO
1.4876,YES
0.6126,NO
0.9781,NO
1.1899,NO
1.8866,NO
1.3305,NO
1.3432,NO
1.1797,NO
0.8306,NO
0.7992,NO
3.3342,YES
0.6881,NO
2.8782,YES
0.2047,NO
0.3617,NO
0.396,NO
0.7545,NO
1.5697,NO
0.6926,NO
1.1963,NO
1.0949,NO
0.9784,NO
3.1734,YES
3.241,YES
3.2641,YES
2.8734,YES
0.6396,NO
3.2849,YES
1.3422,NO
0.3401,NO
0.777,NO
1.2778,YES
3.516,YES
4.0281,YES
1.5815,YES
1.3372,NO
0.3655,NO
1.1727,YES
1.4446,NO
0.6487,YES
0.9286,NO
0.4181,NO
0.5076,NO
0.5696,NO
0.5227,NO
4.4321,YES
0.3921,NO
3.9122,YES
0.6284,NO
3.9739999999999998,YES
1.1776,NO
1.3352,NO
2.068,NO
1.159,NO
0.9123,YES
1.6607,NO
0.8631,YES
0.4589,NO
0.2734,NO
1.5875,NO
1.9589,NO
1.084,NO
1.8667,NO
0.7552,NO
0.3575,NO
1.1535,NO
3.3366,YES
1.0201,NO
2.5988,YES
0.3051,NO
0.3631,NO
0.40700000000000003,NO
0.3738,NO
1.5169,NO
0.2406,NO
1.1252,NO
0.6827,NO
0.7532,NO
2.9413,YES
3.2356,YES
3.5847,YES
2.8229,YES
0.9457,NO
3.3652,YES
1.735,NO
0.5583,NO
1.0863,NO
2.0662,NO
1.6419,NO
1.2083,NO
2.3769,NO
1.3458,NO
0.7871,NO
1.8423,NO
3.5403,YES
1.3245,NO
3.0983,YES
0.2496,NO
0.6805,NO
0.4243,NO
0.9769,NO
1.7623,NO
0.8276,NO
2.0017,NO
1.0368,NO
1.2391,NO
3.4378,YES
3.7798,YES
3.9165,YES
3.1688,YES
1.2409999999999999,NO
3.5975,YES
2.1082,NO
0.4641,NO
0.7615,NO
1.097,NO
1.4218,NO
1.055,NO
1.4802,NO
0.9595,NO
0.6629999999999999,NO
0.809,NO
3.4596,YES
0.608,NO
3.1322,YES
0.3852,NO
0.7247,NO
0.5571,NO
0.8052,NO
1.1103,NO
0.6588,NO
1.0846,NO
0.7942,NO
0.9396,NO
3.4478,YES
3.5094,YES
3.5392,YES
2.8162,YES
0.6023,NO
3.2119,YES
1.3806,NO
0.5457,NO
0.8252,NO
1.0853,NO
1.4349,NO
0.9442,NO
1.2815,NO
1.0434,NO
0.7139,NO
0.8076,NO
3.8555,YES
0.3225,NO
3.3368,YES
0.3505,NO
0.7127,NO
0.4838,NO
0.8563,NO
0.9624,NO
0.632,NO
1.1361,NO
0.7852,NO
0.7138,NO
3.6749,YES
3.9427,YES
3.7893,YES
3.1337,YES
0.1738,NO
3.679,YES
1.1461,NO
0.9992,NO
1.3895,NO
5.9245,YES
1.7458,YES
1.7979,YES
6.5258,YES
2.345,NO
0.8341,NO
6.0947,YES
1.1543,NO
5.7055,YES
0.5384,NO
0.6247,NO
0.9766,NO
0.5509,NO
0.6753,NO
3.1006,YES
0.6914,NO
2.7871,YES
1.2845,NO
2.2164,YES
1.1592,NO
1.5647,NO
3.0693,NO
1.5744,NO
5.7382,YES
1.4968,NO
6.5576,YES
0.6119,NO
0.8511,NO
2.5122,YES
0.3933,NO
0.7685,NO
3.2528,YES
1.4692,NO
0.429,NO
3.512,YES
0.2562,NO
2.8876,YES
0.3125,NO
0.9033,NO
1.5061,NO
0.94,NO
0.4191,NO
0.9851,NO
0.2923,NO
0.8124,NO
0.6952,NO
0.9306,NO
0.5821,NO
0.6252,NO
1.189,NO
0.6505,NO
3.1328,YES
0.3359,NO
3.4395,YES
1.078,NO
1.4846,NO
5.2777,YES
4.6744,YES
5.2176,YES
5.7069,YES
2.4325,NO
0.7496,NO
5.521,YES
3.1095,NO
4.6152,YES
2.002,NO
0.7526,NO
1.2747,NO
0.8227,NO
0.8848,NO
6.5873,YES
0.8138,NO
5.5461,YES
1.1909999999999998,NO
5.2343,YES
2.7548,NO
3.3817,NO
