50Traced_NONETRACED_MAX_MULTI_LSA_85_MAX,Associated
0.3496,NO
0.1819,NO
0.2809,NO
0.5644,NO
0.3069,NO
0.4162,NO
0.3258,NO
0.1819,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.3555,NO
0.3673,NO
0.2223,NO
0.1944,NO
0.36,NO
0.318,NO
0.1542,NO
0.2179,NO
0.2804,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.3251,NO
1.0,YES
1.0,YES
0.3362,NO
0.2796,NO
0.1563,NO
0.2796,NO
1.0,YES
1.0,YES
0.2796,NO
0.2425,NO
0.1364,NO
0.2425,NO
0.3148,NO
0.3148,NO
0.301,NO
1.0,YES
0.2796,NO
1.0,YES
0.2165,NO
1.0,YES
0.2796,NO
0.2425,NO
0.2456,NO
0.2425,NO
0.2425,NO
0.2673,NO
0.2425,NO
0.2113,NO
0.3088,NO
0.1534,NO
0.2866,NO
0.5644,NO
0.2961,NO
0.4016,NO
0.3258,NO
0.0995,NO
0.3753,NO
0.9462,YES
0.2687,NO
1.0,YES
0.2522,NO
0.2796,NO
0.2136,NO
0.1919,NO
0.3753,NO
0.3069,NO
0.2471,NO
0.1755,NO
0.3753,NO
1.0,YES
1.0,YES
0.7613,YES
0.7613,YES
0.303,NO
1.0,YES
0.2866,NO
1.0,YES
1.0,YES
0.3356,NO
0.3559,NO
0.1989,NO
0.3559,NO
1.0,YES
1.0,YES
0.3559,NO
0.316,NO
0.1598,NO
0.316,NO
0.2824,NO
0.278,NO
0.3667,NO
1.0,YES
0.3559,NO
1.0,YES
0.2148,NO
1.0,YES
0.3559,NO
0.316,NO
0.2456,NO
0.316,NO
0.316,NO
0.2673,NO
0.316,NO
0.1676,NO
0.3011,NO
0.2011,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.3189,NO
0.1327,NO
1.0,YES
0.3027,NO
0.4491,YES
0.2147,NO
0.2165,NO
0.3569,NO
0.1934,NO
0.2011,NO
1.0,YES
0.2011,NO
1.0,YES
0.304,NO
1.0,YES
0.2147,NO
0.462,NO
0.4856,NO
0.2229,NO
0.5820000000000001,YES
0.4444,NO
0.4367,YES
0.3496,NO
0.272,NO
0.2279,NO
0.5644,NO
0.2531,NO
0.4528,NO
0.3258,NO
0.1225,NO
0.4753,NO
0.9462,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3375,NO
0.3166,NO
0.272,NO
0.4528,NO
0.272,NO
0.2733,NO
0.2019,NO
0.4528,NO
1.0,YES
1.0,YES
0.9187,YES
0.9187,YES
0.2756,NO
1.0,YES
0.3251,NO
0.3011,NO
0.1168,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.3189,NO
0.1327,NO
1.0,YES
0.433,NO
0.4491,YES
0.4576,NO
0.3108,NO
0.3569,NO
0.3335,NO
0.1567,NO
1.0,YES
0.1669,NO
1.0,YES
0.304,NO
1.0,YES
0.4608,NO
0.462,NO
0.4856,NO
0.2229,NO
0.5820000000000001,YES
0.4608,NO
0.4367,YES
0.3496,NO
0.3096,NO
0.3347,NO
0.4329,NO
0.3069,NO
0.4162,NO
0.3096,NO
0.3096,NO
0.4753,NO
0.8204,YES
0.4964,NO
0.7607,YES
0.3104,NO
0.2794,NO
0.2033,NO
0.3096,NO
0.2405,NO
0.318,NO
0.2405,NO
0.3096,NO
0.2489,NO
1.0,YES
0.9096,YES
0.8236,YES
0.7607,YES
0.3877,NO
1.0,YES
0.3877,NO
0.3496,NO
0.1871,NO
0.3855,NO
0.4117,NO
0.2823,NO
0.3905,NO
0.2376,NO
0.1027,NO
0.4753,NO
0.7547,YES
0.4964,NO
0.7294,YES
0.3104,NO
0.183,NO
0.1069,NO
0.204,NO
0.2626,NO
0.2925,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
0.8367,YES
0.8236,YES
0.4983,YES
0.3905,NO
1.0,YES
0.3745,NO
0.2947,NO
0.307,NO
0.2964,NO
0.5077,NO
0.2688,NO
0.4809,NO
0.307,NO
0.307,NO
0.4809,NO
1.0,YES
0.2955,NO
1.0,YES
0.3547,NO
0.3673,NO
0.3649,NO
0.307,NO
0.4809,NO
0.307,NO
0.2902,NO
0.307,NO
0.4809,NO
1.0,YES
0.8995,YES
1.0,YES
1.0,YES
0.2964,NO
1.0,YES
0.2964,NO
0.3496,NO
0.2562,NO
0.2809,NO
0.5644,NO
0.3069,NO
0.4162,NO
0.3258,NO
0.2173,NO
0.4753,NO
0.9462,YES
0.4964,NO
1.0,YES
0.3435,NO
0.3435,NO
0.2131,NO
0.2562,NO
0.3649,NO
0.318,NO
0.263,NO
0.1702,NO
0.3649,NO
1.0,YES
1.0,YES
0.8236,YES
0.7316,YES
0.314,NO
1.0,YES
0.3251,NO
0.3527,NO
0.2734,NO
1.0,YES
1.0,YES
0.5589,YES
1.0,YES
0.4024,NO
0.2734,NO
1.0,YES
0.3027,NO
1.0,YES
0.1983,NO
0.3146,NO
0.3727,NO
0.3885,NO
0.2771,NO
1.0,YES
0.2538,NO
0.6036,YES
0.308,NO
1.0,YES
0.1984,NO
0.462,NO
0.6069,NO
0.2229,NO
1.0,YES
0.578,NO
1.0,YES
0.3527,NO
0.1547,NO
1.0,YES
0.4032,NO
0.6395,NO
0.8451,YES
0.3898,NO
0.1097,NO
1.0,YES
0.2414,NO
0.7454,YES
0.1713,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.1965,NO
0.4032,NO
0.1398,NO
0.6395,NO
0.1725,NO
0.4032,NO
0.4965,NO
0.3213,NO
0.518,NO
0.1917,NO
1.0,YES
0.5562,NO
1.0,YES
0.2331,NO
0.2331,NO
0.6062,YES
0.7909,YES
1.0,YES
0.6693,YES
0.2651,NO
0.0888,NO
0.6693,YES
0.5755,NO
0.5764,YES
0.6083,NO
0.4308,NO
0.4308,NO
0.4651,NO
0.2331,NO
0.6693,YES
0.2331,NO
1.0,YES
0.2035,NO
1.0,YES
0.6231,NO
0.6083,NO
0.5131,NO
0.5117,NO
0.6149,YES
0.6231,NO
0.6149,YES
0.2798,NO
0.1646,NO
1.0,YES
0.24,NO
0.5554,NO
1.0,YES
0.3016,NO
0.153,NO
1.0,YES
0.2424,NO
1.0,YES
0.1456,NO
0.2244,NO
0.3191,NO
0.1277,NO
0.1775,NO
0.2747,NO
0.1654,NO
0.5554,NO
0.1572,NO
0.3382,NO
0.5177,NO
0.335,NO
0.5289,NO
0.21600000000000003,NO
1.0,YES
0.5177,NO
0.7795,YES
0.3011,NO
0.1148,NO
0.5033,YES
1.0,YES
0.5589,YES
1.0,YES
0.1175,NO
0.1327,NO
1.0,YES
0.3027,NO
0.4491,YES
0.1827,NO
0.3002,NO
0.3522,NO
0.2728,NO
0.1567,NO
1.0,YES
0.154,NO
0.6036,YES
0.304,NO
1.0,YES
0.1827,NO
0.462,NO
0.4856,NO
0.2229,NO
0.5820000000000001,YES
0.4444,NO
0.4367,YES
1.0,YES
1.0,YES
0.3634,NO
0.3389,NO
0.1894,NO
0.3389,NO
1.0,YES
1.0,YES
0.3389,NO
0.2808,NO
0.275,NO
0.2808,NO
0.3101,NO
0.3053,NO
0.4028,NO
1.0,YES
0.3389,NO
1.0,YES
0.2045,NO
1.0,YES
0.3389,NO
0.2808,NO
0.2456,NO
0.2808,NO
0.2808,NO
0.2796,NO
0.2808,NO
0.2796,NO
0.3011,NO
0.1294,NO
0.8987,YES
1.0,YES
0.5589,YES
1.0,YES
0.3294,NO
0.1327,NO
1.0,YES
0.3027,NO
1.0,YES
0.1578,NO
0.42,NO
0.42,NO
0.5037,NO
0.1911,NO
1.0,YES
0.154,NO
0.6036,YES
0.308,NO
1.0,YES
0.4779,NO
0.462,NO
0.4856,NO
0.2229,NO
0.9043,YES
0.4951,NO
0.9043,YES
0.2798,NO
0.2411,NO
1.0,YES
0.6385,YES
0.3568,YES
1.0,YES
0.3016,NO
0.1165,NO
1.0,YES
0.3092,NO
1.0,YES
0.1361,NO
0.2976,NO
0.3191,NO
0.3865,NO
0.2411,NO
0.6385,YES
0.2411,NO
0.516,YES
0.1968,NO
0.6385,YES
0.3769,NO
0.3428,NO
0.5289,NO
0.1423,NO
1.0,YES
0.3769,NO
0.6042,YES
0.2798,NO
0.1099,NO
1.0,YES
0.4498,YES
0.5239,YES
1.0,YES
0.4024,NO
0.1622,NO
1.0,YES
0.2477,NO
1.0,YES
0.1194,NO
0.2942,NO
0.3727,NO
0.1056,NO
0.2771,NO
0.4498,YES
0.1975,NO
0.5522,YES
0.2433,NO
0.4498,YES
0.5289,NO
0.3423,NO
0.6069,NO
0.2153,NO
1.0,YES
0.578,NO
0.6085,YES
0.3527,NO
0.1531,NO
1.0,YES
0.5636,YES
0.4733,YES
1.0,YES
0.4024,NO
0.1094,NO
1.0,YES
0.1789,NO
1.0,YES
0.1713,NO
0.2942,NO
0.3727,NO
0.18,NO
0.2771,NO
0.5636,YES
0.1199,NO
0.5522,YES
0.308,NO
0.5636,YES
0.1984,NO
0.2918,NO
0.6069,NO
0.2153,NO
1.0,YES
0.578,NO
1.0,YES
0.3011,NO
0.1512,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.2651,NO
0.1512,NO
1.0,YES
0.3816,NO
0.4491,YES
0.2022,NO
0.3569,NO
0.3569,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1648,NO
0.6162,YES
0.304,NO
1.0,YES
0.1304,NO
0.462,NO
0.4856,NO
0.2229,NO
0.5820000000000001,YES
0.4444,NO
0.4367,YES
0.1918,NO
0.10300000000000001,NO
0.4187,YES
0.7909,YES
1.0,YES
0.6109,YES
0.3189,NO
0.0935,NO
0.6109,YES
0.3816,NO
0.4131,YES
0.2022,NO
0.2453,NO
0.3569,NO
0.1048,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.1857,NO
1.0,YES
0.3984,NO
0.3623,NO
0.3056,NO
0.1587,NO
0.4751,YES
0.3984,NO
0.4316,YES
0.1882,NO
0.1963,NO
0.3578,NO
0.2108,NO
0.2507,NO
0.3341,NO
0.2934,NO
0.1963,NO
0.6384,NO
0.2363,NO
0.3096,NO
0.2363,NO
0.77,YES
0.7691,YES
1.0,YES
0.1963,NO
0.386,NO
0.1963,NO
0.2564,NO
0.1963,NO
0.2533,NO
0.2363,NO
0.3778,NO
