50Traced_NONETRACED_MAX_MULTI_LSA_36_MEDIAN,Associated
0.3496,NO
0.0731,NO
0.5722,NO
0.3822,NO
0.2813,NO
0.6333,NO
0.3258,NO
0.1745,NO
0.2323,NO
1.0,YES
0.2323,NO
1.0,YES
0.3555,NO
0.2635,NO
0.2223,NO
0.2574,NO
0.2804,NO
0.2574,NO
0.3844,NO
0.2179,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.1701,NO
0.9589,YES
0.2821,YES
0.3362,NO
0.2796,NO
0.1563,NO
0.2387,NO
1.0,YES
0.7333,YES
0.2796,NO
0.1683,NO
0.2796,NO
0.1443,NO
0.3148,NO
0.2333,NO
0.1953,NO
0.6914,YES
0.1542,NO
1.0,YES
0.1687,NO
1.0,YES
0.1542,NO
0.1212,NO
0.2456,NO
0.2425,NO
0.126,NO
0.2113,NO
0.1778,NO
0.2113,NO
0.32,NO
0.1534,NO
0.3097,NO
0.2865,NO
0.2471,NO
0.4162,NO
0.3258,NO
0.1104,NO
0.3138,NO
1.0,YES
0.2487,NO
0.5412,YES
0.2445,NO
0.2168,NO
0.2136,NO
0.294,NO
0.4327,NO
0.318,NO
0.3529,NO
0.1755,NO
0.271,NO
1.0,YES
1.0,YES
0.7613,YES
0.5412,YES
0.314,NO
1.0,YES
0.2458,NO
1.0,YES
0.408,YES
0.3356,NO
0.2576,NO
0.1507,NO
0.2528,NO
1.0,YES
0.7333,YES
0.2528,NO
0.2069,NO
0.2479,NO
0.1216,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.1466,NO
1.0,YES
0.1127,NO
1.0,YES
0.1466,NO
0.2187,NO
0.2456,NO
0.1414,NO
0.1053,NO
0.2479,NO
0.2187,NO
0.2528,NO
0.3011,NO
0.1089,NO
1.0,YES
1.0,YES
0.6940000000000001,YES
0.6382,YES
0.1522,NO
0.0727,NO
1.0,YES
0.3027,NO
1.0,YES
0.254,NO
0.3031,NO
0.3522,NO
0.1934,NO
0.2011,NO
0.7917,YES
0.1081,NO
1.0,YES
0.1417,NO
0.7917,YES
0.3118,NO
0.5347,NO
0.254,NO
0.254,NO
0.5820000000000001,YES
0.2011,NO
0.4367,YES
0.32,NO
0.1493,NO
0.3565,NO
0.3132,NO
0.2507,NO
0.4162,NO
0.3089,NO
0.2102,NO
0.3138,NO
1.0,YES
0.1577,NO
0.6231,YES
0.2438,NO
0.24,NO
0.19699999999999998,NO
0.272,NO
0.4327,NO
0.318,NO
0.3613,NO
0.2866,NO
0.3132,NO
1.0,YES
0.9481,YES
0.9187,YES
0.6231,YES
0.314,NO
1.0,YES
0.2458,NO
0.3011,NO
0.1089,NO
1.0,YES
1.0,YES
1.0,YES
0.6382,YES
0.1673,NO
0.0856,NO
1.0,YES
0.433,NO
1.0,YES
0.2419,NO
0.3031,NO
0.3522,NO
0.2375,NO
0.1567,NO
1.0,YES
0.141,NO
1.0,YES
0.142,NO
1.0,YES
0.4576,NO
0.5347,NO
0.4066,NO
0.2229,NO
0.5820000000000001,YES
0.4576,NO
0.4367,YES
0.3496,NO
0.1493,NO
0.5722,NO
0.42700000000000005,NO
0.2813,NO
0.6333,NO
0.3258,NO
0.2271,NO
0.42700000000000005,NO
1.0,YES
0.42700000000000005,NO
1.0,YES
0.4018,NO
0.3272,NO
0.2685,NO
0.2988,NO
0.4327,NO
0.318,NO
0.3844,NO
0.3096,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.2458,NO
0.2944,NO
0.1374,NO
0.4128,NO
0.3237,NO
0.4156,NO
0.4569,NO
0.3258,NO
0.1016,NO
0.3745,NO
0.9462,YES
0.3237,NO
0.7214,YES
0.1653,NO
0.1669,NO
0.0647,NO
0.204,NO
0.4156,NO
0.2925,NO
0.4156,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
0.7214,YES
0.7214,YES
0.3432,NO
1.0,YES
0.2696,NO
0.3496,NO
0.1493,NO
0.5722,NO
0.3822,NO
0.2813,NO
0.6333,NO
0.3258,NO
0.2252,NO
0.3138,NO
1.0,YES
0.3821,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.2636,NO
0.4327,NO
0.318,NO
0.3844,NO
0.307,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.2458,NO
0.237,NO
0.1106,NO
0.3649,NO
0.3649,NO
0.263,NO
0.3083,NO
0.3087,NO
0.1473,NO
0.3649,NO
0.8966,YES
0.3649,NO
0.4743,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.2173,NO
0.3204,NO
0.2355,NO
0.263,NO
0.1712,NO
0.263,NO
0.9475,YES
0.9475,YES
0.7316,YES
0.4743,YES
0.2371,NO
0.9475,YES
0.182,NO
0.3527,NO
0.1006,NO
1.0,YES
1.0,YES
0.5589,YES
1.0,YES
0.3898,NO
0.1861,NO
1.0,YES
0.3027,NO
1.0,YES
0.1702,NO
0.4413,NO
0.4456,NO
0.2417,NO
0.2734,NO
0.4942,YES
0.2734,NO
0.6036,YES
0.2538,NO
0.4542,YES
0.1594,NO
0.462,NO
0.3187,NO
0.2229,NO
0.7476,YES
0.578,NO
1.0,YES
0.3183,NO
0.1547,NO
0.6449,YES
0.4032,NO
0.6395,NO
0.9027,YES
0.3518,NO
0.12,NO
0.9027,YES
0.2942,NO
0.547,YES
0.1528,NO
0.3984,NO
0.4022,NO
0.2648,NO
0.171,NO
0.6395,NO
0.1398,NO
0.6395,NO
0.1451,NO
0.3894,NO
0.2942,NO
0.3121,NO
0.3943,NO
0.1917,NO
0.62,YES
0.3359,NO
0.6449,YES
0.289,NO
0.1089,NO
0.6693,YES
0.7909,YES
1.0,YES
0.586,YES
0.3014,NO
0.221,NO
0.6693,YES
0.5486,NO
0.6693,YES
0.3044,NO
0.4308,NO
0.3376,NO
0.2673,NO
0.1729,NO
1.0,YES
0.3014,NO
1.0,YES
0.3014,NO
1.0,YES
0.5486,NO
0.5347,NO
0.5117,NO
0.2658,NO
0.3951,YES
0.5486,NO
0.586,YES
0.2798,NO
0.1646,NO
0.7795,YES
0.44,NO
0.5554,NO
0.6327,YES
0.1681,NO
0.153,NO
0.784,YES
0.5177,NO
0.7795,YES
0.5177,NO
0.2244,NO
0.2197,NO
0.1803,NO
0.1775,NO
0.5554,NO
0.1654,NO
0.5554,NO
0.1013,NO
0.3382,NO
0.3773,NO
0.5177,NO
0.5289,NO
0.5177,NO
0.7795,YES
0.4015,NO
