50Traced_NONETRACED_MAX_SINGLE_LSA_3_MAX,Associated
0.0737,NO
0.3133,NO
0.1144,NO
0.3384,NO
0.3369,NO
0.6773,NO
0.4224,NO
0.1135,NO
0.2452,NO
1.0,YES
0.3591,NO
1.0,YES
0.2427,NO
0.2391,NO
0.2223,NO
0.1142,NO
0.5133,NO
0.1109,NO
0.4343,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1818,NO
1.0,YES
0.2574,NO
0.405,YES
1.0,YES
0.3362,NO
0.3639,NO
0.3639,NO
0.3639,NO
1.0,YES
0.405,YES
0.3639,NO
0.2082,NO
0.3639,NO
0.1086,NO
0.397,NO
0.397,NO
0.397,NO
1.0,YES
0.3639,NO
1.0,YES
0.3639,NO
1.0,YES
0.2664,NO
0.2082,NO
0.2082,NO
0.1566,NO
0.2082,NO
0.3639,NO
0.2082,NO
0.2555,NO
0.0886,NO
0.3133,NO
0.1679,NO
0.3384,NO
0.3369,NO
0.3322,NO
0.21600000000000003,NO
0.1058,NO
0.3063,NO
1.0,YES
0.3591,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.21600000000000003,NO
0.4176,NO
0.21600000000000003,NO
0.391,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
0.9091,YES
1.0,YES
0.3063,NO
1.0,YES
0.2574,NO
1.0,YES
1.0,YES
0.3731,NO
0.6805,NO
0.6805,NO
0.6805,NO
1.0,YES
1.0,YES
0.6805,NO
0.0952,NO
0.6805,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.6805,NO
1.0,YES
0.6805,NO
1.0,YES
0.3514,NO
0.1688,NO
0.1606,NO
0.11800000000000001,NO
0.1111,NO
0.6805,NO
0.3143,NO
0.3987,NO
0.1709,NO
0.0921,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.0369,NO
1.0,YES
0.1552,NO
1.0,YES
0.166,NO
0.3291,NO
0.3291,NO
0.3283,NO
0.1146,NO
1.0,YES
0.1052,NO
1.0,YES
0.4988,NO
1.0,YES
0.3405,NO
0.457,NO
0.4726,NO
0.1856,NO
1.0,YES
0.4619,NO
0.5859,YES
0.2169,NO
0.2131,NO
0.2268,NO
0.4137,NO
0.4137,NO
0.4167,NO
0.2599,NO
0.2169,NO
0.4137,NO
1.0,YES
0.4137,NO
1.0,YES
0.2451,NO
0.2451,NO
0.2445,NO
0.0966,NO
0.4176,NO
0.2169,NO
0.4137,NO
0.2508,NO
0.3207,NO
1.0,YES
1.0,YES
0.7522,YES
1.0,YES
0.4137,NO
1.0,YES
0.2424,NO
0.146,NO
0.2183,NO
0.4532,YES
1.0,YES
1.0,YES
0.8266,YES
0.2476,NO
0.1194,NO
0.8266,YES
0.6968,NO
0.8266,YES
0.6968,NO
0.4403,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.4123,NO
1.0,YES
