50Traced_NONETRACED_SUM_RAW_VSM_27_MEDIAN,Associated
0.4573,NO
0.2104,NO
0.5461,NO
0.6594,NO
0.3779,NO
0.9306,NO
0.5219,NO
0.3946,NO
0.6989,NO
1.53,YES
0.7735,NO
1.5113,YES
0.5073,NO
0.4819,NO
0.3494,NO
0.2673,NO
0.2913,NO
0.4618,NO
0.3408,NO
0.3781,NO
0.34,NO
1.6729,YES
1.1496,YES
1.4,YES
0.4756,YES
0.7366,NO
1.4478,YES
0.6922,NO
1.2404,YES
0.40399999999999997,YES
0.3362,NO
0.3422,NO
0.212,NO
0.2727,NO
1.1287,YES
0.4068,YES
0.39799999999999996,NO
0.1056,NO
0.3489,NO
0.1659,NO
0.5142,NO
0.3336,NO
0.2835,NO
1.0834,YES
0.4375,NO
0.5144,YES
0.2157,NO
1.1241,YES
0.4115,NO
0.1219,NO
0.2544,NO
0.1235,NO
0.1217,NO
0.4451,NO
0.2023,NO
0.36200000000000004,NO
0.1803,NO
0.1534,NO
0.6990000000000001,NO
0.441,NO
0.287,NO
0.7685,NO
0.2714,NO
0.0907,NO
0.5104,NO
2.4151,YES
0.6564,NO
2.3323,YES
0.2276,NO
0.5011,NO
0.2686,NO
0.1919,NO
0.313,NO
0.2168,NO
0.4013,NO
0.2294,NO
0.3525,NO
2.688,YES
1.8292,YES
1.6178,YES
1.4038,YES
0.8644,NO
1.8664,YES
0.48,NO
1.5967,YES
1.2315,YES
0.3504,NO
0.2809,NO
0.223,NO
0.4287,NO
1.2481,YES
1.2314,YES
0.413,NO
0.2766,NO
0.4932,NO
0.3869,NO
0.3769,NO
0.3357,NO
0.3077,NO
1.1854,YES
0.3861,NO
1.3319999999999999,YES
0.1833,NO
1.4116,YES
0.3543,NO
0.4383,NO
0.5607,NO
0.1861,NO
0.255,NO
0.4584,NO
0.4522,NO
0.2545,NO
0.3462,NO
0.2711,NO
0.8702,YES
2.9579,YES
1.3942,YES
1.7967,YES
0.2541,NO
0.4085,NO
0.8390000000000001,YES
0.7087,NO
1.7934,YES
0.4518,NO
0.6679,NO
0.708,NO
0.2913,NO
0.2721,NO
2.8895,YES
0.4871,NO
2.3212,YES
0.2771,NO
3.0742,YES
0.3681,NO
1.0386,NO
0.5407,NO
0.2805,NO
1.3019999999999998,YES
0.5693,NO
0.6202,YES
0.4229,NO
0.0925,NO
0.6119,NO
0.3743,NO
0.2632,NO
0.9658,NO
0.4071,NO
0.2934,NO
0.7782,NO
1.4251,YES
0.8241,NO
1.3855,YES
0.2913,NO
0.4595,NO
0.1689,NO
0.2383,NO
0.2349,NO
0.3684,NO
0.3422,NO
0.3628,NO
0.2,NO
1.4856,YES
1.1039,YES
1.1081,YES
0.6472,YES
0.9088,NO
1.1753,YES
0.5947,NO
0.3058,NO
0.2067,NO
0.5951,YES
1.9065,YES
1.4180000000000001,YES
0.778,YES
0.2574,NO
0.2815,NO
0.5738,YES
0.74,NO
0.748,YES
0.7185,NO
0.2421,NO
0.2571,NO
0.2375,NO
0.2832,NO
1.2418,YES
0.4182,NO
1.1401,YES
0.2927,NO
2.0044,YES
0.6273,NO
0.8386,NO
0.6386,NO
0.2385,NO
0.5943,YES
0.6538,NO
0.4617,YES
0.4379,NO
0.3237,NO
0.935,NO
0.9847,NO
0.6193,NO
1.0026,NO
0.3912,NO
0.5377,NO
0.7923,NO
3.4435,YES
1.1662,NO
3.3739,YES
0.3665,NO
0.6271,NO
0.4007,NO
0.1289,NO
0.7408,NO
0.7136,NO
0.8447,NO
0.3333,NO
0.9431,NO
3.3782,YES
2.4397,YES
2.6464,YES
1.5441,YES
1.0031,NO
2.6162,YES
0.6592,NO
0.3298,NO
0.1554,NO
0.6128,NO
0.6932,NO
0.4188,NO
0.6918,NO
0.4096,NO
0.1693,NO
0.6655,NO
1.6664,YES
