50Traced_NONETRACED_SUM_RAW_LSA_56_MAX,Associated
0.5458,NO
0.3477,NO
0.5141,NO
0.6237,NO
0.5916,NO
0.2878,NO
0.3094,NO
0.4111,NO
0.5244,NO
1.9629,YES
0.4131,NO
2.3251,YES
0.3899,NO
0.4431,NO
0.2223,NO
0.4654,NO
0.6486,NO
0.3072,NO
0.7669,NO
0.2662,NO
0.7251,NO
0.7938,YES
2.6138,YES
2.0826,YES
1.8276,YES
0.6117,NO
1.1587,YES
0.3527,NO
0.7131,YES
1.3879,YES
0.588,NO
0.5831,NO
0.3638,NO
0.3323,NO
1.2504,YES
2.0759,YES
0.3139,NO
0.2115,NO
0.1695,NO
0.247,NO
0.2144,NO
0.1526,NO
0.1551,NO
1.4235,YES
0.3058,NO
0.6677,YES
0.4177,NO
1.4656,YES
0.4278,NO
0.2286,NO
0.3132,NO
0.268,NO
0.3099,NO
0.1903,NO
0.2719,NO
0.1008,NO
0.3828,NO
0.1534,NO
0.441,NO
0.6381,NO
0.3788,NO
0.4445,NO
0.2515,NO
0.0771,NO
0.5394,NO
2.4973,YES
0.192,NO
2.3277,YES
0.3589,NO
0.5389,NO
0.2136,NO
0.1919,NO
0.4791,NO
0.1864,NO
0.6015,NO
0.1755,NO
0.4849,NO
0.8335,YES
2.8414,YES
2.8235,YES
2.2266,YES
0.4801,NO
1.6574,YES
0.4325,NO
0.9923,YES
2.0947,YES
0.5285,NO
0.5068,NO
0.3433,NO
0.49700000000000005,NO
0.6354,YES
1.6561,YES
0.3894,NO
0.3712,NO
0.397,NO
0.2828,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.2617,YES
0.3688,NO
0.9229999999999999,YES
0.3587,NO
1.6075,YES
0.3727,NO
0.2097,NO
0.4442,NO
0.5017,NO
0.4802,NO
0.451,NO
0.3707,NO
0.3449,NO
0.2718,NO
0.0949,NO
1.0492,YES
1.9426,YES
2.2774,YES
0.9938,YES
0.3281,NO
0.0906,NO
1.1283,YES
0.5119,NO
0.6015,YES
0.1675,NO
0.4576,NO
0.435,NO
0.1934,NO
0.1594,NO
1.0542,YES
0.1887,NO
2.4329,YES
