50Traced_NONETRACED_SUM_RAW_LSA_78_MEDIAN,Associated
0.5817,NO
0.2053,NO
0.6447,NO
0.2164,NO
0.2168,NO
0.3001,NO
0.1192,NO
0.2404,NO
0.3716,NO
2.4582,YES
0.1416,NO
3.2394,YES
0.6944,NO
0.4648,NO
0.5258,NO
0.349,NO
0.3871,NO
0.3392,NO
0.4696,NO
0.2179,NO
0.2011,NO
1.7085,YES
2.0184,YES
1.6467,YES
2.202,YES
0.1573,NO
2.4419999999999997,YES
0.3907,NO
2.5303,YES
1.4562,YES
0.4046,NO
0.4609,NO
0.2881,NO
0.44799999999999995,NO
1.3659999999999999,YES
1.7502,YES
0.4381,NO
0.4504,NO
0.2005,NO
0.5231,NO
0.3883,NO
0.4422,NO
0.4896,NO
1.3519999999999999,YES
0.3769,NO
1.2466,YES
0.4723,NO
0.655,YES
0.2634,NO
0.2816,NO
0.3284,NO
0.3085,NO
0.4452,NO
0.2457,NO
0.4999,NO
0.4787,NO
0.7769,NO
0.1534,NO
0.92,NO
0.6769,NO
0.8796,NO
0.9553,NO
0.192,NO
0.1901,NO
0.7979999999999999,NO
2.8712,YES
0.2098,NO
3.6018,YES
0.6099,NO
0.4764,NO
0.4651,NO
0.4058,NO
1.0607,NO
0.2184,NO
1.1118,NO
0.1755,NO
0.6521,NO
1.7988,YES
2.7316,YES
1.5808,YES
2.3243,YES
0.3302,NO
2.2496,YES
0.6229,NO
1.4528,YES
1.2141,YES
0.5666,NO
0.6419,NO
0.3895,NO
0.5348,NO
0.6096,YES
1.2536,YES
0.5579999999999999,NO
0.2566,NO
0.3972,NO
0.3359,NO
0.3835,NO
0.3453,NO
0.2903,NO
0.6511,YES
0.4556,NO
1.1584,YES
0.4215,NO
0.3622,YES
0.342,NO
0.2903,NO
0.2126,NO
0.1258,NO
0.3175,NO
0.48200000000000004,NO
0.3048,NO
0.7501,NO
0.4491,NO
0.2728,NO
1.3404,YES
2.2011,YES
2.6832,YES
1.8921,YES
0.3516,NO
0.2275,NO
1.2879,YES
0.5078,NO
0.6779999999999999,YES
0.5687,NO
0.248,NO
0.413,NO
0.1934,NO
0.3649,NO
2.9473,YES
0.2113,NO
2.7434,YES
0.1417,NO
2.655,YES
0.345,NO
0.7481,NO
0.5498,NO
0.4586,NO
0.8357,YES
0.4219,NO
1.5193,YES
0.7289,NO
0.2214,NO
