50Traced_NONETRACED_SUM_SINGLE_LSA_2_MEDIAN,Associated
0.4284,NO
0.1309,NO
1.0047,NO
1.3243,NO
0.7827,NO
1.1888,NO
1.0645,NO
0.441,NO
0.609,NO
2.7372,YES
1.1654,NO
3.219,YES
0.2427,NO
0.3154,NO
0.3525,NO
0.2765,NO
1.8603,NO
0.2201,NO
1.0335,NO
0.8282,NO
0.6856,NO
3.1341,YES
2.8509,YES
3.3537,YES
2.2502,YES
0.9503,NO
3.0432,YES
1.1395,NO
1.8673,YES
1.133,YES
1.2381,NO
0.6848,NO
0.6971,NO
1.1592,NO
1.9692,YES
0.8244,YES
1.003,NO
0.5388,NO
1.1854,NO
0.6689,NO
0.1797,NO
0.4669,NO
0.2113,NO
1.9269,YES
0.9981,NO
0.9951,YES
1.1362,NO
1.9646,YES
0.9019,NO
0.7874,NO
0.6244,NO
1.0001,NO
0.7798,NO
1.1381,NO
0.9915,NO
1.2051,NO
0.1732,NO
0.1534,NO
0.8936,NO
0.8877,NO
0.5013,NO
1.1882,NO
0.6824,NO
0.1993,NO
0.6613,NO
2.8441,YES
1.2346,NO
3.2302,YES
0.205,NO
0.3753,NO
0.2571,NO
0.1919,NO
1.484,NO
0.1268,NO
0.7727,NO
0.4418,NO
0.3724,NO
3.0805,YES
2.9942,YES
3.4031,YES
2.1066,YES
0.6295,NO
3.1525,YES
0.9788,NO
3.0737,YES
1.251,YES
1.4001,NO
0.2745,NO
0.4655,NO
1.2101,NO
3.4416,YES
2.1319,YES
1.0463,NO
0.5403,NO
1.2813,NO
0.5436,NO
1.2253,NO
1.1079,NO
1.0307,NO
3.1506,YES
0.574,NO
2.2691,YES
0.7208,NO
3.1703,YES
0.2321,NO
0.6283,NO
0.7501,NO
0.7457,NO
0.7348,NO
1.1389,NO
0.8269,NO
0.9912,NO
0.3321,NO
0.5483,NO
3.2006,YES
4.3935,YES
4.5014,YES
3.0547,YES
0.9908,NO
0.14800000000000002,NO
2.3144,YES
0.379,NO
2.7493,YES
0.47200000000000003,NO
0.6867,NO
1.3303,NO
1.1162,NO
0.4227,NO
4.8942,YES
0.0556,NO
5.1854,YES
1.1732,NO
4.6729,YES
1.1361,NO
0.8483,NO
1.3203,NO
1.1337,NO
2.9518,YES
1.4726,NO
2.9509,YES
0.5668,NO
0.3801,NO
1.3585,NO
1.4646,NO
1.0499,NO
1.4747,NO
1.305,NO
0.4317,NO
0.8784,NO
3.2711,YES
1.6221,NO
3.6593,YES
0.3164,NO
0.7083,NO
0.6084,NO
0.5048,NO
2.2215,NO
0.2773,NO
1.2849,NO
1.1667,NO
0.8397,NO
3.5723,YES
3.342,YES
3.6625,YES
2.5493,YES
0.8859999999999999,NO
3.6447,YES
0.8966,NO
0.4742,NO
0.4684,NO
1.8782,YES
4.9575,YES
4.6746,YES
1.8157,YES
1.3393,NO
0.3147,NO
1.112,YES
2.0921,NO
1.7427,YES
2.3617,NO
0.4477,NO
1.3004,NO
0.9704,NO
0.4068,NO
5.6505,YES
0.1797,NO
4.9658,YES
1.3623,NO
4.5323,YES
2.6964,NO
2.3252,NO
2.7781,NO
1.9088,NO
1.8744,YES
2.6793,NO
1.4114,YES
0.4022,NO
0.5563,NO
2.1769,NO
1.3879,NO
1.1724,NO
2.3083,NO
1.2817,NO
0.3115,NO
1.3159999999999998,NO
2.6463,YES
2.1687,NO
3.1027,YES
1.0070000000000001,NO
