50Traced_NONETRACED_MAX_MULTI_LSA_75_MEDIAN,Associated
0.3496,NO
0.2852,NO
0.5722,NO
0.2323,NO
0.2323,NO
0.6333,NO
0.2831,NO
0.1133,NO
0.4753,NO
1.0,YES
0.4964,NO
0.5949,YES
0.3104,NO
0.3824,NO
0.2223,NO
0.2358,NO
0.2323,NO
0.2852,NO
0.1402,NO
0.2852,NO
0.1147,NO
1.0,YES
1.0,YES
0.8236,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
1.0,YES
0.6914,YES
0.3362,NO
0.2165,NO
0.1652,NO
0.2387,NO
1.0,YES
1.0,YES
0.1922,NO
0.1092,NO
0.2069,NO
0.1058,NO
0.301,NO
0.3148,NO
0.1953,NO
1.0,YES
0.2165,NO
0.904,YES
0.2165,NO
1.0,YES
0.1398,NO
0.1223,NO
0.2456,NO
0.1235,NO
0.0824,NO
0.1903,NO
0.1151,NO
0.1506,NO
0.3496,NO
0.294,NO
0.5722,NO
0.3753,NO
0.3753,NO
0.6333,NO
0.3258,NO
0.1133,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3824,NO
0.2136,NO
0.2431,NO
0.3753,NO
0.294,NO
0.3529,NO
0.294,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3753,NO
1.0,YES
0.5161,YES
0.3356,NO
0.3559,NO
0.3559,NO
0.3559,NO
1.0,YES
1.0,YES
0.3559,NO
0.316,NO
0.3559,NO
0.188,NO
0.3157,NO
0.3845,NO
0.2386,NO
1.0,YES
0.3559,NO
0.8716,YES
0.2148,NO
1.0,YES
0.1617,NO
0.316,NO
0.316,NO
0.1728,NO
0.316,NO
0.3559,NO
0.1351,NO
0.3559,NO
0.2556,NO
0.2011,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.1652,NO
1.0,YES
0.3027,NO
1.0,YES
0.1787,NO
0.3877,NO
0.3877,NO
0.2412,NO
0.1663,NO
1.0,YES
0.2011,NO
0.7917,YES
0.2011,NO
0.6477,YES
0.3369,NO
0.462,NO
0.4856,NO
0.1202,NO
1.0,YES
0.254,NO
1.0,YES
0.32,NO
0.1493,NO
0.3565,NO
0.3613,NO
0.3613,NO
0.4162,NO
0.3331,NO
0.2866,NO
0.2962,NO
1.0,YES
0.3093,NO
1.0,YES
0.3166,NO
0.35200000000000004,NO
