50Traced_NONETRACED_SUM_RAW_VSM_79_SUM,Associated
0.05632959090996928,NO
0.06902548841523508,NO
0.06156640708033005,NO
0.08699685018067982,NO
0.07961506502541112,NO
0.042203714081431525,NO
0.07457148930414113,NO
0.06574040078069142,NO
0.06145046281087557,NO
0.3836402635799726,YES
0.02061875591798875,NO
0.18149142978608285,YES
0.08931573556976946,NO
0.10280391891630755,NO
0.04676418867997449,NO
0.030416046686892496,NO
0.11283309822412026,NO
0.03213588668380065,NO
0.06338286730178361,NO
0.06083209337378501,NO
0.06440704168196487,NO
0.13557749908210787,YES
0.35017101779744536,YES
0.2766043788285764,YES
0.2560242710004058,YES
0.08890993062667878,NO
0.3244507140234594,YES
0.026995690737985273,NO
0.2526812112311349,YES
0.30989970820692186,YES
0.13924906761483313,NO
0.06371137606523797,NO
0.05203965294015343,NO
0.08923843939013314,NO
0.48140060677501006,YES
0.4672554059015633,YES
0.07890007536377514,NO
0.07667781019923091,NO
0.03103441612398307,NO
0.04046455003961429,NO
0.04032928172525072,NO
0.046957429129065295,NO
0.037449999033797754,NO
0.12295889775647838,YES
0.04359504531488531,NO
0.2885079904925699,YES
0.029314576127074922,NO
0.1753270594600862,YES
0.032367775222709616,NO
0.04208776981197704,NO
0.060348992251057984,NO
0.056503507314151005,NO
0.041005623297068534,NO
0.07704496705250344,NO
0.07924790817213859,NO
0.08815629287522464,NO
0.06591431718487313,NO
0.0873253589441342,NO
0.10378944520667066,NO
0.1281763898819301,NO
0.08869736613267888,NO
0.08626253647413476,NO
0.10635954317957834,NO
0.08792440433631567,NO
0.08719009062977062,NO
0.5536145626002434,YES
0.04869659317088253,NO
0.1650853156582736,YES
0.06251328528087499,NO
0.10220487352412606,NO
0.035498270497980634,NO
0.05638756304469651,NO
0.09631103982685656,NO
0.057875514502695694,NO
0.07488067402268643,NO
0.05687066416742352,NO
0.05700593248178709,NO
0.35989101238671284,YES
0.5507546039536996,YES
0.42449129451776846,YES
0.194767048638621,YES
0.08073585963013778,NO
0.39167906626215,YES
0.05920887360142224,NO
0.30748420259328685,YES
0.2610485226767667,YES
0.09146070455467739,NO
0.052793290691607556,NO
0.05051305339233608,NO
0.12949042493574753,NO
0.3573788865485324,YES
0.4392355407833967,YES
0.09099692747685945,NO
0.10462037913776111,NO
0.04591393070397495,NO
0.062996386403602,NO
0.09980869195540011,NO
0.0640785329185105,NO
0.0857214632166805,NO
0.1310170244835649,YES
0.04831011227270092,NO
0.23673887418114364,YES
0.018840943786353363,NO
0.15936539836518582,YES
0.043710989584339804,NO
0.07343137065450539,NO
0.0846586407466811,NO
0.06050358461033063,NO
0.03439679993816306,NO
0.09178921331813174,NO
0.09702602948849252,NO
0.07136369784923381,NO
0.07113180931032484,NO
0.03571083499198052,NO
0.2408935438365959,YES
0.5199907244584436,YES
0.543643355427158,YES
0.24835262517150092,YES
0.0764845697501401,NO
0.05963400258942202,NO
0.2094533227695221,YES
0.09457187578503932,NO
0.12297822180138744,YES
0.0707839765019614,NO
0.08456202052213568,NO
0.11710371214902705,NO
0.03182670196525537,NO
0.05404935361069779,NO
0.44085876055575957,YES
0.035865427351253164,NO
0.4941158283251851,YES
0.053527604398152615,NO
0.2710970260294885,YES
0.04562407003033875,NO
0.1375871997526522,NO
0.10502618408085179,NO
0.05799145877215019,NO
0.19981062435989105,YES
0.11517130765811902,NO
0.17698892732226712,YES
0.05406867765560687,NO
0.03704419409070707,NO
0.21710564455351794,NO
0.19488299290807554,NO
0.21217801310170242,NO
0.19890239424916423,NO
0.10804073508666835,NO
0.052426133838335026,NO
0.1458772150186477,NO
0.8505478366731725,YES
0.07808846547759377,NO
0.335407447486908,YES
0.12232120427447872,NO
0.15892094533227696,NO
0.04720864171288333,NO
0.03339194960289087,NO
0.2246033739782411,NO
0.04508299677288451,NO
0.1629210226284566,NO
0.06846509111287175,NO
0.08856209781831532,NO
0.4389843281995788,YES
0.8538329243077162,YES
0.5630640205607839,YES
0.3523932829619896,YES
0.2077914549073412,NO
0.6929795744845311,YES
0.0862238883843166,NO
0.07072600436723414,NO
0.026242052986531143,NO
0.2909621441960231,YES
0.29818933699201916,YES
0.39745695568996503,YES
0.31316547179655646,YES
0.03277358016580031,NO
0.03087982376471042,NO
0.29716516261183795,YES
0.12064001236738874,NO
0.09403080252758507,YES
0.08118031266304662,NO
0.07936385244159308,NO
0.10462037913776111,NO
0.036831629596707174,NO
0.04328586059634003,NO
0.5157974067131732,YES
0.037875128021797516,NO
0.5269087325358943,YES
0.06036831629596706,NO
0.3286053836789117,YES
