50Traced_NONETRACED_SUM_MULTI_VSM_45_MEDIAN,Associated
0.8929,NO
0.3417,NO
0.3701,NO
1.01,NO
0.9834,NO
0.807,NO
0.5294,NO
0.5912,NO
0.5168,NO
1.6174,YES
0.4814,NO
0.8157,YES
0.3322,NO
0.2231,NO
0.2223,NO
0.7924,NO
0.9643,NO
0.588,NO
0.9862,NO
0.5759,NO
1.0207,NO
1.6683,YES
1.5639,YES
1.7857,YES
1.2483,YES
0.919,NO
0.9182,YES
0.5904,NO
2.5237,YES
1.7599,YES
1.5659,NO
0.2737,NO
0.7089,NO
1.3387,NO
1.3723,YES
2.0342,YES
1.2778,NO
0.5186,NO
0.9445,NO
0.4394,NO
1.2108,NO
1.0889,NO
0.728,NO
2.4748,YES
1.0348,NO
1.675,YES
0.8355,NO
1.9537,YES
0.7654,NO
0.3197,NO
0.518,NO
0.9222,NO
0.5889,NO
1.8378,NO
1.1149,NO
1.2799,NO
0.7847,NO
0.1534,NO
0.6935,NO
0.5233,NO
1.1520000000000001,NO
1.2417,NO
0.6969,NO
0.364,NO
0.9394,NO
3.0277,YES
0.9304,NO
1.4518,YES
1.0558,NO
0.6248,NO
0.3144,NO
0.7632,NO
1.2684,NO
0.6143,NO
1.0973,NO
0.4893,NO
0.9852,NO
3.2933,YES
2.9685,YES
3.4717,YES
2.7666,YES
1.4463,NO
1.7052,YES
1.1338,NO
2.9526,YES
2.2714,YES
1.6433,NO
0.7592,NO
1.0421,NO
1.5498,NO
1.2287,YES
2.1059,YES
1.4632,NO
0.8665,NO
1.1657,NO
0.6355,NO
1.574,NO
1.3021,NO
0.8776,NO
2.8639,YES
1.3991,NO
2.2391,YES
1.3315,NO
2.5489,YES
1.1931,NO
0.7995,NO
1.1377,NO
1.4236,NO
0.8238,NO
2.175,NO
1.3401,NO
1.3908,NO
1.0102,NO
0.3342,NO
1.4669999999999999,YES
2.8814,YES
3.1074,YES
1.749,YES
0.5081,NO
0.5171,NO
2.2246,YES
0.7588,NO
1.0435,YES
0.4275,NO
1.1368,NO
1.2691,NO
0.8669,NO
0.5471,NO
2.6648,YES
0.5781,NO
3.6493,YES
0.556,NO
3.5725,YES
0.5126,NO
1.0265,NO
0.9037,NO
0.5706,NO
2.0998,YES
1.2397,NO
1.7944,YES
1.1463,NO
0.2126,NO
0.9738,NO
1.2921,NO
1.9179,NO
1.8088,NO
0.9688,NO
0.7335,NO
1.0402,NO
3.4767,YES
1.3846,NO
1.6707,YES
1.2977,NO
0.6809999999999999,NO
0.276,NO
1.0207,NO
1.7797,NO
0.8363,NO
2.0852,NO
0.5684,NO
1.9159,NO
3.6659,YES
3.6568,YES
4.1693,YES
3.0192,YES
1.9734,NO
2.455,YES
1.5106,NO
1.2407,NO
0.3257,NO
1.3897,YES
3.5137,YES
3.8502,YES
1.3526,YES
0.914,NO
0.5521,NO
1.7759,YES
1.7136,NO
0.9416,YES
0.7903,NO
0.8257,NO
1.0674,NO
0.3639,NO
0.7286,NO
3.2348,YES
0.6745,NO
4.2371,YES
0.6061,NO
4.15,YES
1.4881,NO
2.0282,NO
1.5147,NO
1.3181,NO
1.8729,YES
1.6027,NO
1.462,YES
1.1262,NO
0.4245,NO
0.4999,NO
0.6759,NO
0.9315,NO
0.7704,NO
0.6331,NO
0.6487,NO
0.3832,NO
2.022,YES
0.5195,NO
1.0422,YES
0.441,NO
0.3053,NO
0.2033,NO
1.021,NO
0.9316,NO
0.6907,NO
0.7601,NO
0.6809999999999999,NO
0.9524,NO
2.0643,YES
1.849,YES
2.25,YES
1.5298,YES
1.0577,NO
1.296,YES
0.4958,NO
1.1512,NO
0.2632,NO
1.6522,NO
0.8833,NO
1.9359,NO
2.4126,NO
0.9507,NO
0.7334,NO
1.8993,NO
3.1697,YES
1.8448,NO
1.6497,YES
1.3678,NO
0.8266,NO
0.3087,NO
1.1479,NO
1.7413,NO
0.9279,NO
2.1628,NO
0.547,NO
2.1311,NO
3.4209,YES
3.2148,YES
4.0726,YES
2.8502,YES
2.8114,NO
2.7841,YES
2.0678,NO
0.9279999999999999,NO
0.2636,NO
0.9461,NO
0.9766,NO
1.8639,NO
1.7446,NO
0.7186,NO
0.6177,NO
1.3183,NO
3.0106,YES
1.2155,NO
1.5486,YES
1.3436,NO
0.9857,NO
0.5218,NO
1.0006,NO
1.8142,NO
0.9228,NO
1.8979,NO
0.6757,NO
2.0041,NO
3.2030000000000003,YES
3.1106,YES
3.5882,YES
2.6542,YES
1.9044,NO
2.2181,YES
1.6965,NO
1.472,NO
0.5534,NO
1.0179,NO
0.5801,NO
1.5518,NO
1.2544,NO
1.022,NO
0.9197,NO
1.2172,NO
2.9362,YES
1.0262,NO
1.4071,YES
1.5241,NO
1.2811,NO
0.6847,NO
1.4391,NO
1.7927,NO
1.0509,NO
1.4608,NO
0.8618,NO
1.5191,NO
3.1087,YES
2.9104,YES
3.2136,YES
2.8378,YES
1.7236,NO
2.1225,YES
1.4899,NO
1.4134,NO
0.8989,NO
5.4844,YES
1.8106,YES
2.6071,YES
6.3302,YES
1.2061,NO
1.0064,NO
5.7923,YES
1.5221,NO
4.6039,YES
1.0868,NO
2.6794,NO
1.5198,NO
0.8702,NO
1.4193,NO
2.3993,YES
1.2371,NO
4.5043,YES
