50Traced_NONETRACED_MAX_MULTI_VSM_47_MAX,Associated
0.32,NO
0.2852,NO
0.2809,NO
0.2164,NO
0.3069,NO
0.6333,NO
0.2852,NO
0.1745,NO
0.1769,NO
1.0,YES
0.1516,NO
0.5949,YES
0.3104,NO
0.3511,NO
0.2223,NO
0.2852,NO
0.3104,NO
0.2852,NO
0.1496,NO
0.2852,NO
0.4378,NO
0.6851,YES
0.9096,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
1.0,YES
1.0,YES
0.3362,NO
0.2576,NO
0.2165,NO
0.2444,NO
1.0,YES
1.0,YES
0.2113,NO
0.1789,NO
0.2113,NO
0.1789,NO
0.301,NO
0.3413,NO
0.301,NO
1.0,YES
0.2165,NO
1.0,YES
0.1359,NO
1.0,YES
0.2165,NO
0.1769,NO
0.2456,NO
0.1375,NO
0.1789,NO
0.2673,NO
0.2142,NO
0.3034,NO
0.3088,NO
0.1534,NO
0.3753,NO
0.3765,NO
0.31,NO
0.4016,NO
0.3258,NO
0.1066,NO
0.2381,NO
1.0,YES
0.2381,NO
1.0,YES
0.205,NO
0.35200000000000004,NO
0.2136,NO
0.1919,NO
0.271,NO
0.1431,NO
0.3765,NO
0.1755,NO
0.4224,NO
0.83,YES
1.0,YES
0.965,YES
1.0,YES
0.2575,NO
0.7613,YES
0.3753,NO
1.0,YES
1.0,YES
0.3559,NO
0.2576,NO
0.1989,NO
0.2528,NO
1.0,YES
1.0,YES
0.2528,NO
0.316,NO
0.2479,NO
0.2187,NO
0.3667,NO
0.3413,NO
0.3667,NO
1.0,YES
0.2044,NO
1.0,YES
0.3559,NO
1.0,YES
0.1617,NO
0.1815,NO
0.2456,NO
0.1854,NO
0.2251,NO
0.2673,NO
0.316,NO
0.3559,NO
0.3229,NO
0.1652,NO
0.6191,YES
0.7797,YES
1.0,YES
0.3951,YES
0.3189,NO
0.1691,NO
0.3236,YES
0.2629,NO
0.3433,YES
0.1443,NO
0.3877,NO
0.42,NO
0.3877,NO
0.2493,NO
1.0,YES
0.2254,NO
0.7959999999999999,YES
0.2493,NO
1.0,YES
0.2431,NO
0.4291,NO
0.4471,NO
0.254,NO
0.3603,YES
0.254,NO
0.6191,YES
0.32,NO
0.2866,NO
0.2809,NO
0.3613,NO
0.3132,NO
0.6333,NO
0.3089,NO
0.2866,NO
0.2137,NO
1.0,YES
0.2101,NO
0.9481,YES
0.3166,NO
0.3511,NO
0.3166,NO
0.2866,NO
0.3132,NO
0.2866,NO
0.3613,NO
0.2866,NO
0.4378,NO
0.7869,YES
0.9481,YES
1.0,YES
1.0,YES
0.4758,NO
0.9187,YES
0.3251,NO
0.3229,NO
0.1676,NO
0.5253,YES
1.0,YES
1.0,YES
0.3353,YES
0.3189,NO
0.1168,NO
0.2746,YES
0.4576,NO
0.2359,YES
0.4576,NO
0.3108,NO
0.42,NO
0.3108,NO
0.1676,NO
1.0,YES
0.1676,NO
1.0,YES
0.1676,NO
1.0,YES
0.3798,NO
0.5347,NO
0.2959,NO
0.4576,NO
