50Traced_NONETRACED_SUM_SINGLE_VSM_80_MEDIAN,Associated
0.7081,NO
0.9839,NO
1.0021,NO
0.9735,NO
1.037,NO
0.8327,NO
1.0227,NO
0.6016,NO
0.8721,NO
2.3026,YES
1.5596,NO
3.1762,YES
0.3336,NO
0.3683,NO
0.2223,NO
0.6822,NO
1.5235,NO
0.8723,NO
0.3581,NO
0.8375,NO
0.6864,NO
3.0292,YES
3.3735,YES
2.7155,YES
3.3184,YES
1.1520000000000001,NO
2.1285,YES
1.1353,NO
3.0677,YES
2.3472,YES
0.7661,NO
0.4881,NO
0.5404,NO
0.9651,NO
2.6889999999999996,YES
3.0073,YES
1.0490000000000002,NO
0.3854,NO
1.1959,NO
0.3763,NO
0.8241,NO
0.9790000000000001,NO
0.7287,NO
3.1161,YES
0.8553,NO
3.0506,YES
0.5085,NO
3.2036,YES
0.6839,NO
0.6044,NO
0.6693,NO
0.5252,NO
0.8577,NO
1.2291,NO
0.5438,NO
1.0281,NO
0.6238,NO
0.7876,NO
1.2544,NO
1.1657,NO
1.3854,NO
1.0993,NO
0.8076,NO
0.3849,NO
1.1548,NO
3.0032,YES
1.8487,NO
3.4824,YES
0.7229,NO
0.7559999999999999,NO
0.5529,NO
0.5354,NO
2.0794,NO
0.654,NO
0.4949,NO
0.7305,NO
0.878,NO
3.7802,YES
4.0737,YES
3.2604,YES
3.7375,YES
1.5681,NO
2.4467,YES
1.5253,NO
2.7556,YES
2.4395,YES
1.4795,NO
0.6056,NO
0.7514,NO
1.9801,NO
2.5489,YES
2.6592,YES
2.1431,NO
0.1846,NO
2.049,NO
0.0887,NO
0.6489,NO
0.7514,NO
0.3972,NO
2.7873,YES
1.3116,NO
2.7189,YES
0.8608,NO
2.7872,YES
0.9269,NO
0.6872,NO
0.4449,NO
0.1984,NO
0.8763,NO
1.9969,NO
0.7731,NO
2.2214,NO
0.7075,NO
0.7855,NO
2.1467,YES
3.5228,YES
4.832,YES
1.9387,YES
0.9012,NO
0.349,NO
1.8053,YES
0.198,NO
1.9402,YES
0.2977,NO
1.2381,NO
1.043,NO
1.6228,NO
0.4733,NO
5.1537,YES
0.3974,NO
4.25,YES
1.0771,NO
3.7978,YES
0.9244,NO
0.9491,NO
1.2392,NO
1.0688,NO
2.2283,YES
0.7299,NO
2.3859,YES
0.8144,NO
0.8211,NO
1.3897,NO
1.2967,NO
1.656,NO
1.0138,NO
0.9598,NO
0.616,NO
1.0208,NO
2.7091,YES
1.8869999999999998,NO
3.2487,YES
0.6656,NO
0.6377,NO
0.5155,NO
0.7492,NO
1.9618,NO
0.8335,NO
0.6629,NO
1.0622,NO
0.9937,NO
3.4308,YES
3.8858,YES
3.2289,YES
3.3815,YES
1.6444,NO
2.2377,YES
1.4786,NO
0.419,NO
0.5785,NO
1.7593,YES
3.6164,YES
5.2961,YES
1.219,YES
0.5549,NO
0.0604,NO
1.1322,YES
1.2982,NO
1.4168,YES
1.3841,NO
1.1061,NO
1.028,NO
1.7138,NO
0.2823,NO
5.4232,YES
0.141,NO
4.1993,YES
0.9124,NO
3.9305,YES
1.9395,NO
2.2771,NO
2.1766,NO
1.8754,NO
1.7159,YES
1.1441,NO
1.7571,YES
0.8083,NO
0.9533,NO
1.5574,NO
0.7622,NO
0.9081,NO
1.6529,NO
0.9865,NO
0.2927,NO
1.8968,NO
2.8667,YES
2.2174,NO
3.1132,YES
1.0390000000000001,NO
0.7682,NO
0.5903,NO
0.5585,NO
1.9553,NO
0.6488,NO
0.4706,NO
0.6113,NO
0.8195,NO
3.3477,YES
3.694,YES
2.9127,YES
3.5856,YES
2.0789,NO
2.1727,YES
2.0373,NO
0.6956,NO
0.9457,NO
2.6358,NO
1.2089,NO
1.1865,NO
2.526,NO
1.1252,NO
0.3836,NO
2.5192,NO
2.5075,YES
3.5567,NO
3.0,YES
0.9075,NO
0.6008,NO
0.2339,NO
0.4567,NO
1.9296,NO
0.6442,NO
0.6312,NO
0.6938,NO
1.0269,NO
3.5927,YES
3.5154,YES
3.4841,YES
3.7414,YES
3.1158,NO
2.7544,YES
3.1126,NO
0.7488,NO
0.75,NO
1.0709,NO
1.003,NO
1.1914,NO
1.0148,NO
0.8309,NO
0.4324,NO
0.9169,NO
2.8623,YES
1.5491,NO
3.1246,YES
0.8867,NO
0.7268,NO
0.7396,NO
0.6367,NO
1.8655,NO
0.7715,NO
0.5043,NO
0.9603,NO
0.7283,NO
3.3913,YES
3.6309,YES
2.9829,YES
3.3807,YES
1.4003,NO
2.1877,YES
1.3331,NO
0.5274,NO
0.7763,NO
0.7825,NO
1.3519,NO
1.4802,NO
0.8136,NO
0.733,NO
0.2483,NO
0.4677,NO
2.5732,YES
1.2421,NO
2.7824,YES
0.4812,NO
0.4576,NO
0.5720000000000001,NO
0.4022,NO
