50Traced_NONETRACED_SUM_SINGLE_LSA_22_MEDIAN,Associated
0.9813,NO
0.4007,NO
1.2489,NO
1.6069,NO
0.9589,NO
0.9188,NO
1.0458,NO
0.685,NO
0.4635,NO
4.0439,YES
0.3919,NO
3.1151,YES
0.2427,NO
0.5369,NO
0.4718,NO
0.8491,NO
1.3961,NO
1.0643,NO
0.3156,NO
0.6547,NO
0.4532,NO
3.386,YES
3.2931,YES
3.2895,YES
3.0669999999999997,YES
0.3429,NO
2.9607,YES
1.0070000000000001,NO
2.7861,YES
1.3921,YES
1.3223,NO
0.9444,NO
0.7902,NO
1.0067,NO
2.5498,YES
2.5179,YES
0.9199,NO
0.5618,NO
1.0279,NO
0.5876,NO
1.0872,NO
1.2754,NO
1.3085,NO
2.24,YES
1.1599,NO
2.5525,YES
1.2128,NO
2.4789,YES
0.6989,NO
0.4661,NO
0.6881,NO
0.5935,NO
0.6392,NO
0.9381,NO
0.2344,NO
1.1498,NO
0.7406,NO
0.4879,NO
1.2322,NO
1.557,NO
1.0228,NO
0.852,NO
0.9884,NO
0.433,NO
0.4143,NO
3.8602,YES
0.4251,NO
2.8556,YES
0.4244,NO
0.6509,NO
0.6054,NO
0.7105,NO
1.6356,NO
0.7392,NO
0.5319,NO
0.4574,NO
0.4848,NO
3.3681,YES
3.188,YES
3.2563,YES
2.9174,YES
0.2742,NO
2.8951,YES
1.0515,NO
3.1129,YES
1.6191,YES
1.3106,NO
1.6085,NO
1.288,NO
0.9706,NO
2.4458,YES
2.5669,YES
0.556,NO
1.4196,NO
0.5561,NO
1.3849,NO
1.5230000000000001,NO
1.8587,NO
2.0005,NO
2.342,YES
1.4443,NO
2.6632,YES
1.2409,NO
2.6839999999999997,YES
0.8569,NO
1.0314,NO
1.2465,NO
1.1697,NO
1.0612,NO
0.4605,NO
0.8217,NO
0.8002,NO
0.2881,NO
0.4994,NO
2.7627,YES
4.1906,YES
4.4301,YES
2.1958,YES
0.9284,NO
0.3193,NO
2.1653,YES
0.4293,NO
2.4043,YES
0.3049,NO
0.8488,NO
1.25,NO
1.3711,NO
0.2703,NO
5.2031,YES
0.2348,NO
4.6709,YES
0.8513,NO
4.1306,YES
0.9071,NO
0.9477,NO
1.0339,NO
0.9129999999999999,NO
2.3298,YES
0.9944,NO
2.1259,YES
0.948,NO
0.4613,NO
1.7,NO
1.8318,NO
1.3396,NO
1.2063,NO
1.1641,NO
0.7649,NO
1.2118,NO
3.7066,YES
0.9764,NO
2.6641,YES
0.4677,NO
0.7120000000000001,NO
0.8686,NO
0.8004,NO
1.6937,NO
1.0732,NO
0.6801,NO
0.9974,NO
0.9042,NO
3.2307,YES
3.3476,YES
3.0194,YES
3.0115,YES
1.0595,NO
2.8857,YES
1.4556,NO
0.5446,NO
0.5695,NO
2.1009,YES
3.7965,YES
3.9316,YES
1.7282,YES
1.0142,NO
0.5029,NO
1.8840000000000001,YES
1.3330000000000002,NO
1.6654,YES
0.8448,NO
0.6932,NO
1.1311,NO
1.4061,NO
0.5918,NO
4.6871,YES
0.5338,NO
3.8088,YES
0.8922,NO
3.452,YES
1.5719999999999998,NO
1.7181,NO
1.5775,NO
1.1496,NO
1.643,YES
1.3867,NO
1.9729,YES
0.9917,NO
0.5879,NO
2.0549,NO
1.8592,NO
1.2447,NO
1.3933,NO
1.1861,NO
0.7498,NO
1.4365,NO
3.6795,YES
1.2287,NO
2.7359,YES
1.1598,NO
1.3876,NO
1.4161,NO
0.8290000000000001,NO
1.9285,NO
1.0228,NO
0.9384,NO
1.0076,NO
0.9696,NO
3.2245,YES
3.2737,YES
3.2956,YES
3.1134,YES
1.2167,NO
2.9389999999999996,YES
1.6480000000000001,NO
0.7627,NO
0.5126,NO
2.1708,NO
1.5453,NO
1.1748,NO
1.6531,NO
1.2127,NO
0.4127,NO
1.3459999999999999,NO
3.3726,YES
1.5021,NO
2.4385,YES
0.5823,NO
0.6469,NO
0.5354,NO
0.64,NO
1.9919,NO
0.7075,NO
1.0432,NO
0.4568,NO
0.8326,NO
3.0721,YES
2.8843,YES
2.9846,YES
2.6699,YES
1.2974,NO
2.563,YES
1.9425,NO
0.6394,NO
0.2947,NO
1.2111,NO
1.5582,NO
0.9365,NO
0.9804,NO
0.9847,NO
0.3703,NO
0.6293,NO
4.0075,YES
0.5639,NO
2.9721,YES
0.2722,NO
0.5476,NO
0.4782,NO
0.6428,NO
1.3958,NO
0.6837,NO
0.3985,NO
0.3889,NO
0.44799999999999995,NO
3.4753,YES
3.32,YES
3.2837,YES
3.1165,YES
0.4205,NO
2.8684,YES
1.2692,NO
0.6511,NO
0.2949,NO
0.6475,NO
1.4729,NO
0.8261,NO
0.3999,NO
0.9298,NO
0.4189,NO
0.2797,NO
3.2055,YES
0.2117,NO
2.4112,YES
0.2118,NO
0.3815,NO
0.4306,NO
0.6859,NO
1.2606,NO
0.7308,NO
0.319,NO
0.4257,NO
0.4883,NO
2.5775,YES
2.653,YES
2.3578,YES
2.6131,YES
0.1885,NO
2.1201,YES
0.6922,NO
1.0905,NO
0.6052,NO
6.0966,YES
