50Traced_NONETRACED_SUM_MULTI_LSA_75_MEDIAN,Associated
1.2301,NO
0.7653,NO
1.5102,NO
0.6065,NO
1.3748,NO
1.9486,NO
1.3026,NO
0.2847,NO
1.3735,NO
3.2321,YES
0.6726,NO
3.0265,YES
0.8886,NO
0.9958,NO
0.5106,NO
0.9429,NO
1.3872,NO
0.8777,NO
0.9439,NO
0.6957,NO
0.9313,NO
2.7122,YES
3.1108,YES
2.555,YES
2.1178,YES
1.1357,NO
2.6367,YES
1.0786,NO
2.2936,YES
1.8267,YES
0.9424,NO
0.3846,NO
0.4963,NO
1.4868,NO
2.2403,YES
1.8265,YES
1.3164,NO
0.4691,NO
0.8859,NO
0.512,NO
0.6891,NO
0.8368,NO
0.1551,NO
2.8301,YES
0.8007,NO
2.3461,YES
0.48,NO
2.4715,YES
0.6255,NO
0.4944,NO
0.9472,NO
0.616,NO
0.3929,NO
1.2072,NO
0.4641,NO
0.7664,NO
1.0454,NO
0.3414,NO
1.5595,NO
0.7821,NO
1.6394,NO
2.4355,NO
1.2585,NO
0.3982,NO
1.5717,NO
4.079,YES
0.8064,NO
3.458,YES
0.8162,NO
1.2288,NO
0.3806,NO
0.6289,NO
1.3961,NO
1.0224,NO
1.3776,NO
0.5426,NO
0.8673,NO
3.4656,YES
3.8759,YES
3.2884,YES
2.9281,YES
1.4941,NO
3.5865,YES
1.1887,NO
2.0037,YES
1.4151,YES
1.2068,NO
0.5455,NO
0.9284,NO
1.6421,NO
2.6059,YES
1.3467,YES
1.2136,NO
1.0490000000000002,NO
0.8711,NO
1.1084,NO
1.2108,NO
1.078,NO
0.568,NO
2.5065,YES
1.0051,NO
1.751,YES
0.7624,NO
2.332,YES
0.81,NO
0.9683,NO
1.2994,NO
1.0714,NO
0.7051,NO
1.2062,NO
1.0305,NO
1.1134,NO
1.1018,NO
0.2261,NO
1.6661,YES
3.6036,YES
3.2104,YES
2.3897,YES
0.9312,NO
0.42700000000000005,NO
2.0722,YES
1.1503,NO
1.7548,YES
0.8279,NO
1.8169,NO
1.4037,NO
0.9238,NO
0.4874,NO
2.7195,YES
0.5552,NO
3.7283,YES
0.4094,NO
3.4256,YES
1.0794,NO
1.6616,NO
0.7903,NO
0.9724,NO
1.5366,YES
1.6899,NO
1.9197,YES
1.5588,NO
0.8385,NO
1.953,NO
0.6999,NO
1.3476,NO
2.9159,NO
1.5559,NO
0.4809,NO
1.8403,NO
4.0101,YES
1.3726,NO
3.4556,YES
1.4480000000000002,NO
1.4419,NO
0.8352,NO
0.9879,NO
1.5813,NO
1.2494,NO
1.284,NO
0.8873,NO
1.3451,NO
3.5207,YES
3.9914,YES
3.4378,YES
2.9124,YES
1.7103,NO
3.3606,YES
1.6227,NO
0.5642,NO
0.48100000000000004,NO
1.4140000000000001,YES
4.4016,YES
4.0831,YES
2.0363,YES
0.6726,NO
0.1943,NO
1.9091,YES
1.3976,NO
1.4304,YES
1.0817,NO
0.8491,NO
0.8509,NO
0.2375,NO
0.5682,NO
3.2292,YES
0.3832,NO
4.2168,YES
0.4812,NO
3.7058,YES
1.1017,NO
1.6931,NO
0.8265,NO
1.037,NO
1.6332,YES
1.2457,NO
1.4135,YES
1.6061,NO
0.5417,NO
2.0512,NO
1.1264,NO
1.6201,NO
2.6491,NO
1.5569,NO
0.5116,NO
2.0962,NO
2.7444,YES
1.262,NO
2.5677,YES
1.64,NO
1.4928,NO
1.0385,NO
1.0156,NO
1.6102,NO
0.905,NO
1.6106,NO
0.8329,NO
1.5109,NO
2.3349,YES
2.7321,YES
2.1513,YES
1.6651,YES
1.7294,NO
2.7588,YES
1.7396,NO
0.8167,NO
0.3456,NO
1.8606,NO
0.4243,NO
1.1203,NO
2.0731,NO
1.1446,NO
0.2077,NO
1.1396,NO
3.1709,YES
0.9923,NO
2.6519,YES
0.7628,NO
0.8354,NO
0.205,NO
0.5166,NO
1.1635,NO
0.6647,NO
1.0715,NO
0.3909,NO
0.9721,NO
3.0374,YES
2.9961,YES
2.8695,YES
2.388,YES
1.3093,NO
2.7698,YES
1.4496,NO
0.9649,NO
0.2295,NO
1.9414,NO
0.9640000000000001,NO
1.6121,NO
2.9488,NO
1.3442,NO
0.2934,NO
2.0,NO
3.5482,YES
1.6667,NO
3.0926,YES
1.4156,NO
1.6005,NO
0.9237,NO
0.4776,NO
1.291,NO
0.8241,NO
1.601,NO
0.3182,NO
1.1992,NO
3.1026,YES
3.8673,YES
3.1997,YES
2.8018,YES
1.8616,NO
3.4457,YES
1.8409,NO
1.0243,NO
0.434,NO
1.5447,NO
0.5865,NO
1.1019,NO
2.2201,NO
1.3268,NO
0.2023,NO
1.2401,NO
3.6939,YES
0.7804,NO
3.1883,YES
1.2084,NO
1.2722,NO
0.8036,NO
0.5870000000000001,NO
1.3822,NO
0.7945,NO
1.2125,NO
0.5794,NO
1.0393,NO
3.2868,YES
3.4881,YES
3.2777,YES
2.7631,YES
1.2657,NO
3.0898,YES
1.2248,NO
1.811,NO
0.9287,NO
4.3924,YES
1.8068,YES
2.3698,YES
5.9691,YES
1.8898,NO
1.0137,NO
5.7474,YES
1.5172,NO
4.5815,YES
1.465,NO
1.9537,NO
1.609,NO
0.5905,NO
1.6882,NO
1.6669999999999998,YES
1.364,NO
3.1267,YES
1.5365,NO
2.5107,YES
1.6114,NO
2.6182,NO
1.9219,NO
0.9734,NO
4.5923,YES
2.6267,NO
4.1883,YES
0.847,NO
0.2187,NO
2.7093,YES
0.7948,NO
1.3251,NO
3.4636,YES
1.1934,NO
0.3285,NO
3.5148,YES
0.6559999999999999,NO
3.0856,YES
0.4685,NO
2.0751,NO
1.3271,NO
0.7366,NO
0.5621,NO
0.698,NO
0.33,NO
1.4787,NO
0.3216,NO
1.5748,NO
1.0229,NO
1.1443,NO
0.7033,NO
0.3153,NO
2.545,YES
1.2605,NO
2.6489999999999996,YES
1.1143,NO
0.6054,NO
3.0767,YES
4.2016,YES
4.0092,YES
3.7663,YES
1.7836,NO
0.3754,NO
3.9297,YES
1.5396,NO
3.1398,YES
1.1740000000000002,NO
2.2692,NO
2.1412,NO
1.1169,NO
1.0183,NO
3.1738,YES
0.6679999999999999,NO
4.8429,YES
0.7787,NO
3.8257,YES
1.4335,NO
2.0568,NO
1.3011,NO
1.1983,NO
2.8941,YES
1.8295,NO
3.1629,YES
0.6985,NO
0.1646,NO
3.3647,YES
0.4864,NO
1.0333,NO
3.867,YES
1.2328,NO
0.4453,NO
3.8978,YES
0.3903,NO
3.5838,YES
0.3225,NO
1.8096,NO
1.1378,NO
0.5488,NO
0.7156,NO
0.3894,NO
0.4337,NO
1.594,NO
0.4366,NO
1.2234,NO
0.8161,NO
1.0909,NO
1.0959,NO
0.3891,NO
2.8493,YES
1.6226,NO
3.3696,YES
0.6085,NO
0.2401,NO
0.601,YES
2.8754,YES
2.3434,YES
0.8267,YES
0.6483,NO
0.2523,NO
1.0979,YES
0.8365,NO
0.6384,YES
0.3908,NO
0.8703,NO
0.7183,NO
0.3547,NO
0.4078,NO
1.9533,YES
0.4872,NO
2.9232,YES
0.4152,NO
2.3855,YES
0.5194,NO
0.6539,NO
0.1915,NO
0.4821,NO
0.5959,YES
0.8809,NO
0.6998,YES
1.8619999999999999,YES
1.7023,YES
0.6837,NO
0.5836,NO
0.6796,NO
1.2522,NO
2.0475,YES
1.2588,YES
0.8186,NO
0.8297,NO
0.5224,NO
0.7772,NO
0.968,NO
0.9651,NO
0.5498,NO
2.3686,YES
0.9723,NO
1.767,YES
0.5707,NO
2.2029,YES
0.5983,NO
0.6596,NO
1.0512,NO
0.8194,NO
0.6395,NO
0.7692,NO
0.7348,NO
0.6399,NO
1.4846,NO
0.4077,NO
5.2773,YES
1.1351,YES
1.815,YES
6.4791,YES
1.8612,NO
0.7266,NO
6.5408,YES
1.4801,NO
5.4527,YES
1.1624,NO
2.9166,NO
1.9281,NO
1.1235,NO
1.0901,NO
1.3406,YES
0.9573,NO
2.9524,YES
1.0218,NO
2.3513,YES
1.8476,NO
2.3468,NO
2.2230000000000003,NO
0.9829,NO
4.9253,YES
2.6412,NO
5.0229,YES
1.6265,NO
0.5415,NO
4.7773,YES
0.9359,YES
1.7785,YES
5.9511,YES
1.855,NO
1.1204,NO
5.9037,YES
1.3840000000000001,NO
4.8179,YES
1.2802,NO
2.1342,NO
1.2258,NO
0.5464,NO
1.4664,NO
1.3019,YES
1.3849,NO
2.5744,YES
1.3754,NO
2.1089,YES
1.7706,NO
2.6219,NO
2.3656,NO
1.0717,NO
4.6401,YES
2.7213,NO
4.3784,YES
0.8961,NO
0.342,NO
3.8672,YES
0.8231,YES
1.4278,YES
4.6932,YES
1.5288,NO
0.6892,NO
4.6234,YES
0.6206,NO
4.1691,YES
0.5168,NO
1.5506,NO
0.8555,NO
0.1522,NO
1.1078,NO
0.6564,YES
0.8135,NO
2.2423,YES
1.0092,NO
1.6554,YES
0.8808,NO
1.445,NO
1.3796,NO
0.5892,NO
3.4584,YES
2.0303,NO
3.7954,YES
1.2379,NO
0.35,NO
5.1239,YES
1.0453,YES
1.9823,YES
5.6511,YES
1.6922,NO
0.6479,NO
5.8096,YES
1.0986,NO
5.1018,YES
0.9656,NO
2.3266,NO
1.2016,NO
0.6109,NO
1.0659,NO
1.2679,YES
0.8075,NO
2.6156,YES
0.846,NO
2.2414,YES
1.4576,NO
2.0583,NO
1.8942,NO
0.7185,NO
4.3446,YES
2.4258,NO
4.7467,YES
0.7015,NO
0.1656,NO
0.7859,YES
3.2931,YES
2.7941,YES
1.2743,YES
0.7984,NO
0.27699999999999997,NO
1.2501,YES
1.3937,NO
0.8376,YES
0.7876,NO
1.0458,NO
0.9578,NO
0.4898,NO
0.3262,NO
2.2797,YES
0.5711,NO
3.4206,YES
0.3633,NO
2.7963,YES
1.0659999999999998,NO
1.3826,NO
0.6427,NO
1.0184,NO
0.8832,YES
1.5942,NO
0.8549,YES
1.0492,NO
0.4219,NO
1.8738,YES
4.1935,YES
3.6933,YES
2.5362,YES
0.5221,NO
0.2902,NO
2.3494,YES
1.3196,NO
1.5697,YES
1.0959999999999999,NO
1.0479,NO
1.0037,NO
0.3476,NO
0.4375,NO
3.2077,YES
0.4518,NO
4.3166,YES
0.3492,NO
3.8418,YES
1.0143,NO
1.6761,NO
0.5328,NO
0.8023,NO
1.8595,YES
1.5794,NO
1.7411,YES
1.2683,NO
0.4963,NO
1.2162,NO
1.0631,NO
0.9359,NO
1.5233,NO
1.1052,NO
0.3136,NO
1.8,NO
1.0349,NO
0.9874,NO
0.6946,NO
2.4005,YES
2.2011,YES
2.0948,YES
0.5916,NO
1.3306,NO
0.5892,NO
1.2256,NO
0.4916,NO
0.8462,NO
0.7855,NO
0.9086,NO
0.6764,NO
0.5157,NO
0.9796,NO
0.9096,NO
1.248,NO
2.4552,YES
2.108,YES
0.6319,NO
0.6606,NO
0.7533,NO
1.0254,NO
2.5538,YES
1.8064,YES
0.6859,NO
0.7528,NO
0.4336,NO
0.7415,NO
0.8634,NO
1.0648,NO
0.4055,NO
3.0854,YES
1.0085,NO
2.4409,YES
0.5329999999999999,NO
2.6593,YES
0.6063,NO
0.6618,NO
1.1514,NO
0.7521,NO
0.6017,NO
0.7542,NO
0.7252,NO
0.5903,NO
1.1691,NO
0.5212,NO
1.7161,YES
3.9789999999999996,YES
3.4241,YES
2.3839,YES
1.139,NO
0.5222,NO
2.2396,YES
1.2238,NO
1.7678,YES
0.7527,NO
1.8985,NO
1.5102,NO
0.8968,NO
0.7871,NO
2.9157,YES
0.7344,NO
4.1052,YES
0.6737,NO
3.5909,YES
1.0761,NO
1.4882,NO
0.7491,NO
0.9359999999999999,NO
1.6217,YES
1.6131,NO
1.9257,YES
2.1993,YES
2.1576,YES
1.0436,NO
1.0113,NO
1.0969,NO
1.3672,NO
2.3635,YES
1.5984,YES
1.2528,NO
0.7024,NO
0.6805,NO
0.7269,NO
0.6401,NO
0.8942,NO
0.1369,NO
2.9956,YES
1.1998,NO
2.2134,YES
1.0509,NO
2.5028,YES
0.8948,NO
0.7214,NO
1.1068,NO
0.767,NO
0.4889,NO
1.1553,NO
0.8127,NO
0.8111,NO
0.9012,NO
0.3581,NO
1.2078,NO
0.542,NO
0.9690000000000001,NO
1.8837,NO
1.495,NO
