50Traced_NONETRACED_SUM_MULTI_VSM_67_MEDIAN,Associated
1.3037,NO
0.5362,NO
0.9351,NO
0.4046,NO
0.3597,NO
1.0188,NO
1.2261,NO
0.541,NO
0.9376,NO
2.2186,YES
0.6046,NO
2.0375,YES
1.4351,NO
1.899,NO
0.7465,NO
0.5571,NO
0.5537,NO
1.1575,NO
0.5262,NO
0.5521,NO
1.1424,NO
1.7725,YES
2.8946,YES
1.8244,YES
2.1125,YES
0.7013,NO
1.4538,YES
0.6818,NO
2.2347,YES
1.4205,YES
1.6548,NO
0.244,NO
0.3398,NO
1.4927,NO
1.7227,YES
1.5231,YES
1.3165,NO
0.5596,NO
1.1586,NO
0.1612,NO
0.7961,NO
0.7763,NO
0.4807,NO
1.2373,YES
0.17300000000000001,NO
2.135,YES
0.419,NO
1.9827,YES
0.5089,NO
0.4132,NO
0.7339,NO
0.3175,NO
0.4975,NO
0.9997,NO
0.3476,NO
1.3214,NO
1.3419,NO
0.424,NO
1.2489,NO
0.3995,NO
0.7463,NO
1.2107,NO
1.2111,NO
0.4706,NO
0.7778,NO
3.5763,YES
1.1520000000000001,NO
2.8212,YES
1.1713,NO
2.0033,NO
0.252,NO
0.4647,NO
1.0392,NO
0.9591,NO
1.3059,NO
0.4127,NO
1.3947,NO
2.7607,YES
4.3471,YES
3.092,YES
2.9561,YES
0.7053,NO
2.9094,YES
1.1,NO
2.4826,YES
1.3744,YES
1.9037,NO
0.5921,NO
0.7424,NO
1.5759,NO
1.7337,YES
1.5536,YES
1.2607,NO
1.0823,NO
1.325,NO
0.4316,NO
1.0594,NO
0.9724,NO
0.4957,NO
1.2675,YES
0.5747,NO
2.1397,YES
0.8068,NO
1.9434,YES
0.9503,NO
0.7453,NO
1.2452,NO
0.5295,NO
0.6731,NO
0.951,NO
0.8242,NO
1.2898,NO
1.4395,NO
0.4156,NO
2.6359,YES
2.8384,YES
2.9696,YES
2.3798,YES
1.3935,NO
0.7262,NO
2.1737,YES
1.2785,NO
2.4357,YES
0.2336,NO
1.2094,NO
1.4021,NO
0.4199,NO
0.7146,NO
2.5222,YES
0.6526,NO
3.4046,YES
0.6064,NO
3.5218,YES
1.1851,NO
1.3807,NO
0.623,NO
0.6273,NO
1.9403,YES
0.556,NO
1.9445,YES
1.4125,NO
0.6729999999999999,NO
1.8806,NO
0.6629999999999999,NO
0.8288,NO
1.969,NO
1.3372,NO
0.5826,NO
1.6113,NO
3.3048,YES
1.7985,NO
2.6653,YES
1.3559,NO
2.1546,NO
0.7017,NO
0.7167,NO
1.0402,NO
1.1668,NO
1.0584,NO
0.573,NO
1.6771,NO
2.7635,YES
3.775,YES
2.6968,YES
2.8596,YES
1.3615,NO
2.4444,YES
1.5886,NO
1.1073,NO
0.3282,NO
1.6036,YES
2.8019,YES
2.7531,YES
1.9509,YES
1.3323,NO
0.4833,NO
1.7619,YES
1.5182,NO
1.8053,YES
0.787,NO
1.2727,NO
1.551,NO
0.4522,NO
0.64,NO
2.7506,YES
0.5717,NO
3.0436,YES
0.4148,NO
3.7542,YES
1.5301,NO
1.8712,NO
1.3975,NO
1.0452,NO
1.2217,YES
0.7567,NO
1.0591,YES
1.3892,NO
0.4205,NO
2.1658,NO
0.516,NO
0.851,NO
2.0634,NO
1.5405,NO
0.3726,NO
1.778,NO
3.7058,YES
2.1017,NO
2.9519,YES
0.9990000000000001,NO
1.8311,NO
0.2033,NO
0.7078,NO
1.1624,NO
0.8928,NO
1.2432,NO
0.4449,NO
1.7549,NO
3.0585,YES
4.2542,YES
3.2076,YES
3.1784,YES
1.6817,NO
3.0466,YES
2.3308,NO
0.9838,NO
0.3235,NO
1.1531,NO
0.4743,NO
0.6455,NO
1.3101,NO
1.1526,NO
0.2567,NO
0.9062,NO
2.9097,YES
1.496,NO
2.2359999999999998,YES
0.8591,NO
1.2755,NO
0.2296,NO
0.4955,NO
0.9306,NO
0.7042,NO
0.8433,NO
0.3582,NO
1.3041,NO
2.3785,YES
3.2560000000000002,YES
2.9177,YES
2.4364,YES
0.9626,NO
2.5881,YES
1.1049,NO
1.0566,NO
0.3616,NO
1.745,NO
0.4522,NO
0.6771,NO
1.6707,NO
1.1153,NO
0.3519,NO
1.1931,NO
3.389,YES
1.7722,NO
2.4846,YES
1.0669,NO
1.6903,NO
0.4358,NO
0.6172,NO
1.0459,NO
0.7139,NO
0.8848,NO
0.4017,NO
1.5289,NO
2.7355,YES
3.775,YES
2.8071,YES
2.5741,YES
0.9011,NO
2.6316,YES
1.3916,NO
1.2355,NO
0.4177,NO
0.6611,NO
0.4507,NO
0.6459999999999999,NO
0.8626,NO
0.976,NO
0.4707,NO
0.5657,NO
3.0137,YES
0.5779,NO
2.6495,YES
1.3595,NO
1.9659,NO
0.6785,NO
0.4048,NO
0.6839,NO
1.1342,NO
0.7255,NO
0.4849,NO
1.0859,NO
2.3781,YES
3.7439999999999998,YES
2.4568,YES
2.7001,YES
0.4814,NO
2.3639,YES
0.5649,NO
1.6687,NO
0.4283,NO
5.3937,YES
1.2383,YES
1.022,YES
5.2299,YES
1.6845,NO
0.764,NO
5.0061,YES
1.436,NO
5.0312,YES
0.5729,NO
1.0527,NO
1.6956,NO
0.5682,NO
0.857,NO
0.7651,YES
0.8181,NO
2.0579,YES
0.46399999999999997,NO
2.0457,YES
1.8004,NO
1.7175,NO
1.3916,NO
1.2869,NO
4.3064,YES
1.1903,NO
4.9565,YES
0.8594,NO
0.3271,NO
3.2854,YES
1.3575,NO
1.294,NO
3.5124,YES
1.276,NO
0.4901,NO
3.8503,YES
0.721,NO
3.3972,YES
0.3203,NO
1.4718,NO
1.9744,NO
1.0822,NO
0.61,NO
0.9732,NO
0.5658,NO
1.8935,NO
0.2573,NO
1.531,NO
1.1742,NO
1.2375,NO
0.9071,NO
0.8446,NO
2.8606,YES
0.3359,NO
2.9063,YES
1.6838,NO
0.4002,NO
2.5273,YES
3.1264,YES
3.463,YES
2.5418,YES
2.1718,NO
0.6965,NO
2.1618,YES
2.4412,NO
2.1937,YES
1.4158,NO
1.7719999999999998,NO
2.077,NO
0.5471,NO
1.0482,NO
3.3598,YES
0.8813,NO
4.065,YES
0.8445,NO
4.1007,YES
2.3033,NO
2.8502,NO
1.8678,NO
1.8869999999999998,NO
1.8669,YES
1.7971,NO
1.8103,YES
0.4275,NO
0.1646,NO
2.5459,YES
0.7039,NO
0.7253,NO
2.3039,YES
0.7262,NO
0.2539,NO
2.6197,YES
0.4509,NO
2.1759,YES
0.1456,NO
0.4453,NO
0.9963,NO
0.4271,NO
0.2502,NO
0.3718,NO
0.1932,NO
1.1903,NO
0.1403,NO
1.1132,NO
0.5911,NO
0.5797,NO
0.3901,NO
0.4145,NO
2.0093,YES
0.3584,NO
2.5427,YES
0.8346,NO
0.255,NO
1.6494,YES
1.9944,YES
1.9011,YES
