50Traced_NONETRACED_SUM_MULTI_VSM_64_MAX,Associated
1.1893,NO
0.792,NO
0.9508,NO
1.2871,NO
0.7687,NO
1.7901,NO
0.5603,NO
0.7402,NO
1.4369999999999998,NO
3.2033,YES
1.2111,NO
2.479,YES
1.1063,NO
1.1726,NO
0.4755,NO
0.8525,NO
0.3789,NO
0.7188,NO
0.8595,NO
0.7164,NO
0.6828,NO
3.2202,YES
3.0657,YES
2.1976,YES
2.4507,YES
0.9903,NO
2.4708,YES
1.0486,NO
1.6687,YES
2.0691,YES
1.0546,NO
0.8709,NO
0.7076,NO
0.9142,NO
1.8752,YES
2.0957,YES
0.5355,NO
0.4066,NO
0.5416,NO
0.3925,NO
0.5055,NO
0.5396,NO
0.1615,NO
2.0531,YES
0.9473,NO
2.1466,YES
0.7903,NO
1.3076,YES
0.8487,NO
0.5746,NO
0.7486,NO
0.2255,NO
0.4124,NO
1.1137,NO
0.4753,NO
0.5937,NO
1.2252,NO
0.7719,NO
0.7314,NO
1.3096,NO
0.8882,NO
1.8673,NO
0.7968,NO
0.7924,NO
1.2724,NO
3.6807,YES
1.1207,NO
3.0811,YES
1.1292,NO
1.1516,NO
0.4497,NO
0.8434,NO
0.7112,NO
0.78,NO
0.9679,NO
0.6556,NO
0.8459,NO
3.8031,YES
3.5288,YES
2.5709,YES
3.0776,YES
0.9462,NO
2.8761,YES
1.0217,NO
1.8574,YES
1.9446,YES
0.9772,NO
0.7713,NO
0.7147,NO
0.9399,NO
1.9,YES
1.9303,YES
0.8876,NO
0.4676,NO
0.6521,NO
0.5127,NO
1.0402,NO
1.0909,NO
0.8123,NO
1.8030000000000002,YES
0.6759999999999999,NO
1.8562,YES
0.5367,NO
1.2992,YES
0.6013,NO
0.6843,NO
0.782,NO
0.2787,NO
0.248,NO
0.8499,NO
0.6361,NO
0.6046,NO
0.9022,NO
1.0178,NO
2.463,YES
3.7498,YES
3.3176,YES
2.7401,YES
1.1495,NO
0.8806,NO
2.3833,YES
0.6729,NO
1.6402,YES
0.8967,NO
1.4996,NO
1.4566,NO
0.2318,NO
1.1836,NO
3.8808,YES
1.0722,NO
3.9266,YES
0.7365,NO
3.6185,YES
1.3269,NO
1.3964,NO
1.1543,NO
0.929,NO
2.2315,YES
1.4122,NO
2.0829,YES
1.0073,NO
0.5569,NO
1.3334,NO
2.2926,NO
1.666,NO
2.2509,NO
0.6671,NO
0.5328,NO
1.5968,NO
3.7702,YES
1.4859,NO
3.1312,YES
1.0892,NO
1.3554,NO
0.2069,NO
0.7864,NO
1.5387,NO
0.6466,NO
1.6496,NO
0.5451,NO
1.676,NO
3.8506,YES
3.7893,YES
2.6952,YES
3.0807,YES
1.5211,NO
3.0209,YES
1.6425,NO
0.8085,NO
0.6176,NO
2.052,YES
3.0462,YES
2.8331,YES
2.1184,YES
0.5977,NO
0.5003,NO
1.7903,YES
0.7901,NO
1.3103,YES
0.8048,NO
0.9465,NO
1.328,NO
0.2375,NO
0.7823,NO
2.9237,YES
0.6223,NO
2.8864,YES
0.5932,NO
2.8402,YES
1.0459,NO
1.412,NO
0.9302,NO
0.65,NO
1.9707,YES
1.1382,NO
1.8109,YES
1.3431,NO
0.9523,NO
1.1206,NO
1.3872,NO
1.063,NO
2.1361,NO
1.0911,NO
0.9390000000000001,NO
1.6317,NO
3.8341,YES
1.2423,NO
3.1705,YES
1.8361,NO
1.7088,NO
0.8063,NO
0.9247,NO
0.8855,NO
0.8551,NO
0.9013,NO
0.8986,NO
0.7995,NO
3.9247,YES
3.6631,YES
2.6479,YES
3.2833,YES
1.3325,NO
2.8588,YES
1.5686,NO
0.9415,NO
0.3445,NO
1.9244,NO
