50Traced_NONETRACED_SUM_RAW_VSM_8_MEDIAN,Associated
0.33799999999999997,NO
0.106,NO
0.5442,NO
0.441,NO
0.4852,NO
0.4547,NO
0.1414,NO
0.1722,NO
0.6388,NO
1.6727,YES
0.5551,NO
2.3391,YES
0.2427,NO
0.3051,NO
0.2223,NO
0.18100000000000002,NO
0.4444,NO
0.1473,NO
0.3527,NO
0.2179,NO
0.366,NO
1.5638,YES
1.0943,YES
1.9180000000000001,YES
1.6111,YES
0.4563,NO
1.8517,YES
0.3424,NO
1.1836,YES
0.2444,YES
0.6545,NO
0.5567,NO
0.4365,NO
0.5556,NO
0.5782,YES
0.5907,YES
0.5223,NO
0.1793,NO
0.5831,NO
0.2452,NO
0.2302,NO
0.3736,NO
0.2656,NO
0.5781,YES
0.5293,NO
1.4751,YES
0.3079,NO
0.8694,YES
0.4622,NO
0.2072,NO
0.1697,NO
0.3826,NO
0.3867,NO
0.4169,NO
0.3134,NO
0.2593,NO
0.1828,NO
0.1534,NO
0.3311,NO
0.4293,NO
0.5896,NO
0.4569,NO
0.1519,NO
0.1443,NO
0.501,NO
1.0631,YES
0.446,NO
1.618,YES
0.2748,NO
0.2912,NO
0.2136,NO
0.1919,NO
0.3223,NO
0.1268,NO
0.5033,NO
0.1755,NO
0.5232,NO
0.9017,YES
1.2034,YES
1.8542,YES
1.6817,YES
0.4799,NO
1.9569999999999999,YES
0.519,NO
1.1588,YES
0.1814,YES
0.3356,NO
0.4113,NO
0.3691,NO
0.3044,NO
0.4534,YES
0.5316,YES
0.3016,NO
0.1102,NO
0.1364,NO
0.1703,NO
0.2377,NO
0.3426,NO
0.2823,NO
0.4683,YES
0.3427,NO
1.3837,YES
0.2757,NO
0.7294,YES
0.3948,NO
0.1649,NO
0.1424,NO
0.2114,NO
0.2568,NO
0.2201,NO
0.1351,NO
0.1814,NO
0.5991,NO
0.1083,NO
1.5499,YES
2.4130000000000003,YES
3.5038,YES
0.8822,YES
0.6024,NO
0.3166,NO
1.5152,YES
0.5036,NO
1.7284,YES
0.4836,NO
0.2165,NO
0.654,NO
0.2528,NO
0.3807,NO
2.1035,YES
0.4286,NO
2.1563,YES
0.3871,NO
2.918,YES
0.4224,NO
0.1778,NO
0.5991,NO
0.1707,NO
1.389,YES
0.6382,NO
0.5995,YES
0.5407,NO
0.2097,NO
0.4017,NO
0.3983,NO
0.4251,NO
0.5578,NO
0.5008,NO
0.3924,NO
0.4427,NO
1.1375,YES
0.4349,NO
1.9995,YES
0.2688,NO
0.4315,NO
0.2504,NO
0.309,NO
0.397,NO
0.4441,NO
0.4621,NO
0.4528,NO
0.4656,NO
1.0316,YES
1.5719999999999998,YES
1.5259,YES
1.2542,YES
0.4994,NO
2.001,YES
0.4958,NO
0.3317,NO
0.0774,NO
0.9394,YES
2.7042,YES
2.8019,YES
0.8847,YES
0.3226,NO
0.0903,NO
0.9384,YES
0.4611,NO
0.9775,YES
0.5485,NO
0.2252,NO
0.3546,NO
0.2375,NO
0.205,NO
1.9615,YES
0.1619,NO
2.5404,YES
0.142,NO
2.3227,YES
0.3594,NO
0.3565,NO
0.5264,NO
0.1882,NO
0.9409,YES
0.6483,NO
0.7537,YES
0.4537,NO
0.1526,NO
0.6645,NO
0.3643,NO
0.5457,NO
