50Traced_NONETRACED_SUM_RAW_LSA_91_MEDIAN,Associated
0.3078,NO
0.3062,NO
0.4326,NO
0.4433,NO
0.1716,NO
0.5696,NO
0.3799,NO
0.2265,NO
0.441,NO
1.0418,YES
0.3268,NO
1.7935,YES
0.2427,NO
0.2231,NO
0.273,NO
0.1246,NO
0.2467,NO
0.1109,NO
0.3861,NO
0.2764,NO
0.4487,NO
1.4411,YES
1.069,YES
1.0846,YES
1.1845,YES
0.4429,NO
0.6285,YES
0.21100000000000002,NO
1.6361,YES
1.0939,YES
0.7708,NO
0.396,NO
0.1148,NO
0.5325,NO
1.3802,YES
2.3424,YES
0.4052,NO
0.3846,NO
0.2956,NO
0.2693,NO
0.2896,NO
0.4547,NO
0.3383,NO
0.6833,YES
0.4157,NO
1.0096,YES
0.2472,NO
3.0388,YES
0.2446,NO
0.2426,NO
0.3782,NO
0.389,NO
0.1567,NO
0.4798,NO
0.3822,NO
0.3296,NO
0.4033,NO
0.2972,NO
0.7946,NO
0.6263,NO
0.4414,NO
0.5171,NO
0.4606,NO
0.3221,NO
0.4181,NO
1.1675,YES
0.2488,NO
1.8046,YES
0.3214,NO
0.4279,NO
0.2604,NO
0.2052,NO
0.5998,NO
0.1268,NO
0.5685,NO
0.3331,NO
0.6536,NO
1.4519,YES
1.0825,YES
1.15,YES
0.8092,YES
0.7441,NO
0.7105,YES
0.4696,NO
1.2404,YES
0.3937,YES
0.5579,NO
0.5223,NO
0.2664,NO
0.5604,NO
0.6103,YES
0.8664,YES
0.5697,NO
0.5256,NO
0.4231,NO
0.5996,NO
0.42100000000000004,NO
0.6089,NO
0.5562,NO
0.3522,YES
0.43,NO
0.5976,YES
0.3045,NO
1.54,YES
0.3235,NO
0.3441,NO
0.5655,NO
0.6103,NO
0.1598,NO
0.7256,NO
0.4653,NO
0.4036,NO
0.6392,NO
0.2236,NO
0.6143,YES
3.4408,YES
2.3993,YES
0.893,YES
0.5535,NO
0.3356,NO
0.7138,YES
0.4072,NO
0.9156,YES
0.4682,NO
0.2165,NO
0.2918,NO
0.1934,NO
0.2594,NO
2.0152,YES
0.2221,NO
2.5311,YES
0.4507,NO
2.3683,YES
0.4567,NO
0.4322,NO
0.6493,NO
0.3226,NO
1.0823,YES
0.6944,NO
0.3552,YES
0.6239,NO
0.1738,NO
1.0271,NO
0.3849,NO
0.1977,NO
0.7924,NO
0.27399999999999997,NO
0.1805,NO
0.6756,NO
1.9404,YES
0.4488,NO
2.7571,YES
0.4212,NO
0.5394,NO
0.3267,NO
0.2042,NO
0.4142,NO
0.14800000000000002,NO
0.4226,NO
0.3397,NO
0.3372,NO
1.9446,YES
1.848,YES
1.8725,YES
0.8593,YES
1.1281,NO
0.8691,YES
0.4723,NO
0.5071,NO
0.1958,NO
0.5065,YES
2.7366,YES
1.6806,YES
0.5983,YES
0.3715,NO
0.1958,NO
0.498,YES
0.5307,NO
0.6368,YES
0.5972,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.2039,NO
1.2669,YES
0.1472,NO
1.8409,YES
0.2918,NO
1.4698,YES
0.4668,NO
0.4779,NO
0.6081,NO
0.1833,NO
0.7983,YES
0.4247,NO
0.2588,YES
0.6443,NO
0.1918,NO
0.7959,NO
0.7909,NO
0.2366,NO
0.8374,NO
0.3766,NO
0.3923,NO
0.4219,NO
2.5875,YES
0.6136,NO
3.2321,YES
0.37799999999999995,NO
0.5391,NO
0.3884,NO
0.242,NO
0.7502,NO
0.2379,NO
0.4316,NO
0.5236,NO
0.5364,NO
2.454,YES
1.9463,YES
2.4841,YES
0.7694,YES
0.9490000000000001,NO
1.4633,YES
0.3005,NO
0.5097,NO
0.3081,NO
0.6809,NO
0.6025,NO
0.3407,NO
0.8983,NO
0.4221,NO
0.20600000000000002,NO
0.6438,NO
1.5365,YES
0.7019,NO
2.7054,YES
0.1331,NO
0.3402,NO
0.1724,NO
0.2083,NO
0.6476,NO
0.1655,NO
0.446,NO
0.2793,NO
0.6747,NO
2.5131,YES
1.3796,YES
1.4956,YES
1.3277,YES
0.8497,NO
1.0476,YES
0.2863,NO
0.5522,NO
0.2555,NO
0.9737,NO
0.7665,NO
0.3114,NO
1.0553,NO
0.3867,NO
0.1259,NO
1.0789,NO
2.2143,YES
0.6951,NO
3.3683,YES
0.4504,NO
0.5472,NO
0.3531,NO
0.1779,NO
0.6851,NO
0.0695,NO
0.5413,NO
0.1912,NO
0.7836,NO
2.638,YES
2.0667,YES
2.1732,YES
1.5464,YES
1.3178,NO
1.1035,YES
0.5002,NO
0.4119,NO
0.1539,NO
0.6475,NO
0.6039,NO
0.3881,NO
0.4751,NO
0.24,NO
0.2188,NO
0.3664,NO
1.6619,YES
0.3115,NO
2.2181,YES
0.4369,NO
0.4429,NO
0.5027,NO
0.1203,NO
0.4786,NO
0.1231,NO
0.4432,NO
0.258,NO
0.4162,NO
1.4037,YES
1.6214,YES
1.6749,YES
0.8309,YES
