50Traced_NONETRACED_SUM_MULTI_VSM_31_MEDIAN,Associated
1.5087,NO
0.5967,NO
2.1711,NO
1.0609,NO
0.7411,NO
1.2656,NO
1.396,NO
0.6678,NO
0.9994,NO
2.7338,YES
1.6688,NO
2.6783,YES
0.7929999999999999,NO
1.2539,NO
0.3317,NO
0.8653,NO
1.2823,NO
1.2045,NO
1.0042,NO
0.7904,NO
1.1513,NO
1.9219,YES
3.0855,YES
3.0431,YES
2.3938,YES
1.5545,NO
2.3511,YES
1.2174,NO
1.8169,YES
2.12,YES
1.8298,NO
1.1254,NO
0.9715,NO
1.2724,NO
1.4807,YES
1.1879,YES
1.0991,NO
0.8318,NO
1.0209,NO
0.7763,NO
0.3716,NO
0.5927,NO
0.3747,NO
2.4541,YES
0.978,NO
2.345,YES
0.8116,NO
2.0482,YES
0.8273,NO
0.613,NO
1.0388,NO
0.6478,NO
0.6627,NO
1.5061,NO
1.1926,NO
1.2498,NO
1.2012,NO
0.5162,NO
1.733,NO
0.7863,NO
0.8395,NO
0.8269,NO
1.0969,NO
0.4767,NO
0.5699,NO
3.1384,YES
0.9456,NO
2.7803,YES
0.6723,NO
0.8152,NO
0.2136,NO
0.6429,NO
1.1566,NO
0.9554,NO
0.885,NO
0.6494,NO
1.0756,NO
2.2264,YES
3.2702,YES
3.1287,YES
2.3128,YES
1.0881,NO
2.4907,YES
0.7799,NO
1.7262,YES
1.6007,YES
0.9274,NO
0.9166,NO
0.6058,NO
0.7474,NO
1.166,YES
1.1307,YES
0.2858,NO
0.7089,NO
0.515,NO
0.5914,NO
0.652,NO
0.7171,NO
0.7055,NO
1.89,YES
0.7201,NO
1.8626,YES
0.5276,NO
1.6213,YES
0.5692,NO
0.4299,NO
0.6328,NO
0.597,NO
0.5976,NO
0.8053,NO
0.7147,NO
0.5925,NO
0.9173,NO
0.5169,NO
3.0268,YES
2.8991,YES
3.5937,YES
2.4095,YES
1.1939,NO
0.3129,NO
2.9808,YES
0.7525,NO
2.7793,YES
0.4162,NO
1.3066,NO
1.9428,NO
1.0581,NO
0.7338,NO
4.3977,YES
0.6561,NO
4.0722,YES
0.6197,NO
4.5882,YES
0.4708,NO
1.4102,NO
0.9308,NO
0.7379,NO
3.1434,YES
2.2302,NO
2.7314,YES
1.3569,NO
0.4681,NO
1.8998,NO
1.1339,NO
1.0632,NO
1.2349,NO
1.3516,NO
0.6898,NO
0.9028,NO
3.1069,YES
1.4561,NO
2.9166,YES
1.1446,NO
1.2093,NO
0.6844,NO
0.7377,NO
1.392,NO
1.044,NO
1.2048,NO
0.9024,NO
1.1766,NO
2.1783,YES
3.3493,YES
3.1646,YES
2.3511,YES
1.4497,NO
2.685,YES
1.0763,NO
0.9462,NO
0.5641,NO
