50Traced_NONETRACED_MAX_MULTI_VSM_84_MAX,Associated
0.3071,NO
0.2574,NO
0.2289,NO
0.3093,NO
0.31,NO
0.2707,NO
0.2173,NO
0.1745,NO
0.2289,NO
1.0,YES
0.2289,NO
0.7677,YES
0.2918,NO
0.3353,NO
0.3555,NO
0.1142,NO
0.2804,NO
0.2327,NO
0.2804,NO
0.2179,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
0.3987,YES
0.2289,NO
1.0,YES
0.2156,NO
0.9589,YES
1.0,YES
0.3362,NO
0.1791,NO
0.1563,NO
0.3034,NO
1.0,YES
0.7333,YES
0.3034,NO
0.2425,NO
0.3034,NO
0.2425,NO
0.2584,NO
0.23600000000000002,NO
0.3148,NO
0.5717,YES
0.1542,NO
0.8716,YES
0.1687,NO
0.6914,YES
0.2165,NO
0.1939,NO
0.2425,NO
0.1939,NO
0.1939,NO
0.3034,NO
0.1939,NO
0.2287,NO
0.32,NO
0.1534,NO
0.3097,NO
0.3067,NO
0.31,NO
0.2707,NO
0.3056,NO
0.1104,NO
0.3138,NO
1.0,YES
0.2887,NO
1.0,YES
0.205,NO
0.3511,NO
0.2445,NO
0.1919,NO
0.4327,NO
0.318,NO
0.20800000000000002,NO
0.1755,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
0.5412,YES
0.314,NO
1.0,YES
0.2381,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1888,NO
1.0,YES
1.0,YES
0.2344,NO
0.1616,NO
0.2528,NO
0.1216,NO
0.2289,NO
0.3413,NO
0.2075,NO
0.8269,YES
0.2044,NO
0.8716,YES
0.1466,NO
1.0,YES
0.1607,NO
0.1769,NO
0.091,NO
0.11800000000000001,NO
0.1107,NO
0.2673,NO
0.1778,NO
0.1923,NO
0.3011,NO
0.2493,NO
1.0,YES
0.7909,YES
1.0,YES
1.0,YES
0.2784,NO
0.1691,NO
0.5227,YES
0.3027,NO
1.0,YES
0.254,NO
0.3031,NO
0.42,NO
0.3553,NO
0.1567,NO
0.6802,YES
0.2254,NO
1.0,YES
0.1456,NO
1.0,YES
0.3369,NO
0.5347,NO
0.3056,NO
0.254,NO
0.5820000000000001,YES
0.254,NO
0.4367,YES
0.3331,NO
0.3331,NO
0.4528,NO
0.4029,NO
0.3613,NO
0.4528,NO
0.3056,NO
0.272,NO
0.3138,NO
1.0,YES
0.4528,NO
1.0,YES
0.2548,NO
0.3511,NO
0.3104,NO
0.2249,NO
0.4327,NO
0.318,NO
0.3613,NO
0.272,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
0.6231,YES
0.314,NO
1.0,YES
0.2101,NO
0.3011,NO
0.174,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2784,NO
0.11800000000000001,NO
0.5227,YES
0.4608,NO
1.0,YES
0.4608,NO
0.3031,NO
0.42,NO
0.3335,NO
0.1567,NO
1.0,YES
0.1669,NO
1.0,YES
0.142,NO
1.0,YES
0.4608,NO
0.4291,NO
0.4608,NO
0.2229,NO
0.5820000000000001,YES
0.4608,NO
0.4367,YES
0.3496,NO
0.3096,NO
0.5722,NO
0.3065,NO
0.2813,NO
0.3347,NO
0.3096,NO
0.2816,NO
0.3347,NO
1.0,YES
0.3347,NO
1.0,YES
0.3104,NO
0.3824,NO
0.2033,NO
0.2328,NO
0.3984,NO
0.2699,NO
0.3844,NO
0.2816,NO
0.3438,NO
1.0,YES
0.7607,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3347,NO
0.3496,NO
0.1871,NO
0.5722,NO
0.4029,NO
0.31,NO
0.3263,NO
0.2831,NO
0.1871,NO
0.3263,NO
1.0,YES
0.3263,NO
1.0,YES
0.3104,NO
0.3824,NO
0.0793,NO
0.204,NO
0.3984,NO
0.2925,NO
0.4156,NO
0.1871,NO
0.4027,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
0.3496,NO
0.307,NO
0.5722,NO
0.3316,NO
0.3827,NO
0.4809,NO
0.307,NO
0.2252,NO
0.3821,NO
1.0,YES
0.4809,NO
1.0,YES
0.3104,NO
0.3824,NO
0.3547,NO
0.076,NO
0.3984,NO
0.2676,NO
0.3844,NO
0.1912,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
0.29100000000000004,NO
0.2562,NO
0.2714,NO
0.2948,NO
0.2937,NO
0.2565,NO
0.2562,NO
0.2562,NO
0.2324,NO
0.9475,YES
0.2138,NO
0.7406,YES
0.2118,NO
0.26,NO
0.2045,NO
0.2118,NO
0.3204,NO
0.2355,NO
0.1823,NO
0.2562,NO
0.3242,NO
0.9475,YES
0.9475,YES
0.9475,YES
0.4743,YES
0.2326,NO
