50Traced_NONETRACED_SUM_SINGLE_LSA_31_MAX,Associated
0.5357,NO
0.2334,NO
0.5357,NO
1.0,NO
0.2168,NO
0.2869,NO
0.4994,NO
0.3074,NO
0.8985,NO
2.7842,YES
0.7170000000000001,NO
2.8065,YES
0.7808,NO
1.1595,NO
1.0905,NO
0.353,NO
1.0244,NO
0.4269,NO
0.3867,NO
0.3415,NO
1.1701,NO
2.964,YES
3.1439999999999997,YES
3.2596,YES
2.2533,YES
0.8362,NO
3.2934,YES
1.0063,NO
2.6,YES
2.1155,YES
1.7374,NO
1.0545,NO
0.9164,NO
1.4519,NO
2.2665,YES
1.5391,YES
1.2306,NO
0.2079,NO
1.5368,NO
0.1757,NO
0.3285,NO
0.2564,NO
0.3344,NO
2.563,YES
1.3816,NO
1.7309999999999999,YES
1.2409999999999999,NO
2.8541,YES
1.2321,NO
0.2961,NO
0.4206,NO
0.9311,NO
0.1961,NO
1.5304,NO
0.48200000000000004,NO
1.5146,NO
0.4337,NO
0.1979,NO
0.3233,NO
0.9215,NO
0.3076,NO
0.1666,NO
0.3695,NO
0.2454,NO
0.5874,NO
2.9006,YES
0.6922,NO
2.7766,YES
0.205,NO
0.4393,NO
0.3419,NO
0.2238,NO
0.9414,NO
0.3735,NO
0.3592,NO
0.2928,NO
1.0749,NO
2.9107,YES
2.883,YES
3.1834,YES
2.1572,YES
0.6504,NO
3.1864,YES
0.6459,NO
2.1865,YES
1.689,YES
0.3356,NO
0.7142,NO
0.3514,NO
0.1441,NO
1.7181,YES
1.1419,YES
0.1731,NO
0.5591,NO
0.1364,NO
0.3152,NO
0.2289,NO
0.2088,NO
0.2075,NO
2.1615,YES
0.5517,NO
1.3585,YES
0.4209,NO
2.1075,YES
0.401,NO
0.5775,NO
0.6025,NO
0.5969,NO
0.2015,NO
0.2201,NO
0.5291,NO
0.2091,NO
0.5703,NO
0.4526,NO
2.2715,YES
4.6685,YES
3.8872,YES
2.1087,YES
0.3771,NO
0.3549,NO
2.2483,YES
0.746,NO
2.2328,YES
0.5374,NO
0.9081,NO
0.8115,NO
1.3154,NO
0.4073,NO
4.9601,YES
0.2494,NO
4.9738,YES
1.3092,NO
4.4777,YES
0.7902,NO
0.7689,NO
1.5016,NO
0.5507,NO
2.4966,YES
1.1596,NO
2.2051,YES
0.8525,NO
0.6327,NO
0.7534,NO
0.9414,NO
0.2484,NO
0.1701,NO
0.7654,NO
0.5121,NO
0.7828,NO
3.2831,YES
1.0336,NO
3.2078,YES
0.2682,NO
0.5908,NO
0.3629,NO
0.7119,NO
1.0362,NO
0.5914,NO
0.415,NO
0.7148,NO
1.2849,NO
3.1459,YES
3.2905,YES
3.6252,YES
2.772,YES
0.8269,NO
3.6628,YES
0.8382,NO
0.6013,NO
0.3583,NO
1.0526,YES
4.4430000000000005,YES
3.716,YES
1.0037,YES
0.2508,NO
0.4199,NO
1.1667,YES
1.1615,NO
1.0456,YES
1.0162,NO
0.7434,NO
1.0301,NO
1.1488,NO
0.5218,NO
4.6022,YES
0.4088,NO
4.5455,YES
1.1869,NO
4.0584,YES
1.2644,NO
1.2677,NO
1.5966,NO
0.9742,NO
1.3132,YES
1.6883,NO
0.9888,YES
0.9868,NO
0.5161,NO
