50Traced_NONETRACED_MAX_MULTI_LSA_76_MAX,Associated
0.2262,NO
0.0731,NO
0.5722,NO
0.2164,NO
0.2813,NO
0.6333,NO
0.1079,NO
0.1187,NO
0.3138,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3511,NO
0.2223,NO
0.3282,NO
0.2383,NO
0.1443,NO
0.1229,NO
0.2179,NO
0.1995,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2289,NO
1.0,YES
0.1232,NO
1.0,YES
1.0,YES
0.3362,NO
0.2576,NO
0.1563,NO
0.2444,NO
0.7571,YES
1.0,YES
0.3034,NO
0.1692,NO
0.2287,NO
0.1939,NO
0.2584,NO
0.3144,NO
0.1953,NO
1.0,YES
0.2278,NO
1.0,YES
0.1687,NO
1.0,YES
0.2796,NO
0.1939,NO
0.1789,NO
0.1939,NO
0.1939,NO
0.3034,NO
0.1789,NO
0.2796,NO
0.2947,NO
0.1534,NO
0.3097,NO
0.2865,NO
0.2287,NO
0.3427,NO
0.3258,NO
0.1316,NO
0.3138,NO
1.0,YES
0.2866,NO
1.0,YES
0.2522,NO
0.3511,NO
0.2136,NO
0.3282,NO
0.3104,NO
0.294,NO
0.2265,NO
0.1755,NO
0.3753,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2866,NO
1.0,YES
0.3753,NO
0.9589,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.2075,NO
0.3908,YES
0.7333,YES
0.2455,NO
0.316,NO
0.2455,NO
0.2251,NO
0.3157,NO
0.3144,NO
0.3667,NO
1.0,YES
0.2278,NO
1.0,YES
0.1143,NO
1.0,YES
0.1398,NO
0.2251,NO
0.316,NO
0.2251,NO
0.316,NO
0.2673,NO
0.316,NO
0.2455,NO
0.3229,NO
0.1652,NO
0.5033,YES
1.0,YES
0.5827,YES
0.6382,YES
0.344,NO
0.2493,NO
0.5227,YES
0.1395,NO
0.4491,YES
0.254,NO
0.2531,NO
0.3522,NO
0.1934,NO
0.2011,NO
1.0,YES
0.2254,NO
0.6276,YES
0.304,NO
1.0,YES
0.3369,NO
0.1643,NO
0.4856,NO
0.254,NO
0.5820000000000001,YES
0.2838,NO
1.0,YES
0.2707,NO
0.0732,NO
0.5722,NO
0.2582,NO
0.2813,NO
0.6333,NO
0.3089,NO
0.1225,NO
0.2333,NO
0.9187,YES
0.4964,NO
1.0,YES
0.3104,NO
0.24,NO
0.3166,NO
0.2225,NO
0.2852,NO
0.1727,NO
0.1993,NO
0.2019,NO
0.2221,NO
1.0,YES
0.9481,YES
1.0,YES
1.0,YES
0.2372,NO
0.9481,YES
0.2333,NO
0.3011,NO
0.1168,NO
0.5033,YES
1.0,YES
0.5589,YES
0.6382,YES
0.344,NO
0.174,NO
0.5227,YES
0.433,NO
0.4491,YES
0.4576,NO
0.2252,NO
0.3522,NO
0.2375,NO
0.1453,NO
1.0,YES
0.1573,NO
0.7959999999999999,YES
0.304,NO
1.0,YES
0.4576,NO
0.4576,NO
0.4856,NO
0.4576,NO
0.5820000000000001,YES
0.4576,NO
1.0,YES
0.2969,NO
0.3096,NO
0.3327,NO
0.1969,NO
0.2287,NO
0.3398,NO
0.2132,NO
0.2271,NO
0.4218,NO
1.0,YES
0.3327,NO
0.5949,YES
0.3323,NO
0.3511,NO
0.4316,NO
0.3282,NO
0.3104,NO
0.3096,NO
0.1534,NO
0.3096,NO
0.2489,NO
0.6851,YES
1.0,YES
1.0,YES
1.0,YES
0.4218,NO
1.0,YES
0.3327,NO
0.2947,NO
0.1339,NO
0.5722,NO
0.4156,NO
0.2813,NO
0.6333,NO
0.3258,NO
0.1187,NO
0.3745,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.32299999999999995,NO
0.1078,NO
0.3019,NO
0.4156,NO
0.188,NO
0.3308,NO
0.1309,NO
0.4156,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3745,NO
1.0,YES
0.3745,NO
0.2947,NO
0.0994,NO
0.5722,NO
0.3081,NO
0.2813,NO
0.6333,NO
0.3258,NO
0.1204,NO
0.2964,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.2629,NO
0.2201,NO
0.2435,NO
0.3104,NO
0.2435,NO
0.2902,NO
0.1912,NO
0.4809,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2964,NO
1.0,YES
0.4809,NO
0.2173,NO
0.0731,NO
0.5722,NO
0.3043,NO
0.2813,NO
0.6333,NO
0.3087,NO
0.2173,NO
0.3138,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3511,NO
0.3221,NO
0.3282,NO
0.263,NO
0.1964,NO
0.2371,NO
0.1702,NO
0.3847,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2371,NO
1.0,YES
0.3649,NO
0.3011,NO
0.2538,NO
1.0,YES
0.6407,YES
0.5589,YES
1.0,YES
0.3898,NO
0.1861,NO
1.0,YES
0.1905,NO
1.0,YES
0.1594,NO
0.4413,NO
0.3522,NO
0.3885,NO
0.2538,NO
0.4942,YES
0.2538,NO
0.6036,YES
0.304,NO
1.0,YES
0.3369,NO
0.2604,NO
0.5289,NO
0.24,NO
1.0,YES
0.2516,NO
1.0,YES
0.2133,NO
0.1547,NO
1.0,YES
0.2789,NO
0.2278,NO
0.8451,YES
0.3898,NO
0.1287,NO
1.0,YES
0.2942,NO
1.0,YES
0.1578,NO
0.4413,NO
0.3203,NO
0.2648,NO
0.184,NO
0.2354,NO
0.1398,NO
0.4591,NO
0.1725,NO
0.3831,NO
0.256,NO
0.2942,NO
0.518,NO
0.2942,NO
1.0,YES
0.3359,NO
1.0,YES
0.3229,NO
0.3014,NO
0.6062,YES
1.0,YES
0.6940000000000001,YES
0.6382,YES
0.344,NO
0.2544,NO
0.6062,YES
0.2917,NO
0.6062,YES
0.6231,NO
0.3536,NO
0.3522,NO
0.2673,NO
0.3014,NO
1.0,YES
0.3014,NO
0.6276,YES
0.304,NO
1.0,YES
0.6231,NO
0.4032,NO
0.6231,NO
0.6231,NO
0.6062,YES
0.4832,NO
1.0,YES
0.1636,NO
0.1646,NO
1.0,YES
0.5554,NO
0.23600000000000002,NO
1.0,YES
0.2604,NO
0.153,NO
0.8116,YES
0.3773,NO
1.0,YES
