50Traced_NONETRACED_MAX_RAW_LSA_98_MEDIAN,Associated
0.1548,NO
0.0652,NO
0.1406,NO
0.2164,NO
0.1494,NO
0.1986,NO
0.1488,NO
0.0679,NO
0.1689,NO
1.0,YES
0.1153,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1548,NO
0.20600000000000002,NO
0.1548,NO
0.1701,NO
0.2179,NO
0.1201,NO
1.0,YES
1.0,YES
0.3527,YES
0.245,YES
0.1573,NO
1.0,YES
0.1406,NO
1.0,YES
0.3715,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.1778,NO
0.3947,YES
0.3715,YES
0.1364,NO
0.1056,NO
0.1296,NO
0.1058,NO
0.1797,NO
0.1528,NO
0.1551,NO
0.3715,YES
0.0766,NO
1.0,YES
0.1033,NO
1.0,YES
0.0412,NO
0.1212,NO
0.1218,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1156,NO
0.1778,NO
0.0886,NO
0.1534,NO
0.2688,NO
0.2865,NO
0.2137,NO
0.2963,NO
0.1987,NO
0.061,NO
0.2252,NO
1.0,YES
0.2347,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2137,NO
0.1544,NO
0.2137,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
0.3819,YES
1.0,YES
0.2137,NO
1.0,YES
0.1505,NO
0.188,YES
1.0,YES
0.3356,NO
0.204,NO
0.204,NO
0.1525,NO
0.35200000000000004,YES
1.0,YES
0.1731,NO
0.0952,NO
0.204,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.204,NO
1.0,YES
0.204,NO
1.0,YES
0.204,NO
0.1251,NO
0.091,NO
0.11800000000000001,NO
0.1053,NO
0.2201,NO
0.1355,NO
0.1489,NO
0.0724,NO
0.1267,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.1661,NO
0.1267,NO
0.2465,YES
0.1531,NO
1.0,YES
0.1531,NO
0.2165,NO
0.2003,NO
0.1934,NO
0.1267,NO
1.0,YES
0.1267,NO
1.0,YES
0.1481,NO
1.0,YES
0.073,NO
0.0677,NO
0.2298,NO
0.1531,NO
1.0,YES
0.0968,NO
0.2078,YES
0.1926,NO
0.0732,NO
0.2688,NO
0.2582,NO
0.2524,NO
0.2963,NO
0.1987,NO
0.1225,NO
0.2252,NO
1.0,YES
0.2524,NO
1.0,YES
0.1987,NO
0.1834,NO
0.1689,NO
0.1926,NO
0.2524,NO
0.1926,NO
0.2524,NO
0.2019,NO
0.2524,NO
0.3897,YES
0.4613,YES
0.3819,YES
1.0,YES
0.2524,NO
1.0,YES
0.2286,NO
0.1328,NO
0.0774,NO
0.2886,YES
1.0,YES
1.0,YES
0.2373,YES
0.0885,NO
0.0604,NO
0.2212,YES
