50Traced_NONETRACED_SUM_SINGLE_VSM_25_SUM,Associated
0.09889874141876431,NO
0.023798627002288325,NO
0.11654748283752861,NO
0.19477974828375286,NO
0.11132723112128148,NO
0.08385297482837531,NO
0.15091533180778033,NO
0.025214530892448517,NO
0.15411899313501148,NO
0.44354977116704813,YES
0.09279176201372999,NO
0.4442934782608696,YES
0.09217677345537759,NO
0.06940789473684211,NO
0.08445366132723114,NO
0.03814359267734554,NO
0.21071224256292906,NO
0.05625,NO
0.1499141876430206,NO
0.11310068649885585,NO
0.19841247139588103,NO
0.3887299771167048,YES
0.3676773455377575,YES
0.41780606407322657,YES
0.37464244851258593,YES
0.1484696796338673,NO
0.3161899313501144,YES
0.11098398169336388,NO
0.14429347826086958,YES
0.2297053775743707,YES
0.24568077803203664,NO
0.14097540045766593,NO
0.10413329519450804,NO
0.23006292906178494,NO
0.34550915331807786,YES
0.24392162471395878,YES
0.1760297482837529,NO
0.1008438215102975,NO
0.20925343249427922,NO
0.09108981693363846,NO
0.11182780320366134,NO
0.07976258581235701,NO
0.07838958810068652,NO
0.2908180778032037,YES
0.15596395881006866,NO
0.15300343249427922,YES
0.1067934782608696,NO
0.37951945080091537,YES
0.1103117848970252,NO
0.12339816933638445,NO
0.08729977116704807,NO
0.1439359267734554,NO
0.10094393592677348,NO
0.2558924485125858,NO
0.07419908466819222,NO
0.1603546910755149,NO
0.0860554919908467,NO
0.05153032036613272,NO
0.069279176201373,NO
0.21780606407322656,NO
0.1152745995423341,NO
0.03827231121281465,NO
0.15210240274599546,NO
0.02717391304347827,NO
0.09612414187643023,NO
0.5387299771167049,YES
0.05888157894736842,NO
0.4752145308924486,YES
0.04021739130434784,NO
0.011312929061784896,NO
0.030635011441647604,NO
0.04593821510297482,NO
0.1590389016018307,NO
0.0341104118993135,NO
0.15195938215102978,NO
0.09392162471395882,NO
0.19593821510297485,NO
0.5278890160183066,YES
0.4795194508009154,YES
0.4885869565217391,YES
0.4176773455377575,YES
0.10727974828375289,NO
0.4244279176201374,YES
0.0908466819221968,NO
0.253175057208238,YES
0.30918192219679635,YES
0.15672196796338678,NO
0.14975686498855836,NO
0.08064931350114418,NO
0.13649885583524032,NO
0.43521167048054926,YES
0.36405892448512583,YES
0.12575800915331808,NO
0.0911184210526316,NO
0.08901601830663616,NO
0.06463100686498857,NO
0.24695366132723118,NO
0.2546195652173913,NO
0.23880148741418766,NO
0.39490846681922204,YES
0.10441933638443937,NO
0.25021453089244855,YES
0.03180778032036614,NO
0.4648312356979406,YES
0.08950228832951945,NO
0.09834096109839818,NO
0.08209382151029748,NO
0.03862986270022883,NO
0.09651029748283754,NO
0.1379004576659039,NO
0.056807780320366145,NO
0.05437643020594966,NO
0.027045194508009157,NO
0.10005720823798628,NO
0.2623426773455378,YES
0.577545766590389,YES
0.6280749427917621,YES
0.3259725400457667,YES
0.12754576659038902,NO
0.015832379862700238,NO
0.27395594965675063,YES
0.12964816933638448,NO
0.2474971395881007,YES
0.07940503432494278,NO
0.1959096109839817,NO
0.16862128146453093,NO
0.15015732265446227,NO
0.046581807780320374,NO
0.6859982837528604,YES
0.0050772311212814655,NO
0.580592105263158,YES
0.16232837528604122,NO
0.5421195652173914,YES
0.09385011441647598,NO
0.08684210526315789,NO
0.17824656750572085,NO
0.09034610983981695,NO
0.27452803203661336,YES
0.08087814645308924,NO
0.29020308924485133,YES
0.1346538901601831,NO
0.06443077803203662,NO
0.15697940503432495,NO
0.28871567505720824,NO
0.19539473684210526,NO
0.10516304347826089,NO
0.23591247139588106,NO
0.07645881006864988,NO
0.1364559496567506,NO
0.5752145308924486,YES
0.12005148741418764,NO
0.5422768878718536,YES
0.09140446224256293,NO
0.05394736842105264,NO
0.07488558352402744,NO
0.07530034324942794,NO
0.25263157894736843,NO
0.06819221967963388,NO
0.2208381006864989,NO
0.16390160183066363,NO
0.24239130434782608,NO
0.5334239130434782,YES
0.5205663615560642,YES
0.514845537757437,YES
0.4791189931350115,YES
0.1751430205949657,NO
0.4282465675057209,YES
0.15286041189931351,NO
0.06563215102974829,NO
0.07903318077803204,NO
0.24871281464530892,YES
0.6504004576659039,YES
0.6854118993135012,YES
0.31903604118993134,YES
0.14663901601830667,NO
0.02186784897025172,NO
0.27863272311212817,YES
0.2893020594965675,NO
0.23667048054919915,YES
0.2357408466819222,NO
0.2196510297482838,NO
0.19201945080091537,NO
0.19576659038901606,NO
0.055534897025171635,NO
0.7071510297482838,YES
0.0373712814645309,NO
0.6089530892448513,YES
0.19058924485125858,NO
0.5857408466819222,YES
0.23502574370709384,NO
0.2563930205949657,NO
0.24955663615560641,NO
0.26663329519450807,NO
0.28904462242562934,YES
0.15464816933638445,NO
0.29412185354691084,YES
0.10274599542334098,NO
0.055863844393592675,NO
0.19598112128146453,NO
0.15351830663615562,NO
0.08685640732265446,NO
0.17883295194508012,NO
0.14164759725400458,NO
0.06291475972540045,NO
0.2139731121281465,NO
0.3590245995423341,YES
0.21350114416475974,NO
0.4035183066361556,YES
0.06797768878718538,NO
0.027703089244851264,NO
0.03195080091533181,NO
0.03519736842105264,NO
0.08268020594965675,NO
0.04994279176201374,NO
0.10217391304347828,NO
0.11194221967963389,NO
0.12534324942791766,NO
0.3385154462242563,YES
0.31477402745995425,YES
0.35330377574370714,YES
0.4250143020594966,YES
0.20743707093821512,NO
0.32262585812356986,YES
0.17221109839816937,NO
0.10627860411899315,NO
0.11141304347826089,NO
0.3299485125858124,NO
0.21354405034324947,NO
0.1654605263157895,NO
0.3182351258581236,NO
0.17538615560640733,NO
0.054748283752860415,NO
0.3247854691075515,NO
0.44974256292906184,YES
0.3229977116704806,NO
0.39712528604118996,YES
0.09576659038901603,NO
0.022039473684210532,NO
0.037685926773455385,NO
0.0763586956521739,NO
0.25892448512585814,NO
0.05859553775743707,NO
0.2726830663615561,NO
0.1596109839816934,NO
0.275429061784897,NO
0.4603689931350115,YES
0.4163901601830664,YES
0.5854118993135012,YES
0.40471967963386735,YES
0.32366990846681926,NO
0.40938215102974834,YES
0.35429061784897026,NO
0.134954233409611,NO
0.07026601830663615,NO
0.17116704805491995,NO
0.2288186498855836,NO
0.14892734553775747,NO
0.11789187643020596,NO
0.1889302059496568,NO
0.06300057208237986,NO
0.14958524027459957,NO
0.494179061784897,YES
0.14453661327231127,NO
0.45266018306636163,YES
0.0925629290617849,NO
0.055663615560640735,NO
0.08672768878718537,NO
0.057580091533180784,NO
0.2043192219679634,NO
0.0704233409610984,NO
0.1695938215102975,NO
0.14639588100686501,NO
0.21295766590389018,NO
0.4618993135011442,YES
0.46915045766590396,YES
0.47371281464530895,YES
0.42997711670480554,YES
0.1742562929061785,NO
0.3670623569794051,YES
0.1784038901601831,NO
0.07694508009153317,NO
0.022282608695652177,NO
0.11430205949656752,NO
0.2533037757437071,NO
0.1608409610983982,NO
0.07361270022883296,NO
0.11151315789473684,NO
0.0,NO
0.11102688787185355,NO
0.5016018306636156,YES
0.07181064073226545,NO
0.44699656750572087,YES
0.1220537757437071,NO
0.09207665903890161,NO
0.11727688787185356,NO
0.012828947368421058,NO
0.21475972540045768,NO
0.023483981693363853,NO
0.15075800915331808,NO
0.09189073226544622,NO
0.23370995423340962,NO
0.4467391304347827,YES
0.4558781464530893,YES
0.4268592677345538,YES
0.40263157894736845,YES
0.14197654462242565,NO
0.32718821510297486,YES
0.12243993135011444,NO
0.0795337528604119,NO
0.12890446224256294,NO
1.0,YES
0.2041905034324943,YES
0.23185068649885587,YES
0.9987843249427919,YES
0.1402745995423341,NO
0.054347826086956534,NO
0.9073655606407324,YES
0.08422482837528605,NO
0.9966104118993135,YES
0.08026315789473684,NO
0.32022311212814647,NO
0.1420337528604119,NO
0.11485983981693365,NO
0.06837814645308926,NO
0.40689359267734554,YES
0.030906750572082378,NO
0.37700228832951943,YES
0.27173913043478265,NO
0.34449370709382154,YES
0.1117991990846682,NO
0.0728403890160183,NO
0.48938787185354704,NO
0.2592677345537758,NO
0.9381864988558354,YES
0.18040617848970256,NO
0.8885154462242564,YES
0.10394736842105262,NO
0.09147597254004577,NO
0.6741132723112129,YES
0.20061498855835244,NO
0.15587814645308926,NO
0.6670194508009153,YES
0.0840245995423341,NO
0.0487271167048055,NO
0.6837814645308925,YES
0.14403604118993135,NO
0.6842677345537759,YES
0.12488558352402748,NO
0.28721395881006867,NO
0.16614702517162472,NO
0.11764874141876433,NO
0.04006006864988559,NO
0.24888443935926774,NO
0.010612128146453091,NO
0.2946653318077804,NO
0.15057208237986272,NO
0.2556064073226545,NO
0.1525600686498856,NO
0.09070366132723112,NO
0.36747711670480554,NO
0.25167334096109845,NO
0.6362271167048056,YES
0.2190646453089245,NO
0.58079233409611,YES
0.07654462242562929,NO
0.12846109839816935,NO
0.5263729977116706,YES
0.6469393592677346,YES
0.688758581235698,YES
0.558466819221968,YES
0.2326229977116705,NO
0.0328804347826087,NO
0.48582665903890165,YES
0.45334668192219685,NO
0.4998140732265447,YES
0.378275171624714,NO
0.19140446224256294,NO
0.10815217391304349,NO
0.07568649885583525,NO
0.06577517162471397,NO
0.8171052631578949,YES
0.029033180778032047,NO
0.7139159038901604,YES
0.1928060640732266,NO
0.6544765446224258,YES
0.42517162471395886,NO
0.40070080091533183,NO
0.5957951945080092,NO
0.376787757437071,NO
0.511970823798627,YES
0.4225114416475973,NO
0.5797625858123571,YES
0.07971967963386728,NO
0.10180205949656751,NO
0.39342105263157895,YES
0.13945938215102974,NO
0.1294908466819222,NO
0.4219536613272312,YES
0.07356979405034325,NO
0.03941647597254005,NO
0.47148169336384443,YES
0.1561784897025172,NO
0.4177059496567506,YES
0.15230263157894738,NO
0.12472826086956523,NO
0.07721681922196796,NO
0.05597826086956522,NO
0.012056636155606412,NO
0.19693935926773454,NO
0.0031321510297482834,NO
0.27066647597254007,NO
0.07561498855835241,NO
0.19201945080091537,NO
0.17552917620137304,NO
0.14450800915331813,NO
0.39021739130434785,NO
0.2376144164759726,NO
0.3349113272311214,YES
0.28632723112128144,NO
0.3876859267734554,YES
0.06856407322654462,NO
0.10024313501144166,NO
0.19844107551487417,YES
0.590245995423341,YES
0.612929061784897,YES
0.27005148741418766,YES
0.1448941647597254,NO
0.01952231121281464,NO
0.24610983981693368,YES
0.16850686498855835,NO
0.17930491990846684,YES
0.11723398169336385,NO
0.27715961098398173,NO
0.255921052631579,NO
0.26423054919908473,NO
0.06022597254004578,NO
0.6682351258581237,YES
0.04177631578947368,NO
0.5349399313501145,YES
0.2013300915331808,NO
0.5473684210526317,YES
0.12673054919908466,NO
0.12657322654462244,NO
0.15088672768878722,NO
0.14324942791762013,NO
0.23022025171624716,YES
0.053117848970251715,NO
0.22461384439359272,YES
0.3540474828375286,YES
0.24342105263157898,YES
0.3545766590389017,NO
0.2371567505720824,NO
0.16647597254004579,NO
0.3136441647597254,NO
0.42667334096109844,YES
0.3666189931350115,YES
0.30193077803203666,NO
0.1404176201372998,NO
0.3114988558352403,NO
0.1243850114416476,NO
0.24560926773455383,NO
0.20544908466819223,NO
0.21945080091533184,NO
0.3387442791762014,YES
0.20672196796338677,NO
0.31636155606407323,YES
0.181350114416476,NO
0.49655320366132727,YES
0.17036613272311216,NO
0.13810068649885585,NO
0.15134439359267737,NO
0.20686498855835245,NO
0.18668478260869567,NO
0.31171338672768883,NO
0.12741704805491993,NO
0.2452517162471396,NO
0.08074942791762016,NO
0.13146453089244853,NO
0.8840675057208239,YES
0.14284897025171625,YES
0.14934210526315791,YES
0.8914187643020596,YES
0.126158466819222,NO
0.04992848970251717,NO
0.8775600686498857,YES
0.06474542334096112,NO
0.8869994279176201,YES
0.05925343249427919,NO
0.3776172768878719,NO
0.2107980549199085,NO
0.16721967963386727,NO
0.06776315789473686,NO
0.30306064073226546,YES
0.0363129290617849,NO
0.3056779176201373,YES
0.21360125858123574,NO
0.292362700228833,YES
0.09101830663615562,NO
0.0447225400457666,NO
0.41826372997711675,NO
0.2431922196796339,NO
0.8151601830663615,YES
0.13861556064073227,NO
0.8264159038901602,YES
0.11475972540045767,NO
0.1508438215102975,NO
0.903504004576659,YES
0.24349256292906185,YES
0.2326945080091533,YES
0.8511155606407322,YES
0.18137871853546914,NO
0.08336670480549202,NO
0.7872854691075515,YES
0.1420766590389016,NO
0.8784324942791764,YES
0.09031750572082381,NO
0.32053775743707097,NO
0.15720823798627007,NO
0.13425343249427918,NO
0.10286041189931353,NO
0.42056636155606414,YES
0.06723398169336384,NO
0.32718821510297486,YES
0.28423913043478266,NO
0.3554204805491991,YES
0.15709382151029752,NO
0.1335526315789474,NO
0.4734982837528604,NO
0.22924771167048064,NO
0.8506435926773456,YES
0.15685068649885586,NO
0.7982122425629291,YES
0.10899599542334099,NO
0.1665474828375286,NO
0.9360697940503433,YES
0.18518306636155607,YES
0.15444794050343252,YES
0.8790903890160184,YES
0.21229977116704807,NO
