50Traced_NONETRACED_SUM_SINGLE_LSA_11_MEDIAN,Associated
0.5248,NO
0.5993,NO
1.2375,NO
1.3571,NO
0.9119,NO
0.8554,NO
0.7390000000000001,NO
0.5746,NO
1.5299,NO
2.3839,YES
0.7163,NO
2.0122,YES
0.8546,NO
1.1,NO
0.8046,NO
0.4665,NO
1.5367,NO
0.3992,NO
1.1115,NO
0.7879,NO
0.8009,NO
1.8461,YES
2.1731,YES
2.0821,YES
2.0272,YES
0.9389,NO
1.8138,YES
1.2546,NO
1.5757,YES
1.2424,YES
1.1446,NO
1.0956,NO
0.9785,NO
0.8503,NO
2.3236,YES
2.4879,YES
0.6278,NO
0.3257,NO
0.7605,NO
0.4007,NO
0.1797,NO
0.3957,NO
0.2416,NO
1.6641,YES
1.1583,NO
1.6947,YES
1.1797,NO
2.347,YES
0.8962,NO
0.2903,NO
0.7312,NO
0.25,NO
0.1949,NO
0.7561,NO
0.4085,NO
0.7198,NO
0.3908,NO
0.3348,NO
1.3707,NO
1.7277,NO
0.7319,NO
1.3892,NO
0.5536,NO
0.2262,NO
1.5526,NO
3.0055,YES
1.0388,NO
2.7603,YES
0.3985,NO
0.4459,NO
0.294,NO
0.1938,NO
1.465,NO
0.456,NO
1.0288,NO
0.3785,NO
0.6593,NO
2.7144,YES
3.0442,YES
2.6746,YES
2.3167,YES
1.4241,NO
2.0089,YES
1.0684,NO
2.2558,YES
1.5057,YES
1.9058,NO
1.1396,NO
0.6808,NO
1.581,NO
2.5546,YES
2.819,YES
2.1222,NO
0.9995,NO
1.6913,NO
1.3689,NO
1.5942,NO
1.854,NO
1.6948,NO
2.2194,YES
1.3156,NO
2.0245,YES
0.8968,NO
3.1705,YES
0.6264,NO
1.0656,NO
1.4766,NO
1.0241,NO
1.3371,NO
1.5652,NO
1.3912,NO
2.346,NO
0.5091,NO
0.5523,NO
0.9628,YES
4.2861,YES
4.0606,YES
1.9512,YES
1.0192,NO
0.3556,NO
1.3212,YES
0.547,NO
1.1566,YES
0.7328,NO
0.2165,NO
0.5194,NO
0.3595,NO
0.2295,NO
4.7666,YES
0.2095,NO
4.4231,YES
0.5632,NO
3.8284,YES
0.2724,NO
0.8594,NO
0.3272,NO
0.4475,NO
1.6277,YES
1.3191,NO
1.3414,YES
0.5226,NO
0.3826,NO
1.3835,NO
1.7377,NO
0.6633,NO
1.1525,NO
0.6576,NO
0.4693,NO
1.4491,NO
3.1985,YES
0.8222,NO
2.8404,YES
0.501,NO
0.4404,NO
0.3278,NO
0.2157,NO
1.5318,NO
0.6427,NO
1.0729,NO
0.4717,NO
0.7415,NO
2.7397,YES
3.1361,YES
2.8858,YES
2.3785,YES
1.2081,NO
2.1478,YES
1.0568,NO
0.4876,NO
0.7421,NO
1.0557,YES
4.7145,YES
3.905,YES
2.4485,YES
1.1102,NO
0.2175,NO
1.9316,YES
1.4,NO
1.5795,YES
1.6248,NO
0.7353,NO
0.9454,NO
0.7928,NO
0.1696,NO
4.6531,YES
0.141,NO
4.3753,YES
0.6885,NO
3.5966,YES
1.2225,NO
1.8938,NO
0.889,NO
1.3324,NO
2.2078,YES
1.5738,NO
1.7725,YES
0.3276,NO
0.5376,NO
1.4932,NO
1.3054,NO
0.2146,NO
1.3027,NO
0.4914,NO
0.3997,NO
1.8043,NO
3.1192,YES
1.0951,NO
2.7569999999999997,YES
0.6653,NO
0.6532,NO
0.5409,NO
0.4237,NO
1.0323,NO
0.5295,NO
0.6665,NO
0.4535,NO
0.2098,NO
2.7477,YES
2.9567,YES
2.7469,YES
2.3404,YES
1.3801,NO
1.8954,YES
1.1706,NO
0.4111,NO
0.4591,NO
1.5835,NO
1.6569999999999998,NO
0.6677,NO
1.3359,NO
0.6336,NO
0.4333,NO
1.8302,NO
3.3445,YES
0.9009,NO
2.7727,YES
0.4861,NO
0.3607,NO
0.1143,NO
0.3734,NO
1.7239,NO
0.498,NO
1.3052,NO
0.4426,NO
0.7946,NO
2.8982,YES
2.9647,YES
3.2212,YES
2.5378,YES
1.2032,NO
2.5514,YES
1.1494,NO
0.5569,NO
0.4866,NO
1.6257,NO
1.8574,NO
0.7309,NO
1.1299,NO
0.5909,NO
0.5674,NO
1.5986,NO
3.5119,YES
0.7647,NO
2.844,YES
0.4737,NO
0.6071,NO
0.3945,NO
0.4304,NO
1.6422,NO
0.6316,NO
1.1459,NO
0.4834,NO
0.7713,NO
2.8865,YES
3.2968,YES
3.1818,YES
2.4917,YES
1.2168,NO
2.4771,YES
1.2081,NO
0.6883,NO
0.3668,NO
1.364,NO
2.0663,NO
0.9744,NO
1.0347,NO
0.6228,NO
0.4837,NO
1.5932,NO
3.5732,YES
0.7001,NO
3.0022,YES
0.7408,NO
0.8704,NO
0.5797,NO
0.3339,NO
1.9953,NO
0.6859,NO
1.386,NO
0.6019,NO
0.9944,NO
3.0289,YES
3.4125,YES
3.2538,YES
2.6514,YES
1.1345,NO
2.4792,YES
1.1187,NO
0.6764,NO
0.754,NO
5.2664,YES
1.6113,YES
1.7286,YES
6.0885,YES
1.0752,NO
0.6973,NO
5.3619,YES
0.2034,NO
5.5641,YES
0.414,NO
0.7187,NO
0.5511,NO
0.4077,NO
0.4752,NO
2.3932,YES
0.4549,NO
2.383,YES
0.8438,NO
2.158,YES
0.758,NO
0.7687,NO
0.7926,NO
0.3588,NO
5.2189,YES
2.6334,NO
5.1818,YES
0.4371,NO
0.401,NO
3.3747,YES
1.5376,NO
1.2331,NO
3.7144,YES
0.5576,NO
0.2442,NO
3.4661,YES
0.6975,NO
3.2463,YES
0.4282,NO
0.3264,NO
0.6819,NO
0.5429999999999999,NO
0.2243,NO
1.7996,NO
0.2155,NO
2.0788,NO
0.3488,NO
1.4361,NO
0.473,NO
0.7297,NO
0.7863,NO
0.7418,NO
3.1892,YES
1.9025,NO
3.3501,YES
0.8325,NO
0.9899,NO
4.2302,YES
5.2128,YES
4.4082,YES
5.752999999999999,YES
1.6236,NO
0.4739,NO
5.2804,YES
1.7046,NO
4.9508,YES
2.0132,NO
1.7473,NO
1.8726,NO
1.6834,NO
0.3549,NO
5.631,YES
0.3206,NO
5.8895,YES
1.0278,NO
4.4628,YES
1.7369999999999999,NO
2.4633,NO
1.8161,NO
1.797,NO
4.9479,YES
3.0671,NO
5.1455,YES
0.3448,NO
0.5667,NO
4.0229,YES
1.2376,NO
0.9944,NO
4.6375,YES
0.7509999999999999,NO
0.3153,NO
4.2919,YES
0.498,NO
4.0596,YES
0.621,NO
0.7829999999999999,NO
0.5994,NO
0.3683,NO
0.1942,NO
2.0393,NO
0.2869,NO
1.8649,NO
0.5066,NO
1.5081,NO
1.0448,NO
0.9361,NO
1.0785,NO
0.4108,NO
3.8755,YES
2.3071,NO
4.1187,YES
0.8034,NO
0.7709,NO
1.4745,YES
4.6104,YES
3.8063,YES
2.8573,YES
1.4962,NO
0.4089,NO
2.8872,YES
1.1243,NO
2.0043,YES
1.6823,NO
1.7066,NO
2.0866,NO
1.9152,NO
0.2419,NO
5.2205,YES
0.4558,NO
4.6658,YES
1.0411,NO
3.6843,YES
0.9704,NO
1.7366,NO
1.0341,NO
1.3862,NO
2.5199,YES
1.8808,NO
2.8031,YES
2.2168,YES
1.2016,YES
1.6201,NO
0.2962,NO
0.3065,NO
0.7070000000000001,NO
2.438,YES
3.0522,YES
0.9149,NO
0.4442,NO
0.8599,NO
0.3047,NO
0.2131,NO
0.3214,NO
0.2203,NO
2.1382,YES
0.5956,NO
2.2193,YES
0.4882,NO
2.8529,YES
0.4329,NO
0.3403,NO
0.4885,NO
0.503,NO
0.3973,NO
0.6482,NO
0.8217,NO
0.9625,NO
0.6085,NO
0.7294,NO
5.8025,YES
1.8482,YES
1.8763,YES
6.0665,YES
1.3379,NO
0.6571,NO
5.8386,YES
0.9167,NO
5.5958,YES
0.8958,NO
0.9738,NO
1.0311,NO
0.9781,NO
0.2179,NO
2.6696,YES
0.3526,NO
2.6853,YES
0.47600000000000003,NO
2.1989,YES
1.1683,NO
1.5326,NO
1.7558,NO
0.7902,NO
5.3088,YES
3.3082,NO
5.7976,YES
0.3957,NO
0.6755,NO
4.4015,YES
1.4988,YES
1.6739,YES
5.044,YES
1.0292,NO
0.4778,NO
4.4513,YES
0.1886,NO
4.5952,YES
0.3778,NO
0.6474,NO
0.6493,NO
0.57,NO
0.1713,NO
2.0403,YES
0.1888,NO
1.9294,YES
0.4437,NO
1.8242,YES
0.5893,NO
0.8909999999999999,NO
0.628,NO
0.2153,NO
4.5042,YES
2.1748,NO
4.4487,YES
0.7306,NO
0.7916,NO
6.0259,YES
1.7624,YES
1.8134,YES
6.3172,YES
1.4258,NO
0.7703,NO
5.7368,YES
1.2889,NO
5.6962,YES
1.1614,NO
0.8054,NO
0.9283,NO
0.6186,NO
0.3208,NO
2.7778,YES
0.551,NO
2.3903,YES
0.8394,NO
2.206,YES
1.5276,NO
1.8677,NO
2.0468,NO
0.9254,NO
5.4189,YES
3.6556,NO
5.6879,YES
0.45399999999999996,NO
0.6621,NO
5.3368,YES
1.3602,YES
1.6721,YES
6.0744,YES
1.2001,NO
0.5741,NO
5.4206,YES
0.1853,NO
5.6935,YES
0.4479,NO
0.6066,NO
0.4376,NO
0.4778,NO
0.2452,NO
1.9554,YES
0.2697,NO
2.1303,YES
0.4402,NO
1.8526,YES
0.7565,NO
0.8972,NO
0.9265,NO
0.34,NO
5.3274,YES
2.4939,NO
5.119,YES
0.5288,NO
0.7087,NO
0.8452,YES
4.3636,YES
3.8807,YES
2.0722,YES
1.0789,NO
0.3079,NO
1.7855,YES
0.9145,NO
1.3405,YES
1.3742,NO
1.1537,NO
1.5181,NO
1.3191,NO
0.2681,NO
4.6389,YES
0.2064,NO
4.169,YES
0.8244,NO
3.4912,YES
0.7040000000000001,NO
1.5052,NO
0.5573,NO
0.9889,NO
1.8988,YES
1.2664,NO
1.8265,YES
0.6536,NO
0.7674,NO
2.094,YES
4.218999999999999,YES
3.8817,YES
2.9362,YES
1.1953,NO
0.3143,NO
2.3562,YES
0.8469,NO
2.1261,YES
0.7793,NO
0.4032,NO
0.8027,NO
0.4756,NO
0.1825,NO
4.9118,YES
0.1772,NO
4.3084,YES
0.753,NO
3.8638,YES
0.6534,NO
1.1157,NO
0.6759999999999999,NO
0.7367,NO
2.4628,YES
2.2849,NO
2.5969,YES
0.6421,NO
0.4442,NO
0.971,NO
1.2582,NO
0.8025,NO
1.3582,NO
0.9245,NO
0.3922,NO
2.2231,NO
0.3773,NO
1.2508,NO
0.5462,NO
1.9738,YES
2.1991,YES
2.2178,YES
0.1058,NO
1.5302,NO
0.3986,NO
1.0327,NO
0.7932,NO
0.6777,NO
0.4063,NO
0.7513,NO
0.5683,NO
0.5643,NO
1.3232,NO
0.8686,NO
2.2281,NO
1.5019999999999998,YES
1.1886,YES
0.7555,NO
0.3022,NO
0.1696,NO
0.2499,NO
1.649,YES
2.4209,YES
0.474,NO
0.3444,NO
0.3172,NO
0.5457,NO
0.406,NO
0.6063,NO
0.5222,NO
2.1398,YES
0.3349,NO
1.6487,YES
0.2536,NO
2.3609999999999998,YES
0.1177,NO
0.239,NO
0.4368,NO
0.2129,NO
0.435,NO
0.293,NO
0.2192,NO
0.5172,NO
0.5876,NO
0.7285,NO
2.1043,YES
4.5767,YES
4.3066,YES
3.3032,YES
1.3183,NO
0.2504,NO
2.6394,YES
0.6482,NO
2.4218,YES
0.9295,NO
0.6222,NO
1.1575,NO
0.9101,NO
0.1294,NO
5.2891,YES
0.1262,NO
4.8186,YES
0.7874,NO
4.1818,YES
0.4949,NO
1.1981,NO
0.5155,NO
0.7119,NO
2.8034,YES
1.9689,NO
2.8022,YES
2.1413,YES
0.5994,YES
1.1383,NO
0.4671,NO
0.2555,NO
0.5073,NO
1.5901,YES
2.3825,YES
0.7609,NO
0.7085,NO
0.6699,NO
0.6614,NO
0.5211,NO
0.5999,NO
0.4694,NO
1.5621,YES
0.5824,NO
2.0909,YES
0.3989,NO
2.4322,YES
0.299,NO
0.519,NO
0.6924,NO
0.63,NO
0.629,NO
0.4584,NO
0.7174,NO
0.84,NO
0.9658,NO
0.4727,NO
0.6641,NO
1.7621,NO
0.8015,NO
0.8653,NO
1.0758,NO
0.8279,NO
1.0015,NO
2.3431,YES
0.6147,NO
2.437,YES
0.7236,NO
0.7340000000000001,NO
0.5946,NO
0.6474,NO
1.4271,NO
0.8963,NO
1.0906,NO
1.1764,NO
0.6813,NO
2.2212,YES
2.5928,YES
2.0483,YES
2.1111,YES
0.9132,NO
1.4703,YES
0.7426,NO
2.1457,YES
0.4956,YES
0.6815,NO
0.4769,NO
0.3494,NO
0.3211,NO
1.6696,YES
2.3419,YES
0.3139,NO
0.2601,NO
0.4422,NO
