50Traced_NONETRACED_MAX_RAW_VSM_78_SUM,Associated
0.12423452768729641,NO
0.046644951140065144,NO
0.1414983713355049,NO
0.2246905537459284,NO
0.1274267100977199,NO
0.22742671009771992,NO
0.14319218241042347,NO
0.061758957654723126,NO
0.23211726384364822,NO
0.7876872964169382,YES
0.1684039087947883,NO
0.8470358306188926,YES
0.17863192182410426,NO
0.24690553745928345,NO
0.24638436482084697,NO
0.09250814332247559,NO
0.10338762214983714,NO
0.08977198697068403,NO
0.14410423452768734,NO
0.21817589576547236,NO
0.08970684039087948,NO
0.6775895765472314,YES
0.6792182410423453,YES
0.7355048859934854,YES
0.23276872964169387,YES
0.22469055374592836,NO
0.28885993485342026,YES
0.1454723127035831,NO
0.6966775244299674,YES
0.18175895765472316,YES
0.2865798045602606,NO
0.14553745928338765,NO
0.10071661237785019,NO
0.1251465798045603,NO
0.474527687296417,YES
0.2600651465798046,YES
0.12573289902280133,NO
0.1401954397394137,NO
0.13081433224755706,NO
0.1403257328990228,NO
0.2119869706840391,NO
0.11602605863192185,NO
0.1959609120521173,NO
0.8099674267100977,YES
0.09941368078175898,NO
0.31159609120521176,YES
0.0355700325732899,NO
0.37068403908794795,YES
0.050553745928338764,NO
0.13452768729641698,NO
0.10566775244299677,NO
0.15185667752443002,NO
0.0511400651465798,NO
0.1908794788273616,NO
0.144299674267101,NO
0.13257328990228018,NO
0.09302931596091205,NO
0.1264495114006515,NO
0.17244299674267102,NO
0.2962866449511401,NO
0.1791530944625407,NO
0.2132899022801303,NO
0.13074918566775245,NO
0.04827361563517915,NO
0.2570684039087948,NO
0.9248208469055376,YES
0.19016286644951141,NO
0.7581107491856678,YES
0.2056026058631922,NO
0.2316612377850163,NO
0.2112052117263844,NO
0.1647557003257329,NO
0.2094462540716613,NO
0.12045602605863194,NO
0.24143322475570034,NO
0.14964169381107492,NO
0.25452768729641695,NO
0.4744625407166124,YES
0.9038436482084691,YES
0.8648208469055375,YES
0.25035830618892513,YES
0.1938110749185668,NO
0.7523778501628665,YES
0.1672312703583062,NO
0.7117263843648209,YES
0.12964169381107496,YES
0.28618892508143323,NO
0.1585667752442997,NO
0.1241042345276873,NO
