50Traced_NONETRACED_MAX_RAW_VSM_96_MAX,Associated
0.1686,NO
0.0652,NO
0.1144,NO
0.2164,NO
0.1379,NO
0.1406,NO
0.1987,NO
0.0679,NO
0.1689,NO
1.0,YES
0.2347,NO
0.33799999999999997,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.1663,NO
0.1109,NO
0.1843,NO
0.2179,NO
0.1663,NO
0.2383,YES
0.3053,YES
0.3819,YES
0.245,YES
0.1573,NO
1.0,YES
0.1406,NO
0.4428,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.1405,NO
0.3947,YES
0.3413,YES
0.1364,NO
0.1056,NO
0.1296,NO
0.1058,NO
0.1835,NO
0.1766,NO
0.1835,NO
0.2811,YES
0.1138,NO
1.0,YES
0.0583,NO
1.0,YES
0.0742,NO
0.1212,NO
0.0769,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1119,NO
0.1405,NO
0.1686,NO
0.1534,NO
0.2137,NO
0.2865,NO
0.2137,NO
0.1666,NO
0.1987,NO
0.061,NO
0.2187,NO
1.0,YES
0.2347,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2137,NO
0.1544,NO
0.2137,NO
0.1755,NO
0.2202,NO
0.5256,YES
1.0,YES
0.5256,YES
0.1771,YES
0.1659,NO
0.4064,YES
0.2137,NO
1.0,YES
0.1949,YES
0.3356,NO
0.1662,NO
0.204,NO
0.1692,NO
1.0,YES
0.1602,YES
0.204,NO
0.1841,NO
0.1489,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2075,NO
0.3834,YES
0.204,NO
1.0,YES
0.204,NO
0.3081,YES
0.0995,NO
0.1355,NO
0.1143,NO
0.1355,NO
0.1053,NO
0.2201,NO
0.1841,NO
0.204,NO
0.1566,NO
0.1088,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.1661,NO
0.0371,NO
1.0,YES
0.1475,NO
0.2134,YES
0.1443,NO
0.2165,NO
0.2199,NO
0.2037,NO
0.0891,NO
1.0,YES
0.1088,NO
1.0,YES
0.1481,NO
1.0,YES
0.073,NO
0.2192,NO
0.2298,NO
0.0948,NO
0.2732,YES
0.1335,NO
1.0,YES
0.1544,NO
0.0785,NO
0.2524,NO
0.2582,NO
0.2524,NO
0.1701,NO
0.1684,NO
0.1926,NO
0.2524,NO
1.0,YES
0.1577,NO
1.0,YES
0.1987,NO
0.1756,NO
0.1813,NO
0.159,NO
0.2524,NO
0.1926,NO
0.2524,NO
0.2019,NO
0.1498,NO
1.0,YES
1.0,YES
1.0,YES
0.2894,YES
0.2226,NO
0.485,YES
0.2524,NO
0.1566,NO
0.0774,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.1661,NO
0.1132,NO
1.0,YES
0.2598,NO
0.2134,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1481,NO
1.0,YES
0.2548,NO
0.2206,NO
0.2548,NO
0.1032,NO
0.2732,YES
0.1256,NO
1.0,YES
0.1686,NO
0.1809,NO
0.2381,NO
0.19,NO
0.1547,NO
0.2369,NO
0.1987,NO
0.1755,NO
0.1999,NO
1.0,YES
0.2347,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.159,NO
0.1464,NO
0.1809,NO
0.1843,NO
0.2256,NO
0.1464,NO
0.3196,YES
1.0,YES
0.3819,YES
0.3108,YES
0.2405,NO
0.4061,YES
0.2369,NO
0.1495,NO
0.1339,NO
0.22399999999999998,NO
0.1967,NO
0.1879,NO
0.2213,NO
0.1579,NO
0.0967,NO
0.2198,NO
1.0,YES
0.2344,NO
1.0,YES
0.1331,NO
0.1697,NO
0.0647,NO
0.204,NO
0.1879,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
0.1783,YES
0.2213,NO
0.2751,YES
0.2213,NO
0.1686,NO
0.0769,NO
0.2664,NO
0.2342,NO
0.2664,NO
0.1823,NO
0.1987,NO
0.1204,NO
0.2664,NO
0.4373,YES
0.2347,NO
0.3444,YES
0.2252,NO
0.2085,NO
0.2007,NO
0.0656,NO
0.2664,NO
0.1479,NO
0.2664,NO
0.1912,NO
0.14,NO
0.4754,YES
0.3494,YES
0.4754,YES
0.2675,YES
0.2206,NO
0.4373,YES
0.2664,NO
0.0747,NO
0.1118,NO
0.1377,NO
0.2886,NO
0.1494,NO
0.1277,NO
0.1488,NO
0.1348,NO
0.1525,NO
1.0,YES
0.1412,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.159,NO
0.1035,NO
0.1544,NO
0.0975,NO
0.1702,NO
0.1518,NO
0.4994,YES
1.0,YES
0.4994,YES
0.1423,YES
0.1375,NO
0.3916,YES
0.1277,NO
0.1468,NO
0.0544,NO
1.0,YES
0.2996,YES
1.0,YES
1.0,YES
0.2237,NO
0.1065,NO
1.0,YES
0.1475,NO
1.0,YES
0.1059,NO
0.2131,NO
0.2203,NO
0.1474,NO
0.0902,NO
1.0,YES
0.132,NO
1.0,YES
0.2129,NO
0.2157,YES
0.1271,NO
0.2192,NO
0.3025,NO
0.1202,NO
1.0,YES
0.2516,NO
1.0,YES
0.1799,NO
0.1547,NO
1.0,YES
0.2156,NO
0.3456,NO
0.4159,YES
0.1827,NO
0.1097,NO
1.0,YES
0.191,NO
1.0,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.3456,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
1.0,YES
0.3359,NO
1.0,YES
0.1566,NO
0.0364,NO
0.3605,YES
1.0,YES
1.0,YES
0.3174,YES
0.1548,NO
0.0474,NO
0.3605,YES
0.3002,NO
