50Traced_NONETRACED_SUM_MULTI_LSA_4_MEDIAN,Associated
0.737,NO
0.1329,NO
1.3046,NO
1.5389,NO
0.4109,NO
1.7046,NO
0.7924,NO
0.2862,NO
1.5230000000000001,NO
2.2609,YES
0.706,NO
2.5806,YES
0.6624,NO
0.3674,NO
0.2223,NO
0.593,NO
1.4395,NO
0.3765,NO
0.4024,NO
0.2249,NO
0.8411,NO
2.0346,YES
2.416,YES
2.8613,YES
1.6817,YES
0.8420000000000001,NO
1.641,YES
0.5428,NO
2.8283,YES
1.8028,YES
1.1907,NO
1.3371,NO
0.7521,NO
1.0005,NO
2.8744,YES
1.8236,YES
0.9153,NO
0.8137,NO
1.0005,NO
0.5117,NO
0.6526,NO
1.3897,NO
0.4168,NO
1.9897,YES
0.8403,NO
2.7119,YES
0.8273,NO
1.6098,YES
0.6384,NO
0.6934,NO
0.8672,NO
0.7917,NO
0.5436,NO
1.2536,NO
0.8956,NO
0.6803,NO
0.8525,NO
0.3643,NO
1.1261,NO
2.6227,NO
1.227,NO
1.5918,NO
1.0026,NO
0.4457,NO
1.4293,NO
3.3796,YES
0.5276,NO
3.2181,YES
0.97,NO
1.025,NO
0.3975,NO
0.4762,NO
2.5779,NO
0.6479,NO
1.0952,NO
0.2208,NO
1.5242,NO
2.9782,YES
3.7523,YES
3.9376,YES
1.7812,YES
0.7140000000000001,NO
2.2566,YES
0.5663,NO
2.9227,YES
1.6823,YES
1.6423,NO
1.5555,NO
0.7403,NO
1.9081,NO
3.0193,YES
1.8366,YES
1.5433,NO
0.8891,NO
1.5338,NO
0.8409,NO
0.5897,NO
1.003,NO
0.2075,NO
1.9702,YES
1.0698,NO
2.5621,YES
0.8895,NO
1.6569,YES
0.9742,NO
0.8216,NO
0.9683,NO
0.983,NO
0.6971,NO
1.8167,NO
1.2462,NO
1.0334,NO
1.6232,NO
0.7049,NO
1.699,YES
3.926,YES
3.3510000000000004,YES
2.7254,YES
1.8781,NO
0.5648,NO
2.3837,YES
1.2438,NO
1.9306,YES
1.1996,NO
1.5901,NO
1.9323,NO
1.0405,NO
0.8562,NO
4.3919999999999995,YES
1.0284,NO
3.7655,YES
1.0208,NO
3.5234,YES
1.1998,NO
2.2196,NO
2.0383,NO
0.8524,NO
2.3825,YES
1.8562,NO
1.3211,YES
0.8263,NO
0.1518,NO
1.2249,NO
1.982,NO
0.6867,NO
1.6032,NO
1.0918,NO
0.5065,NO
1.357,NO
3.3039,YES
0.6654,NO
3.0179,YES
1.177,NO
1.1361,NO
0.7471,NO
0.6561,NO
1.9369999999999998,NO
0.6408,NO
0.5367,NO
0.2664,NO
0.8551,NO
2.7871,YES
3.3168,YES
3.6109,YES
1.817,YES
0.8027,NO
2.1066,YES
0.6074,NO
0.7716,NO
0.17600000000000002,NO
1.5219999999999998,YES
3.2456,YES
2.3478,YES
2.44,YES
1.0262,NO
0.2317,NO
2.1494,YES
0.8593,NO
1.6055,YES
0.6688,NO
0.8718,NO
1.3808,NO
0.5368,NO
0.3858,NO
3.4701,YES
0.2687,NO
2.7093,YES
0.4053,NO
2.7675,YES
1.147,NO
1.7831,NO
1.8541,NO
0.6494,NO
2.1825,YES
1.1159,NO
1.3794,YES
1.2986,NO
0.6459999999999999,NO
1.2633,NO
1.4621,NO
0.2584,NO
1.5789,NO
1.4462,NO
0.6253,NO
1.4433,NO
2.4584,YES
0.6624,NO
2.6446,YES
0.9159999999999999,NO
0.8424,NO
0.4615,NO
1.0816,NO
1.253,NO
1.1416,NO
0.2683,NO
0.7131,NO
0.7205,NO
2.1206,YES
2.4251,YES
2.8985,YES
1.6828,YES
1.013,NO
1.8455,YES
0.5006,NO
0.8004,NO
0.4191,NO
1.3868,NO
1.9469999999999998,NO
0.6874,NO
1.6639,NO
0.8125,NO
0.1994,NO
1.6256,NO
2.8831,YES
0.742,NO
2.9249,YES
0.664,NO
0.4526,NO
0.0993,NO
0.4381,NO
1.807,NO
0.6068,NO
0.4669,NO
0.29100000000000004,NO
1.1928,NO
2.6494,YES
2.9934,YES
3.2621,YES
1.4717,YES
0.9308,NO
2.2125,YES
0.4582,NO
0.5764,NO
0.1788,NO
1.3859,NO
2.063,NO
0.7133,NO
1.9552,NO
1.0068,NO
0.1972,NO
1.8879,NO
2.967,YES
1.1099,NO
2.6382,YES
0.7916,NO
0.9144,NO
0.4498,NO
0.4157,NO
1.8573,NO
0.4068,NO
0.5903,NO
0.2636,NO
1.1922,NO
2.4169,YES
3.0472,YES
3.3854,YES
1.6995,YES
1.5662,NO
