50Traced_NONETRACED_MAX_RAW_LSA_55_SUM,Associated
0.1281127129750983,NO
0.02385321100917431,NO
0.11913499344692005,NO
0.23125819134993444,NO
0.1121231979030144,NO
0.22287024901703797,NO
0.11140235910878113,NO
0.056225425950196584,NO
0.22758846657929224,NO
0.7864351245085189,YES
0.16349934469200522,NO
0.45923984272608126,YES
0.21015727391874178,NO
0.23571428571428568,NO
0.14580602883355173,NO
0.07070773263433813,NO
0.05609436435124507,NO
0.14344692005242463,NO
0.1272608125819135,NO
0.13990825688073394,NO
0.15347313237221494,NO
0.6756880733944953,YES
0.32431192660550456,YES
0.7339449541284403,YES
0.7819134993446919,YES
0.22011795543905635,NO
0.671559633027523,YES
0.11513761467889905,NO
0.3169069462647444,YES
0.23532110091743122,YES
0.2760157273918742,NO
0.1481651376146789,NO
0.15327653997378768,NO
0.15091743119266054,NO
0.47142857142857136,YES
0.23938401048492788,YES
0.16743119266055045,NO
0.05058977719528178,NO
0.095478374836173,NO
0.07031454783748362,NO
0.11133682830930536,NO
0.10950196592398426,NO
0.08158584534731321,NO
0.2593709043250328,YES
0.12824377457404978,NO
0.6984272608125819,YES
0.1003931847968545,NO
0.3716251638269986,YES
0.10504587155963302,NO
0.07090432503276539,NO
0.043577981651376135,NO
0.07522935779816513,NO
0.05353866317169069,NO
0.2027522935779816,NO
0.10091743119266056,NO
0.12175622542595019,NO
0.13787680209698555,NO
0.1212975098296199,NO
0.14678899082568805,NO
0.2975098296199213,NO
0.2084534731323722,NO
0.27267365661861076,NO
0.1787680209698558,NO
0.045085190039318476,NO
0.26022280471821757,NO
0.6134993446920051,YES
0.22817824377457405,NO
0.7566841415465267,YES
0.14665792922673657,NO
0.23158584534731322,NO
0.14030144167758846,NO
0.159829619921363,NO
0.209829619921363,NO
0.15360419397116643,NO
0.23735255570117955,NO
0.1341415465268676,NO
0.2540629095674967,NO
0.917234600262123,YES
0.9032765399737875,YES
0.8640235910878111,YES
0.740694626474443,YES
0.22575360419397114,NO
0.7509174311926605,YES
0.16231979030144164,NO
0.13918741808650062,YES
0.2159239842726081,YES
0.2895806028833552,NO
0.16159895150720838,NO
0.20176933158584534,NO
0.19744429882044556,NO
0.849737876802097,YES
0.09285714285714285,YES
0.21644823066841412,NO
0.05190039318479685,NO
0.1695937090432503,NO
0.053473132372214946,NO
0.18453473132372214,NO
0.24921363040629094,NO
0.2483617300131061,NO
0.3465923984272608,YES
0.16376146788990822,NO
0.1463302752293578,YES
0.123394495412844,NO
0.32726081258191353,YES
0.1296199213630406,NO
0.1422018348623853,NO
0.058256880733944943,NO
0.08138925294888598,NO
0.06435124508519005,NO
0.2472477064220183,NO
0.14875491480996067,NO
0.16723460026212317,NO
0.1129750982961992,NO
0.024836173001310618,NO
0.2171690694626474,YES
0.8440366972477064,YES
0.8171035386631716,YES
0.718348623853211,YES
0.109043250327654,NO
0.024377457404980336,NO
0.7624508519003931,YES
0.18066841415465268,NO
0.2115989515072084,YES
0.15137614678899083,NO
0.1721494102228047,NO
0.24017038007863692,NO
0.15543905635648753,NO
0.06041939711664482,NO
0.7765399737876801,YES
0.10458715596330273,NO
0.861140235910878,YES
0.15923984272608124,NO
