50Traced_NONETRACED_SUM_SINGLE_LSA_84_SUM,Associated
0.060152936002383424,NO
0.04067416686764935,NO
0.07575865053130365,NO
0.11111268744591203,NO
0.11552484855363403,NO
0.1978946472399166,NO
0.0709634400669627,NO
0.0344744420957056,NO
0.17938059500333398,NO
0.498829571410331,YES
0.0460936059131471,NO
0.39451246329110334,YES
0.15554641281371034,NO
0.16421467788386512,NO
0.1671372026047356,NO
0.022443854895228904,NO
0.251039198717494,NO
0.0416530707790089,NO
0.05815256714004002,NO
0.085278136393945,NO
0.15175848028714517,NO
0.35905911728403817,YES
0.42082937279214605,YES
0.3581937094783435,YES
0.3676990083277768,YES
0.09115155986210224,NO
0.3736149928355584,YES
0.12871877083717564,NO
0.13877736320172512,YES
0.24763431554754778,YES
0.19234752507554587,NO
0.09501042745470797,NO
0.0968689261849703,NO
0.15541872969483733,NO
0.29413934484373006,YES
0.25984933391972986,YES
0.1480131088002043,NO
0.07411295699916298,NO
0.1171705420857747,NO
0.047739299445287785,NO
0.10643097308723595,NO
0.12410799154454015,NO
0.11805013690467749,NO
0.2501028558457588,YES
0.13955764892817116,NO
0.25943791053669474,YES
0.09624469760381348,NO
0.28864897073219176,YES
0.1223629889199427,NO
0.09394640146409977,NO
0.09715266644913248,NO
0.091378552073432,NO
0.032729439471108145,NO
0.14709095294167718,NO
0.08580305588264504,NO
0.1352022358732816,NO
0.0810078454183041,NO
0.054222764481393744,NO
0.12101522266517233,NO
0.1715209896860414,NO
0.2234028969880971,NO
0.25136550002128055,NO
0.1237533162143374,NO
0.04020599543178175,NO
0.2433356505454906,NO
0.5379715408515046,YES
0.13816732163377643,NO
0.3971796217742279,YES
0.07449600635578192,NO
0.11761033949522608,NO
0.11111268744591203,NO
0.07268006866514393,NO
0.35422134578007297,NO
0.06501908153276492,NO
0.14731794515300692,NO
0.09955027168130294,NO
0.2577496559649297,NO
0.4542681629236597,YES
0.5304240498247904,YES
0.40079731014229575,YES
0.41844595457318373,YES
0.15347510888532634,NO
0.42841942485848455,YES
0.16590293245563012,NO
0.3428291741739612,YES
0.38175833841701307,YES
0.3784385773263155,NO
0.15845475052137273,NO
0.16780399222551676,NO
0.3440492573098586,NO
0.43591016783236625,YES
0.44890547193099434,YES
0.32014414005419434,NO
0.07922028175408231,NO
0.3199171478428646,NO
0.08063898307489326,NO
0.18773674578291033,NO
0.2244385489522891,NO
0.2180402059954318,NO
0.36866372522592816,YES
0.2145785747726531,NO
0.4500971810404756,YES
0.2116560500517826,NO
0.5071289741370749,YES
0.19673131215685163,NO
0.12355469802942388,NO
0.1463106672152312,NO
0.09885510803410558,NO
0.07092087902733839,NO
0.3575694808971867,NO
0.14601273993786087,NO
0.3155617347879751,NO
0.06172769446848355,NO
0.06799835430646786,NO
0.3632159121540142,YES
0.5755671258529943,YES
0.5709705335735669,YES
0.4242626299885085,YES
0.18651666264701292,NO
0.03227545504844865,NO
0.4423226978024317,YES
0.07870954927859038,NO
0.40701122192744765,YES
0.037992821371316696,NO
0.12615092144650789,NO
0.19823513555691122,NO
0.1780612027749798,NO
0.06565749712712984,NO
