50Traced_NONETRACED_MAX_SINGLE_LSA_40_SUM,Associated
0.10296989696275843,NO
0.19570341437133817,NO
0.08498888814061553,NO
0.22405549195232002,NO
0.20923967943969293,NO
0.08566233416391678,NO
0.13832581318607315,NO
0.057781668799245754,NO
0.21967809280086206,NO
0.7805239410061285,YES
0.22412283655465012,NO
0.8418748737288708,YES
0.13192807596471143,NO
0.13159135295306082,NO
0.20721934136978923,NO
0.11455316856353964,NO
0.11408175634722875,NO
0.08323792848003231,NO
0.11973870294295913,NO
0.25644824567310937,NO
0.3355781534110041,NO
0.6667115630682202,YES
0.5973466226681933,YES
0.7265809145396998,YES
0.77587716344535,YES
0.20311132062765166,NO
0.6624688531214225,YES
0.14438682739578423,NO
0.6864435315509463,YES
0.7788403259478753,YES
0.4370664691224999,NO
0.173210317193077,NO
0.14418479358879385,NO
0.2855411138797226,NO
0.8800592632500507,YES
0.678698902282982,YES
0.18189777089366288,NO
0.21839854535658967,NO
0.20890295642804232,NO
0.21853323456124993,NO
0.08673984780119873,NO
0.14849484813792174,NO
0.10566368105596335,NO
0.8035557950030305,YES
0.1184591554986868,NO
0.6635463667587044,YES
0.08983769950838441,NO
0.8431544211731431,YES
0.08317058387770218,NO
0.2289043033200889,NO
0.1155633375984915,NO
0.09919859923227153,NO
0.20129301636473837,NO
0.33881069432285005,NO
0.22264125530338744,NO
0.2785372752373898,NO
0.1459357532493771,NO
0.2551013536265069,NO
0.17031449929288167,NO
0.5471748939322514,NO
0.26951309852515326,NO
0.19422183312007543,NO
0.3239275372078928,NO
0.0463330864031248,NO
0.3870967741935485,NO
0.922284328911038,YES
0.5253552427772915,NO
0.7499494915482525,YES
0.18728533908007275,NO
0.2478281365748535,NO
0.20136036096706852,NO
0.2155027274563944,NO
0.38972321368442325,NO
0.06310189238332548,NO
0.36440164320829693,NO
0.22789413428513708,NO
0.4066267088692842,NO
0.9149437672570544,YES
0.9005993669607383,YES
0.8602599501649943,YES
0.7335174085797025,YES
0.4018452421038455,NO
0.7440231665432018,YES
0.23132870900397337,NO
0.7020001346892049,YES
0.7364132264798977,YES
0.41807529126540516,NO
0.5110108424809753,NO
0.500572429119806,NO
0.35759983837295445,NO
0.8455788268570276,YES
0.6979594585493974,YES
0.5156576200417538,NO
0.2789413428513705,NO
0.35241430399353496,NO
0.2745639436999125,NO
0.23314701326688667,NO
0.21718634251464744,NO
0.18937302175230655,NO
0.7437537881338812,YES
0.34770018183042634,NO
0.6695400363660854,YES
0.4200282847329787,NO
0.8217388376321639,YES
0.42642602195434043,NO
0.2990773789480774,NO
0.27611286955350534,NO
0.2942959121826386,NO
0.28574314768671294,NO
0.4129571014883158,NO
0.30581183918108973,NO
0.4885177453027141,NO
0.10465351202101153,NO
0.0958987137180955,NO
0.3128156778234225,YES
0.8397198464543068,YES
0.8120412148966262,YES
0.3758502256044179,YES
0.1695063640649202,NO
0.01569129234291871,NO
0.5771432419691563,YES
0.13926863761869487,NO
0.41248568927200485,YES
0.18883426493366556,NO
0.34184120142770563,NO
0.32628459828944717,NO
0.32628459828944717,NO
0.041349585830695666,NO
0.7703549060542798,YES
0.02660111792039869,NO
0.857296787662469,YES
0.13381372482995485,NO
0.670482860798707,YES
0.1602128089433632,NO
0.21119267290726648,NO
0.22243922149639708,NO
0.14000942824432622,NO
0.40595326284598293,YES
0.30998720452555734,NO
0.5259613441982626,YES
0.22789413428513708,NO
0.13361169102296452,NO
0.1774530271398748,NO
0.5281163714728265,NO
0.30082833860866054,NO
0.15900060610142097,NO
0.23732237861135427,NO
0.2064112061418277,NO
0.222910633712708,NO
0.8855141760387907,YES
0.34022493097178264,NO
0.8098188430197321,YES
0.15785574786180886,NO
0.17853054077715672,NO
0.16714930298336586,NO
0.0706444878442993,NO
0.25240756953330196,NO
0.1607515657620042,NO
0.19361573169910432,NO
0.25988282039194566,NO
0.24385480503737625,NO
0.8766920331335444,YES
0.8574988214694593,YES
0.8022089029564282,YES
0.809145396996431,YES
0.30560980537409926,NO
0.7323052057377603,YES
0.14506027341908548,NO
0.12223045322917367,NO
0.13159135295306082,NO
0.318001212202842,YES
0.8598558825510136,YES
0.784699306350596,YES
0.41161020944171334,YES
0.17347969560239748,NO
0.05589601993400229,NO
0.6367432150313154,YES
0.22028419422183312,NO
0.39463936965452223,YES
0.18991177857094754,NO
0.3889824230587919,NO
0.4104653512021012,NO
0.39726580914539705,NO
0.11037780321907201,NO
0.7654387500841808,YES
0.0841134083103239,NO
0.7908950097649674,YES
0.149168294161223,NO
0.6695400363660854,YES
0.2861472153006937,NO
0.314162569870025,NO
0.2755741127348643,NO
0.17624082429793253,NO
0.4326890699710419,YES
0.32022358407973606,NO
0.5867735201023639,YES
0.19314431948279345,NO
0.14802343592161088,NO
0.3866253619772376,NO
0.4821873526836825,NO
0.3364536332412958,NO
0.36076503468247023,NO
0.1987339214761937,NO
0.20129301636473837,NO
0.3668933934945115,NO
0.7481985318876694,YES
0.32419691561721337,NO
0.7790423597548657,YES
0.40716546568792517,NO
0.37463802276247565,NO
0.3744359889554853,NO
0.07354030574449458,NO
0.23058791837834194,NO
0.12936898107616673,NO
0.3072260758300223,NO
0.26163378005252885,NO
0.29887534514108705,NO
0.7407906256313557,YES
0.7115630682200823,YES
0.7422722068826184,YES
0.8235571418950772,YES
0.3882416324331605,NO
0.7258401239140684,YES
0.3219071991379892,NO
0.12761802141558354,NO
0.24196915617213285,NO
0.3674321503131524,NO
0.4866994410398007,NO
0.2643949087480639,NO
0.35658966933800257,NO
0.25247491413563206,NO
0.07717691427032125,NO
0.3646036770152873,NO
0.8451074146407167,YES
0.46972860125260973,NO
0.7311603474981481,YES
0.13994208364199606,NO
0.1156306822008216,NO
0.10108424809751498,NO
0.20109098255774796,NO
0.29927941275506775,NO
0.1118593844703347,NO
0.3773318068556806,NO
0.19785844164590213,NO
0.44817832850697026,NO
0.8864570004714123,YES
0.8362179271331405,YES
0.946999797966193,YES
0.7343255438076639,YES
0.34278402586032736,NO
0.7942622398814737,YES
0.29483466900127964,NO
0.17624082429793253,NO
0.12970570408781734,NO
0.20371742204862278,NO
0.5119536669135969,NO
0.30554246077176916,NO
0.19496262374570675,NO
0.33867600511818985,NO
0.12377937908276651,NO
0.3577345275776147,NO
0.8552764495925652,YES
0.5405077783015692,NO
0.7545289245067008,YES
0.17570206747929154,NO
0.23927537207892793,NO
0.18075291265405075,NO
0.06135093272274227,NO
0.3817765506094687,NO
0.07737894807731158,NO
0.31456663748400576,NO
0.22129436325678495,NO
0.2569870024917503,NO
0.8861876220620918,YES
0.8495521583945047,YES
0.8027476597750691,YES
0.7943969290861339,YES
0.4386827395784229,NO
0.749141356320291,YES
0.15778840325947874,NO
0.12829146743888475,NO
0.19987877971580584,NO
0.06835477136507509,NO
0.5485891305811841,NO
0.26378880732709276,NO
0.07125058926527039,NO
0.26601117920398687,NO
0.04788201225671763,NO
0.33551080880867407,NO
0.9103643342986061,YES
0.4582800188564887,NO
0.7723078995218534,YES
0.2751027005185535,NO
