50Traced_NONETRACED_MAX_SINGLE_VSM_12_SUM,Associated
0.12600792674593414,NO
0.045578789121224525,NO
0.453942872762061,NO
0.33927839278392785,NO
0.19762197621976219,NO
0.44997949979499796,NO
0.25413420800874675,NO
0.12204455377887109,NO
0.34406177395107285,NO
0.7772994396610633,YES
0.0880142134754681,NO
0.8395517288506219,YES
0.1192428590952576,NO
0.22017220172201718,NO
0.1955719557195572,NO
0.22529725297252973,NO
0.38246549132157986,NO
0.1514281809484761,NO
0.2730627306273063,NO
0.24552412190788575,NO
0.3258165914992483,NO
0.6618149514828482,YES
0.5914309143091431,YES
0.7225638923055897,YES
0.7725843925105917,YES
0.3871805384720514,NO
0.6575099084324177,YES
0.27675276752767525,NO
0.6818368183681837,YES
0.7755910892442257,YES
0.30531638649719833,NO
0.2181221812218122,NO
0.19434194341943417,NO
0.2498974989749897,NO
0.8782971163044964,YES
0.673978406450731,YES
0.19331693316933168,NO
0.20691540248735824,NO
0.24094574279076125,NO
0.20705207052070518,NO
0.3338800054667213,NO
0.3055897225638923,NO
0.3170698373650403,NO
0.8006696733634002,YES
0.22625392920595871,NO
0.6855268552685527,YES
0.1972119721197212,NO
0.8408500751674184,YES
0.07680743474101408,NO
0.21757550908842416,NO
0.10256935902692359,NO
0.2191471914719147,NO
0.18955856225228918,NO
0.3039497061637283,NO
0.15983326499931666,NO
0.24279076124094573,NO
0.006901735684023497,NO
0.10584939182725157,NO
0.4667213338800055,NO
0.3871805384720513,NO
0.25878092114254475,NO
0.501913352466858,NO
0.3139948066147328,NO
0.014965149651496507,NO
0.3780921142544759,NO
0.9211425447587809,YES
0.13994806614732813,NO
0.7462757960912942,YES
0.10653273199398659,NO
0.19461527948612817,NO
0.15819324859915262,NO
0.2783927839278393,NO
0.4389777231105645,NO
0.033141998086647514,NO
0.3550635506355063,NO
0.17110837775044418,NO
0.3979089790897909,NO
0.9136941369413693,YES
0.8991389913899138,YES
0.8582069154024873,YES
0.7296022960229602,YES
0.39305726390597245,NO
0.7402624026240263,YES
0.2798961322946562,NO
0.6976219762197622,YES
0.7325406587399207,YES
0.47902145688123543,NO
0.3847205138718054,NO
0.38472051387180545,NO
0.4887248872488724,NO
0.8433100997676644,YES
0.6935219352193522,YES
0.3679786797867979,NO
0.26834768347683474,NO
0.483463167965013,NO
0.27265272652726524,NO
0.5614322809894765,NO
0.547697143638103,NO
0.5468088014213475,NO
0.7399890665573321,YES
0.4536012026786934,NO
0.6646849801831352,YES
0.4115074484078174,NO
0.8191198578652453,YES
0.18375017083504164,NO
0.29752630859641926,NO
0.2654776547765478,NO
0.2926745934126008,NO
0.27524941916085827,NO
0.5406587399207324,NO
0.3043597102637693,NO
0.481003143364767,NO
0.09149924832581659,NO
0.05473554735547355,NO
0.2964329643296433,YES
0.8373650403170698,YES
0.8092797594642613,YES
0.5249419160858275,YES
0.13202132021320212,NO
0.0012300123001229984,NO
0.32103321033210325,YES
0.22304223042230426,NO
0.51776684433511,YES
0.17404674046740465,NO
0.33217165504988383,NO
0.3163864971983053,NO
0.3163864971983053,NO
0.042640426404264034,NO
0.7669810031433647,YES
0.03512368457017903,NO
0.8552002186688533,YES
0.27244772447724475,NO
0.7828344950116167,YES
0.18928522618559518,NO
0.2779827798277983,NO
0.16113161131611314,NO
0.12737460707940412,NO
0.544417110837775,YES
0.2998496651633183,NO
0.518996856635233,YES
0.1789667896678967,NO
0.05104551045510454,NO
0.5107284406177395,NO
0.3248599152658193,NO
0.29055623889572224,NO
0.5043050430504306,NO
0.3289599562662293,NO
0.1571682383490502,NO
0.3282766160994943,NO
0.8838321716550499,YES
0.3157031570315703,NO
0.8070247369140358,YES
0.13871805384720515,NO
0.1827251605849392,NO
0.1549132157988246,NO
0.11316113161131612,NO
0.3083230832308323,NO
0.10502938362716958,NO
0.2959546262129288,NO
0.22864561978953124,NO
0.2327456607899412,NO
0.8748804154708213,YES
0.8554052207188738,YES
0.7993029930299304,YES
0.8063413967473009,YES
0.43180265135984697,NO
0.7283722837228372,YES
0.2748394150608173,NO
0.10933442667760009,NO
0.13174798414650812,NO
0.3729670630039634,YES
0.8577969113024463,YES
0.7815361486948201,YES
0.6995353286866202,YES
0.19037857045237122,NO
0.057878912122454565,NO
0.40973076397430636,YES
0.5744840781741151,NO
0.6810168101681017,YES
0.49665163318299854,NO
0.16454831214978816,NO
0.18463851305179718,NO
0.28112614459477925,NO
0.0973076397430641,NO
0.7619926199261992,YES
0.10318436517698508,NO
0.7878228782287823,YES
0.3631269646029794,NO
0.7831761650949843,YES
0.5369687030203635,NO
0.5476971436381031,NO
0.47895312286456193,NO
0.46747300806341396,NO
0.7084187508541753,YES
0.3171381713817138,NO
0.6991936586032527,YES
0.18129014623479567,NO
0.10297936312696458,NO
0.37761377613776137,NO
0.28631952986196524,NO
0.2611726117261172,NO
0.3574552412190789,NO
0.22181221812218122,NO
0.18955856225228918,NO
0.25591089244225773,NO
0.7444991116577833,YES
0.36073527401940686,NO
0.7757960912942462,YES
0.3984556512231789,NO
0.36545032116987836,NO
0.36524531911985786,NO
0.1210195435287686,NO
0.2927429274292743,NO
0.11657783244499108,NO
0.2970479704797048,NO
0.2507858411917453,NO
0.18088014213475467,NO
0.7369823698236981,YES
0.7073254065873992,YES
0.7384857181905151,YES
0.8209648763154298,YES
0.3853355200218669,NO
0.3907339073390733,YES
0.31194478611452786,NO
0.05377887112204453,NO
0.09252425857591907,NO
0.528836955036217,NO
0.35854858548585483,NO
0.3222632226322263,NO
0.5301353013530135,NO
0.30538472051387183,NO
0.055008883422167545,NO
0.37884378843788435,NO
0.8428317616509498,YES
0.36141861418614185,NO
0.7272106054393876,YES
0.1232745660789941,NO
0.11794451277846109,NO
0.08787754544212108,NO
0.2866611999453328,NO
0.42490091567582344,NO
0.0994943282766161,NO
0.4359710263769304,NO
0.18607352740194072,NO
0.44007106737734036,NO
0.8847888478884788,YES
0.8338116714500479,YES
0.9462211288779553,YES
0.7304223042230421,YES
0.4115757824244909,NO
0.7912395790624573,YES
0.3123547902145688,NO
0.16659833264999319,NO
0.05036217028836952,NO
0.3262949296159628,NO
0.3165231652316523,NO
0.2963646303129697,NO
0.35137351373513737,NO
0.2239305726390597,NO
