50Traced_NONETRACED_MAX_MULTI_LSA_28_MEDIAN,Associated
0.1234,NO
0.0652,NO
0.1223,NO
0.4329,NO
0.3069,NO
0.4162,NO
0.4164,NO
0.1104,NO
0.4753,NO
0.8204,YES
0.2887,NO
1.0,YES
0.3555,NO
0.3824,NO
0.3353,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3844,NO
0.2179,NO
0.4378,NO
0.7677,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
0.7756,YES
0.3251,NO
0.2803,YES
0.408,YES
0.3362,NO
0.1579,NO
0.1236,NO
0.3034,NO
0.7571,YES
1.0,YES
0.2287,NO
0.1692,NO
0.3034,NO
0.1102,NO
0.196,NO
0.1526,NO
0.1551,NO
1.0,YES
0.1542,NO
1.0,YES
0.0848,NO
1.0,YES
0.1607,NO
0.1789,NO
0.2289,NO
0.1235,NO
0.1789,NO
0.3034,NO
0.2142,NO
0.1865,NO
0.3071,NO
0.1534,NO
0.2381,NO
0.5644,NO
0.31,NO
0.4016,NO
0.3258,NO
0.294,NO
0.2572,NO
0.9462,YES
0.2785,NO
0.5412,YES
0.2522,NO
0.35200000000000004,NO
0.2136,NO
0.3167,NO
0.4175,NO
0.3069,NO
0.3765,NO
0.294,NO
0.4224,NO
1.0,YES
1.0,YES
0.7613,YES
1.0,YES
0.2575,NO
1.0,YES
0.2372,NO
0.3105,YES
0.3239,YES
0.3559,NO
0.228,NO
0.1989,NO
0.2479,NO
0.3908,YES
0.5161,YES
0.3559,NO
0.316,NO
0.2528,NO
0.2251,NO
0.3667,NO
0.278,NO
0.3667,NO
0.5161,YES
0.3559,NO
0.5161,YES
0.2148,NO
0.5161,YES
0.1617,NO
0.316,NO
0.316,NO
0.316,NO
0.2251,NO
0.3559,NO
0.2187,NO
0.2528,NO
0.2522,NO
0.0737,NO
0.6191,YES
1.0,YES
0.6940000000000001,YES
0.3951,YES
0.3189,NO
0.04,NO
0.6191,YES
0.2147,NO
0.4131,YES
0.254,NO
0.3877,NO
0.3553,NO
0.3877,NO
0.1493,NO
1.0,YES
0.0953,NO
1.0,YES
0.1882,NO
1.0,YES
0.3118,NO
0.254,NO
0.4471,NO
0.254,NO
0.6191,YES
0.2751,NO
0.3189,YES
0.3049,NO
0.3331,NO
0.2137,NO
0.5352,NO
0.3069,NO
0.4162,NO
0.3089,NO
0.2258,NO
