50Traced_NONETRACED_MAX_SINGLE_LSA_34_MAX,Associated
0.2057,NO
0.1091,NO
0.6593,NO
0.3384,NO
0.3315,NO
0.6773,NO
0.1963,NO
0.1135,NO
0.444,NO
1.0,YES
0.1818,NO
1.0,YES
0.3701,NO
0.3574,NO
0.3701,NO
0.1438,NO
0.5133,NO
0.2886,NO
0.4343,NO
0.2508,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.3362,NO
0.3639,NO
0.27899999999999997,NO
0.2491,NO
1.0,YES
1.0,YES
0.1827,NO
0.2082,NO
0.3639,NO
0.2082,NO
0.397,NO
0.397,NO
0.397,NO
1.0,YES
0.2735,NO
1.0,YES
0.3639,NO
1.0,YES
0.3639,NO
0.2082,NO
0.2082,NO
0.2082,NO
0.2082,NO
0.3639,NO
0.2082,NO
0.3639,NO
0.1671,NO
0.1534,NO
0.3233,NO
0.3384,NO
0.3315,NO
0.3464,NO
0.1963,NO
0.0556,NO
0.2187,NO
1.0,YES
0.2077,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.4176,NO
0.2886,NO
0.391,NO
0.2508,NO
0.3076,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2544,NO
1.0,YES
0.1932,NO
1.0,YES
1.0,YES
0.4748,NO
0.6805,NO
0.5217,NO
0.466,NO
1.0,YES
1.0,YES
0.4748,NO
0.601,NO
0.6805,NO
0.601,NO
0.7376,NO
0.7124,NO
0.7376,NO
1.0,YES
0.5115,NO
1.0,YES
0.6805,NO
1.0,YES
0.6805,NO
0.4069,NO
0.4069,NO
0.601,NO
0.601,NO
0.6805,NO
0.601,NO
0.6805,NO
0.1709,NO
0.1651,NO
0.41200000000000003,YES
1.0,YES
0.9815,YES
0.503,YES
0.257,NO
0.1663,NO
0.433,YES
0.1552,NO
0.7346,YES
0.2198,NO
0.379,NO
0.379,NO
0.379,NO
0.0921,NO
1.0,YES
0.1663,NO
1.0,YES
0.3664,NO
1.0,YES
0.3342,NO
0.4485,NO
0.3867,NO
0.2464,NO
0.7346,YES
0.3393,NO
0.7346,YES
0.2719,NO
0.1064,NO
0.4056,NO
0.3266,NO
0.3315,NO
0.4167,NO
0.2719,NO
0.2719,NO
0.3573,NO
1.0,YES
0.2675,NO
1.0,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.1388,NO
0.4176,NO
0.2886,NO
0.391,NO
0.2719,NO
0.3054,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3573,NO
1.0,YES
0.3573,NO
0.1709,NO
0.1858,NO
0.4532,YES
1.0,YES
1.0,YES
0.5660000000000001,YES
0.257,NO
0.1105,NO
0.4151,YES
0.6968,NO
0.8266,YES
0.6903,NO
0.4403,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.2011,NO
0.8266,YES
0.4123,NO
1.0,YES
0.6968,NO
0.6968,NO
0.6903,NO
0.6968,NO
0.8266,YES
0.6968,NO
0.8266,YES
0.2332,NO
0.1091,NO
0.6593,NO
0.4328,NO
0.3318,NO
0.6773,NO
0.2332,NO
0.2332,NO
0.444,NO
1.0,YES
0.4328,NO
1.0,YES
0.3899,NO
0.3765,NO
0.3899,NO
0.1438,NO
0.5133,NO
0.22399999999999998,NO
0.4343,NO
0.2508,NO
0.4328,NO
0.5857,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.4328,NO
0.1671,NO
0.1339,NO
0.5133,NO
0.23600000000000002,NO
0.3315,NO
0.5273,NO
0.1477,NO
0.0967,NO
0.3916,NO
1.0,YES
0.4039,NO
1.0,YES
0.1626,NO
0.1861,NO
0.0647,NO
0.204,NO
0.4176,NO
0.2886,NO
0.391,NO
0.1709,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4039,NO
1.0,YES
0.3531,NO
0.2093,NO
0.1207,NO
0.6593,NO
0.4413,NO
0.3384,NO
0.6773,NO
0.2093,NO
0.2093,NO
0.444,NO
1.0,YES
0.4413,NO
1.0,YES
0.2866,NO
0.2866,NO
0.2866,NO
0.1292,NO
0.5133,NO
0.2886,NO
0.4413,NO
0.2253,NO
0.4413,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.4413,NO
0.1503,NO
0.1062,NO
0.2898,NO
0.2886,NO
0.2503,NO
0.2977,NO
0.1461,NO
0.0806,NO
0.1951,NO
1.0,YES
0.0936,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.107,NO
0.4176,NO
0.2179,NO
0.2952,NO
0.1867,NO
0.1893,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.228,NO
1.0,YES
0.1731,NO
0.1691,NO
0.3044,NO
1.0,YES
0.6673,YES
0.5116,YES
1.0,YES
0.4103,NO
0.1677,NO
1.0,YES
0.7244,NO
0.9534,YES
0.7244,NO
0.5579,NO
0.2454,NO
0.3473,NO
0.2557,NO
0.5293,YES
0.2282,NO
0.6673,YES
0.4826,NO
0.6673,YES
0.4243,NO
0.7244,NO
0.7244,NO
0.7244,NO
1.0,YES
0.7244,NO
1.0,YES
0.2097,NO
0.2275,NO
0.7653,YES
0.6811,NO
0.3646,NO
1.0,YES
0.3772,NO
0.1097,NO
1.0,YES
0.5079,NO
1.0,YES
0.5079,NO
0.5402,NO
0.5402,NO
0.5402,NO
0.1957,NO
0.5205,NO
0.1747,NO
0.6811,NO
0.3122,NO
0.6811,NO
0.2975,NO
0.5079,NO
0.5329999999999999,NO
0.5079,NO
1.0,YES
0.6436,NO
0.7653,YES
0.1805,NO
0.2207,NO
0.665,YES
1.0,YES
0.8408,YES
0.6724,YES
0.257,NO
0.1312,NO
0.665,YES
0.8778,NO
0.982,YES
0.8778,NO
0.2365,NO
0.3152,NO
0.2048,NO
0.0827,NO
1.0,YES
0.0879,NO
1.0,YES
0.4898,NO
1.0,YES
0.8445,NO
0.8778,NO
0.8778,NO
0.8778,NO
0.982,YES
0.8778,NO
0.982,YES
0.1636,NO
0.2365,NO
1.0,YES
0.1762,NO
0.1984,NO
0.9109,YES
0.2943,NO
0.153,NO
0.8237,YES
0.159,NO
1.0,YES
0.1456,NO
0.5082,NO
0.3363,NO
0.3363,NO
0.1775,NO
0.4061,NO
