50Traced_NONETRACED_SUM_MULTI_VSM_78_MEDIAN,Associated
1.2764,NO
0.2156,NO
1.4795,NO
1.4819,NO
1.4165,NO
1.47,NO
0.8993,NO
0.3375,NO
1.6604,NO
2.9677,YES
0.805,NO
2.7434,YES
1.3627,NO
1.4059,NO
0.6839,NO
0.4588,NO
1.0004,NO
0.493,NO
1.1497,NO
0.3442,NO
1.1132,NO
3.3097,YES
3.5460000000000003,YES
3.2367,YES
3.5117,YES
1.1923,NO
3.0864,YES
1.1687,NO
2.8026,YES
1.1478,YES
1.4515,NO
0.8923,NO
0.9113,NO
1.2403,NO
2.0933,YES
1.5941,YES
1.2267,NO
0.8242,NO
0.6677,NO
0.4764,NO
1.193,NO
1.6291,NO
0.5725,NO
2.3202,YES
0.7778,NO
3.141,YES
0.8513,NO
2.7264,YES
0.6454,NO
0.4084,NO
1.0798,NO
1.0207,NO
0.7537,NO
1.0686,NO
0.6787,NO
1.1874,NO
1.2731,NO
0.2182,NO
1.8208,NO
1.8118,NO
1.8808,NO
1.3723,NO
0.8244,NO
0.2768,NO
1.4685,NO
3.1289999999999996,YES
1.2369,NO
3.4939999999999998,YES
1.1127,NO
1.4146,NO
0.6209,NO
0.5162,NO
1.2831,NO
0.3702,NO
1.3338,NO
0.3045,NO
1.3538,NO
3.7923,YES
3.8808,YES
3.8763,YES
4.2559,YES
1.3847,NO
3.9305,YES
1.1909999999999998,NO
2.093,YES
0.6659,YES
1.1438,NO
1.0258,NO
0.9105,NO
1.0497,NO
1.6029,YES
1.0878,YES
1.3228,NO
0.7179,NO
0.7451,NO
0.4755,NO
1.2141,NO
1.3466,NO
0.6701,NO
1.0407,YES
0.8692,NO
1.933,YES
0.8334,NO
1.5619999999999998,YES
0.9472,NO
0.6313,NO
0.8915,NO
0.7406,NO
0.6725,NO
0.6556,NO
0.8022,NO
1.3289,NO
1.8932,NO
0.4915,NO
2.447,YES
4.0722,YES
3.9734,YES
2.1755,YES
1.7682,NO
0.7226,NO
2.8842,YES
1.2261,NO
1.7165,YES
0.9651,NO
1.452,NO
2.1153,NO
0.9334,NO
0.9258,NO
4.4561,YES
1.0947,NO
4.8419,YES
0.828,NO
4.4125,YES
1.2372,NO
2.0399,NO
1.7599,NO
1.2567,NO
1.8293,YES
0.9529,NO
2.5538,YES
1.1425,NO
0.2848,NO
2.1625,NO
1.9143,NO
1.9614,NO
1.8022,NO
0.8183,NO
0.2706,NO
1.8545,NO
3.0801,YES
1.3714,NO
3.1,YES
1.0334,NO
1.1942,NO
0.5329,NO
0.4873,NO
1.4779,NO
0.3067,NO
1.6428,NO
0.2019,NO
1.6182,NO
3.5578,YES
3.72,YES
3.5246,YES
3.7697,YES
1.8255,NO
3.4033,YES
1.5078,NO
