50Traced_NONETRACED_SUM_RAW_LSA_74_MAX,Associated
0.5059,NO
0.2288,NO
0.5127,NO
0.4145,NO
0.5085,NO
0.3724,NO
0.3583,NO
0.2186,NO
0.6317,NO
0.7822,YES
0.523,NO
1.6426,YES
0.3771,NO
0.5646,NO
0.3112,NO
0.4193,NO
0.7566,NO
0.3569,NO
0.5231,NO
0.42200000000000004,NO
0.4047,NO
0.6364,YES
1.0831,YES
1.262,YES
1.7047,YES
0.3851,NO
1.1257,YES
0.4929,NO
2.1923,YES
0.4436,YES
0.4127,NO
0.3659,NO
0.3722,NO
0.4972,NO
1.5623,YES
0.4878,YES
0.3267,NO
0.2503,NO
0.2405,NO
0.3395,NO
0.2513,NO
0.4719,NO
0.1551,NO
2.2274,YES
0.7522,NO
1.3530000000000002,YES
0.4486,NO
1.4648,YES
0.2081,NO
0.23800000000000002,NO
0.4547,NO
0.4279,NO
0.4393,NO
0.4097,NO
0.46799999999999997,NO
0.3118,NO
0.5655,NO
0.1534,NO
0.698,NO
0.6395,NO
0.5218,NO
0.4961,NO
0.1465,NO
0.2405,NO
0.6832,NO
2.0607,YES
0.5953,NO
3.1098,YES
0.2496,NO
0.5851,NO
0.2136,NO
0.4234,NO
0.7546,NO
0.1268,NO
0.4332,NO
0.2262,NO
0.5382,NO
1.4026,YES
2.3549,YES
2.9117,YES
3.1269,YES
0.5079,NO
2.1572,YES
0.4439,NO
1.5093,YES
0.2567,YES
0.7190000000000001,NO
0.2564,NO
0.1507,NO
0.6890000000000001,NO
1.3368,YES
0.44299999999999995,YES
0.5275,NO
0.2381,NO
0.433,NO
0.3491,NO
0.4315,NO
0.2129,NO
0.2609,NO
1.486,YES
0.4785,NO
1.2168,YES
0.3319,NO
1.3086,YES
0.1476,NO
0.2111,NO
0.3428,NO
0.42200000000000004,NO
0.4563,NO
0.7759999999999999,NO
0.4359,NO
0.7115,NO
0.5499,NO
0.1046,NO
1.6531,YES
3.0023,YES
2.8776,YES
1.4925,YES
0.4312,NO
0.1744,NO
1.7545,YES
0.3245,NO
1.0467,YES
0.1443,NO
0.6993,NO
0.8132,NO
0.4706,NO
0.11900000000000001,NO
4.4027,YES
0.128,NO
2.9978,YES
0.182,NO
1.4486,YES
0.3757,NO
0.7014,NO
0.3614,NO
0.4198,NO
1.7380000000000002,YES
0.293,NO
1.5135,YES
0.6584,NO
0.086,NO
0.6544,NO
0.6726,NO
0.4601,NO
0.6664,NO
0.2468,NO
0.2713,NO
0.7894,NO
1.8868,YES
0.4488,NO
2.1684,YES
0.3954,NO
0.4171,NO
0.275,NO
0.5976,NO
0.9954,NO
0.2763,NO
0.7572,NO
0.3472,NO
0.5667,NO
1.5953,YES
2.0472,YES
2.4171,YES
2.1796,YES
0.5001,NO
2.0038,YES
0.5846,NO
0.5164,NO
0.0774,NO
1.3301,YES
2.5361,YES
1.9252,YES
1.1972,YES
0.2997,NO
0.1624,NO
1.4227,YES
0.2598,NO
0.6742,YES
0.1459,NO
0.3944,NO
0.8299,NO
0.25,NO
0.2274,NO
2.9146,YES
0.141,NO
2.0548,YES
0.142,NO
0.9659,YES
0.3281,NO
0.4916,NO
0.2228,NO
0.2285,NO
1.4533,YES
0.131,NO
1.3299,YES
0.4977,NO
0.0745,NO
0.8029,NO
0.4531,NO
0.3241,NO
0.777,NO
0.2557,NO
0.1708,NO
0.8975,NO
0.6643,YES
0.6995,NO
0.9616,YES
0.5074,NO
0.5322,NO
0.4136,NO
0.3064,NO
0.6665,NO
0.23399999999999999,NO
0.5559,NO
0.3085,NO
0.3346,NO
0.5232,YES
0.8946,YES
0.9778,YES
1.0238,YES
0.8733,NO
0.951,YES
0.8005,NO
0.4758,NO
0.1339,NO
0.6218,NO
0.5273,NO
0.3557,NO
0.6086,NO
0.1405,NO
0.2565,NO
0.7341,NO
1.9361,YES
0.4351,NO
2.5716,YES
0.2911,NO
0.501,NO
0.2013,NO
0.4594,NO
0.8313,NO
0.185,NO
0.5909,NO
0.2883,NO
0.5124,NO
1.6394,YES
2.5382,YES
2.8156,YES
2.568,YES
0.4238,NO
2.4652,YES
0.5024,NO
0.6905,NO
0.0893,NO
1.0233,NO
0.7948,NO
0.4111,NO
0.9695,NO
0.273,NO
0.2924,NO
1.3103,NO
1.9282,YES
0.8651,NO
3.0851,YES
0.5626,NO
0.7411,NO
0.3985,NO
0.4398,NO
1.0664,NO
0.2904,NO
0.6596,NO
0.3843,NO
0.551,NO
1.2815,YES
2.2237,YES
2.8202,YES
3.1147,YES
0.8859999999999999,NO
2.0725,YES
0.9419,NO
0.2236,NO
0.0714,NO
0.5895,NO
0.5667,NO
