50Traced_NONETRACED_SUM_SINGLE_VSM_36_MAX,Associated
0.4756,NO
0.6241,NO
0.6609,NO
0.4317,NO
0.4592,NO
0.3943,NO
0.6701,NO
0.5479,NO
0.5585,NO
2.2102,YES
0.3249,NO
1.9231,YES
0.6248,NO
0.6596,NO
0.4754,NO
0.7365,NO
1.1179,NO
0.7108,NO
0.7375,NO
0.6922,NO
0.6702,NO
2.1526,YES
2.2098,YES
2.408,YES
1.8428,YES
0.5305,NO
2.5277,YES
0.7256,NO
1.0299,YES
1.4218,YES
0.8492,NO
0.7516,NO
0.8217,NO
0.9590000000000001,NO
1.9507,YES
1.7716,YES
1.0146,NO
0.4689,NO
0.8788,NO
0.389,NO
0.904,NO
0.8908,NO
1.1798,NO
1.8438,YES
0.9951,NO
1.8918,YES
0.9276,NO
1.844,YES
0.9455,NO
0.5966,NO
0.5859,NO
0.716,NO
0.4682,NO
1.4,NO
0.7503,NO
1.1979,NO
0.3446,NO
0.6905,NO
1.3773,NO
0.5211,NO
0.6227,NO
0.9896,NO
0.8098,NO
0.5393,NO
0.9334,NO
2.9768,YES
0.39,NO
2.7942,YES
0.7441,NO
0.7451,NO
0.3409,NO
0.7899,NO
1.7711,NO
0.7709,NO
1.2908,NO
0.5189,NO
0.7959,NO
3.5103,YES
3.1283,YES
3.6746,YES
2.7599,YES
0.4692,NO
3.4731,YES
0.9041,NO
1.2129,YES
1.5188,YES
0.3506,NO
0.1662,NO
0.1507,NO
0.1441,NO
2.2996,YES
2.0843,YES
0.4701,NO
0.2301,NO
0.1364,NO
0.0887,NO
1.3916,NO
1.4145,NO
1.5146,NO
2.1301,YES
0.0996,NO
2.1292,YES
0.1126,NO
2.2288,YES
0.1885,NO
0.3062,NO
0.3539,NO
0.386,NO
0.1408,NO
0.395,NO
0.3189,NO
0.5057,NO
0.6002,NO
0.3195,NO
1.8913,YES
4.2399,YES
4.2424,YES
2.3791,YES
0.8377,NO
0.4184,NO
2.0835,YES
0.5577,NO
2.3536,YES
0.7107,NO
0.8887,NO
1.1629,NO
1.4695,NO
0.4145,NO
4.6037,YES
0.4603,NO
4.3383,YES
0.7235,NO
4.2911,YES
0.8561,NO
1.1439,NO
1.3495,NO
0.501,NO
2.7302,YES
1.0213,NO
2.5656,YES
0.396,NO
0.6679999999999999,NO
1.3082,NO
0.3031,NO
0.2585,NO
1.0978,NO
0.8512,NO
0.5114,NO
1.0987,NO
2.8318,YES
0.4766,NO
2.8872,YES
0.7144,NO
0.7255,NO
0.3358,NO
0.7049,NO
1.4127,NO
0.6875,NO
0.9363,NO
0.5322,NO
0.6801,NO
3.3027,YES
2.98,YES
3.5915,YES
2.8112,YES
0.6456,NO
3.5422,YES
1.1079999999999999,NO
0.5991,NO
0.3847,NO
0.8271,YES
4.1846,YES
4.1431,YES
1.3918,YES
0.5145,NO
0.4646,NO
1.1361,YES
1.3986,NO
1.476,YES
1.3465,NO
0.4665,NO
0.8149,NO
0.9427,NO
0.5169,NO
4.7536,YES
0.5049,NO
4.0322,YES
0.7013,NO
4.2723,YES
1.4764,NO
1.859,NO
1.9967,NO
0.9191,NO
1.5722,YES
1.9448,NO
1.6674,YES
0.8726,NO
0.6577,NO
2.0028,NO
0.7582,NO
0.5391,NO
2.0631,NO
1.2629,NO
0.9339,NO
1.954,NO
1.9585,YES
1.3666,NO
2.4407,YES
0.8729,NO
0.8605,NO
0.7628,NO
0.9798,NO
1.578,NO
1.0083,NO
1.1371,NO
0.9889,NO
1.2833,NO
2.4274,YES
2.1541,YES
2.9016,YES
2.3534,YES
1.8913,NO
2.9816,YES
2.115,NO
0.5004,NO
0.7124,NO
1.8797,NO
0.5508,NO
0.6902,NO
1.7684,NO
0.9663,NO
0.6172,NO
1.6182,NO
2.8031,YES
1.2053,NO
2.6415,YES
0.563,NO
0.4512,NO
0.2789,NO
0.8126,NO
1.976,NO
0.8498,NO
1.5317,NO
0.6308,NO
0.8874,NO
3.6247,YES
3.1038,YES
3.6023,YES
2.6468,YES
1.4111,NO
3.4289,YES
1.6025,NO
0.3363,NO
0.5846,NO
0.9685,NO
0.3435,NO
0.5172,NO
0.6663,NO
0.5238,NO
0.2494,NO
0.7559999999999999,NO
2.9497,YES
0.3059,NO
2.5515,YES
0.6592,NO
0.6561,NO
0.4087,NO
0.5768,NO
1.48,NO
0.5516,NO
1.1035,NO
0.3584,NO
0.5469,NO
3.1987,YES
2.9714,YES
3.3789,YES
2.4934,YES
0.4829,NO
3.2389,YES
0.821,NO
0.5112,NO
0.7018,NO
1.1932,NO
0.3984,NO
0.4746,NO
0.8601,NO
0.8277,NO
0.691,NO
0.7375,NO
2.9676,YES
0.1894,NO
2.8088,YES
0.6685,NO
0.7012,NO
0.3231,NO
0.9814,NO
1.7638,NO
0.945,NO
1.1492,NO
0.6608,NO
0.7359,NO
3.4833,YES
3.042,YES
3.532,YES
2.7168,YES
0.3433,NO
3.5660000000000003,YES
0.7521,NO
1.0271,NO
0.8185,NO
4.8924,YES
1.4292,YES
1.7692,YES
5.4639999999999995,YES
2.0149,NO
0.7271,NO
6.0139,YES
