50Traced_NONETRACED_SUM_MULTI_VSM_7_MEDIAN,Associated
1.4808,NO
0.3668,NO
1.4177,NO
1.3824,NO
0.6756,NO
0.9088,NO
0.8234,NO
0.5105,NO
1.6856,NO
2.6863,YES
0.9028,NO
2.7044,YES
0.5365,NO
1.4863,NO
0.3192,NO
0.2587,NO
1.0952,NO
0.7071,NO
1.0721,NO
0.6449,NO
1.1916,NO
2.3806,YES
3.5551,YES
2.4917,YES
1.9809999999999999,YES
0.7959,NO
2.5505,YES
1.4287,NO
2.3919,YES
1.381,YES
1.1883,NO
1.0935,NO
0.5455,NO
1.3927,NO
2.2056,YES
1.4280000000000002,YES
1.0962,NO
0.6487,NO
1.1732,NO
0.3436,NO
0.6052,NO
0.2838,NO
0.1991,NO
1.2135,YES
0.8278,NO
2.1802,YES
0.72,NO
1.6024,YES
0.7833,NO
0.4334,NO
0.9804,NO
0.6309,NO
0.451,NO
0.9333,NO
0.4659,NO
1.0882,NO
1.5182,NO
0.3493,NO
1.8068,NO
1.6869999999999998,NO
0.754,NO
1.3825,NO
1.0515,NO
0.4189,NO
1.7374,NO
3.4659,YES
1.2009999999999998,NO
3.0846,YES
0.4324,NO
1.4305,NO
0.2136,NO
0.6146,NO
1.4733,NO
0.727,NO
1.4021,NO
0.5041,NO
1.5830000000000002,NO
3.1885,YES
4.4537,YES
3.3342,YES
2.2877,YES
0.9989,NO
3.0561,YES
1.6154,NO
2.3332,YES
1.3664,YES
1.4084,NO
1.0293,NO
0.6864,NO
1.5877,NO
2.0721,YES
1.3966,YES
1.4503,NO
0.5813,NO
1.2926,NO
0.3996,NO
0.6121,NO
0.4521,NO
0.2381,NO
1.1078,YES
0.9217,NO
1.9998,YES
0.9844,NO
1.5182,YES
0.7926,NO
0.3239,NO
1.0834,NO
0.8548,NO
0.389,NO
1.2715,NO
0.4429,NO
1.3212,NO
1.5744,NO
0.4384,NO
1.5479,YES
3.2242,YES
2.2019,YES
2.0541,YES
1.0792,NO
0.6183,NO
1.8439,YES
1.0931,NO
1.5691,YES
0.5006,NO
1.6105,NO
1.5692,NO
0.7285,NO
0.7357,NO
3.411,YES
1.0191,NO
3.0675,YES
0.6984,NO
3.2081,YES
0.7167,NO
2.1603,NO
1.3353,NO
0.4944,NO
1.7476,YES
1.1641,NO
2.1428,YES
1.8454,NO
0.3658,NO
2.1627,NO
1.8307,NO
1.0425,NO
1.9172,NO
1.4264,NO
0.5835,NO
2.2886,NO
3.4741,YES
1.7439,NO
2.9724,YES
0.9582,NO
1.9319,NO
0.355,NO
0.7946,NO
1.8339,NO
1.0418,NO
1.5511,NO
0.6658,NO
1.9192,NO
3.0561,YES
4.6279,YES
3.4145,YES
2.2101,YES
1.4323,NO
3.4043,YES
2.2677,NO
1.2345,NO
0.3279,NO
0.9576,YES
2.3159,YES
1.4934,YES
1.2484,YES
0.8184,NO
0.4603,NO
0.9274,YES
0.851,NO
0.8562,YES
0.6077,NO
0.8181,NO
1.0616,NO
0.3674,NO
0.6082,NO
2.4217,YES
0.9038,NO
2.0289,YES
0.5760000000000001,NO
1.9736,YES
0.6513,NO
1.5886,NO
1.0186,NO
0.7152,NO
0.8494,YES
0.6982,NO
1.1206,YES
1.7425,NO
0.4755,NO
1.4256,NO
1.6194,NO
0.4714,NO
1.2829,NO
1.0799,NO
0.7968,NO
1.5944,NO
2.7849,YES
1.5422,NO
2.2586,YES
0.7595,NO
1.1517,NO
0.2033,NO
0.5105,NO
0.9444,NO
1.1816,NO
0.8365,NO
0.8467,NO
1.1564,NO
2.4585,YES
3.2669,YES
2.1383,YES
1.8159,YES
1.1754,NO
2.5380000000000003,YES
1.4763,NO
1.8786,NO
0.5696,NO
2.1713,NO
2.2607,NO
1.0536,NO
1.7813,NO
1.4808,NO
0.5677,NO
2.1271,NO
3.6572,YES
1.6613,NO
3.1341,YES
0.7864,NO
1.4523,NO
0.2196,NO
0.7858,NO
1.8358,NO
1.067,NO
1.8524,NO
0.7089,NO
2.2577,NO
3.2649,YES
4.7178,YES
3.3718,YES
2.2613,YES
1.5415,NO
3.2071,YES
2.1867,NO
1.7328,NO
0.6718,NO
1.4944,NO
1.6757,NO
0.8068,NO
0.9622,NO
1.2373,NO
0.5957,NO
1.3762,NO
3.1622,YES
0.8637,NO
2.7753,YES
0.5957,NO
1.2595,NO
0.2007,NO
0.6445,NO
1.4007,NO
1.0618,NO
1.2062,NO
0.8431,NO
1.5117,NO
2.8434,YES
4.1001,YES
2.5154,YES
2.0102,YES
0.6899,NO
2.779,YES
1.3303,NO
1.4499,NO
0.4078,NO
1.4107,NO
1.4944,NO
0.7058,NO
1.09,NO
1.0237,NO
0.5108,NO
1.6626,NO
3.2884,YES
1.0929,NO
2.9551,YES
1.0661,NO
1.8898,NO
0.491,NO
0.3182,NO
1.2135,NO
0.7703,NO
0.9947,NO
0.7379,NO
1.3518,NO
2.8576,YES
4.2582,YES
2.9743,YES
2.1725,YES
0.8444,NO
3.0786,YES
1.9293,NO
2.3556,NO
0.6569,NO
4.5807,YES
1.4518,YES
1.1072,YES
5.7397,YES
1.4342,NO
0.7965,NO
5.4712,YES
1.1545,NO
5.0322,YES
0.4777,NO
2.2324,NO
1.936,NO
0.9333,NO
1.1676,NO
1.7337,YES
0.9385,NO
2.6492,YES
0.7794,NO
1.9022,YES
0.7,NO
2.3882,NO
1.7830000000000001,NO
0.4691,NO
4.7953,YES
1.4579,NO
4.5751,YES
1.0933,NO
0.2091,NO
2.1533,YES
1.4039,NO
0.6975,NO
2.7799,YES
0.6169,NO
0.425,NO
2.5833,YES
0.7837,NO
2.4412,YES
0.4788,NO
1.1369,NO
0.8124,NO
0.48200000000000004,NO
0.2234,NO
0.9205,NO
0.3191,NO
1.9862,NO
0.191,NO
1.6287,NO
0.6986,NO
1.2414,NO
0.8841,NO
0.2249,NO
2.3042,YES
0.9125,NO
2.5218,YES
2.2192,NO
0.7083,NO
2.5117,YES
3.6014,YES
2.7496,YES
2.8956,YES
1.7651,NO
0.7455,NO
2.597,YES
1.0731,NO
2.1746,YES
0.8409,NO
1.3117,NO
1.5795,NO
0.3478,NO
0.8191,NO
3.9166,YES
1.1643,NO
4.4547,YES
0.6605,NO
4.1392,YES
0.9743,NO
2.639,NO
1.5787,NO
0.5795,NO
2.1698,YES
1.6449,NO
2.7274,YES
1.1631,NO
0.2997,NO
2.378,YES
1.4581,NO
0.9423,NO
3.3926,YES
0.9837,NO
0.3796,NO
3.0585,YES
0.6797,NO
3.3810000000000002,YES
0.1973,NO
1.8972,NO
1.4671,NO
0.4221,NO
0.3502,NO
1.4011,NO
0.3546,NO
2.3329,NO
0.3559,NO
1.7674,NO
0.4205,NO
1.4202,NO
1.1297,NO
0.2862,NO
3.2896,YES
0.9426,NO
3.4778,YES
1.5222,NO
0.4132,NO
1.5385,YES
3.2262,YES
2.0461,YES
2.0224,YES
0.9789,NO
0.4203,NO
1.6189,YES
1.0382,NO
1.4891,YES
0.5871,NO
0.9719,NO
1.2496,NO
0.4196,NO
0.4619,NO
2.9003,YES
0.8543,NO
2.9503,YES
0.3978,NO
2.9045,YES
0.8074,NO
1.8903,NO
1.8157,NO
0.6911,NO
1.5349,YES
1.0549,NO
1.7966,YES
3.0476,YES
1.485,YES
0.8841,NO
1.1876,NO
0.4839,NO
0.6592,NO
2.7,YES
1.5657,YES
0.8756,NO
0.7631,NO
0.6264,NO
0.3735,NO
0.9596,NO
0.5657,NO
0.4284,NO
1.7565,YES
0.9278,NO
2.7376,YES
0.4486,NO
1.9944,YES
0.6128,NO
0.4381,NO
0.8241,NO
0.5725,NO
0.5285,NO
0.5801,NO
0.4452,NO
0.7351,NO
1.9987,NO
0.5042,NO
4.3601,YES
1.77,YES
1.1896,YES
5.3635,YES
1.2109999999999999,NO
0.6683,NO
5.3468,YES
1.1544,NO
4.9239,YES
0.9192,NO
2.0822,NO
1.7283,NO
0.6998,NO
0.6333,NO
1.5003,YES
0.5245,NO
2.9857,YES
0.5385,NO
2.1903,YES
0.7828,NO
2.4914,NO
2.1208,NO
0.5546,NO
4.8086,YES
1.5607,NO
4.6709,YES
2.8399,NO
1.0152,NO
4.6014,YES
2.0815,YES
1.3696,YES
6.2509,YES
1.8106,NO
1.1985,NO
5.7243,YES
1.6945,NO
5.3067,YES
0.8419,NO
2.5306,NO
2.1544,NO
1.0463,NO
1.0092,NO
1.6713,YES
1.4814,NO
2.5891,YES
1.0656,NO
2.0522,YES
1.0336,NO
2.9891,NO
1.9347,NO
0.6859999999999999,NO
5.2009,YES
1.6892,NO
5.5237,YES
1.9565,NO
0.5629,NO
4.3862,YES
1.7483,YES
1.0051,YES
5.5088,YES
1.0997,NO
0.6741,NO
5.1370000000000005,YES
1.0061,NO
5.0436,YES
0.4222,NO
1.6276,NO
1.0665,NO
0.4869,NO
0.7955,NO
1.2726,YES
0.7907,NO
2.5771,YES
0.44799999999999995,NO
1.9574,YES
0.5697,NO
1.8857,NO
1.7858,NO
0.2926,NO
4.9973,YES
1.0593,NO
4.2199,YES
1.6754,NO
0.5067,NO
4.2045,YES
1.1844,YES
0.9058,YES
5.6586,YES
0.8613,NO
0.5926,NO
5.1849,YES
1.1397,NO
4.9593,YES
0.4871,NO
1.9954,NO
1.6461,NO
0.7563,NO
0.5071,NO
1.0975,YES
0.5239,NO
2.17,YES
0.3794,NO
1.5088,YES
0.6249,NO
2.1898,NO
1.4869999999999999,NO
0.3491,NO
4.7377,YES
1.2389,NO
4.6934,YES
1.1626,NO
0.2275,NO
1.2605,YES
3.3079,YES
2.2634,YES
1.5069,YES
0.8258,NO
0.1781,NO
1.2313,YES
1.2803,NO
1.3039,YES
0.4346,NO
1.1862,NO
1.4374,NO
0.3501,NO
0.4887,NO
3.6461,YES
0.6944,NO
3.4384,YES
0.2748,NO
3.7063,YES
1.0533,NO
2.1072,NO
1.6859,NO
0.5748,NO
1.2818,YES
1.6126,NO
1.4415,YES
1.5106,NO
0.2765,NO
2.4397,YES
3.4160000000000004,YES
2.2048,YES
3.0772,YES
0.9272,NO
0.4893,NO
2.4744,YES
0.6254,NO
2.6739,YES
0.2469,NO
1.2044,NO
1.0441,NO
0.2608,NO
0.6501,NO
3.2915,YES
0.7911,NO
3.6995,YES
0.4355,NO
3.6036,YES
0.5525,NO
1.7992,NO
1.5734,NO
0.3676,NO
2.4382,YES
1.2016,NO
2.1006,YES
1.4696,NO
0.4376,NO
