50Traced_NONETRACED_SUM_RAW_LSA_55_MEDIAN,Associated
0.4848,NO
0.2915,NO
0.7572,NO
0.7207,NO
0.3601,NO
0.7823,NO
0.8125,NO
0.3602,NO
0.7308,NO
3.4261,YES
0.4101,NO
1.6349,YES
0.3422,NO
0.4635,NO
0.2942,NO
0.5062,NO
0.7184,NO
0.18899999999999997,NO
0.5734,NO
0.3038,NO
0.5798,NO
4.0498,YES
2.2669,YES
2.8004,YES
1.4915,YES
0.336,NO
1.7651,YES
0.596,NO
0.3173,YES
0.5421,YES
0.3362,NO
0.2212,NO
0.1607,NO
0.1656,NO
1.4144,YES
1.2332,YES
0.1726,NO
0.2903,NO
0.1599,NO
0.1058,NO
0.1797,NO
0.1526,NO
0.1551,NO
0.5955,YES
0.185,NO
0.4009,YES
0.1355,NO
0.4818,YES
0.1754,NO
0.2885,NO
0.3987,NO
0.3066,NO
0.2429,NO
0.1903,NO
0.1119,NO
0.157,NO
0.3525,NO
0.2707,NO
0.5778,NO
0.7919,NO
0.5609,NO
0.7764,NO
0.7842,NO
0.2595,NO
0.5309,NO
2.2334,YES
0.4046,NO
0.8806,YES
0.3969,NO
0.498,NO
0.3115,NO
0.3535,NO
0.8428,NO
0.2014,NO
0.5539,NO
0.2328,NO
0.5497,NO
2.8896,YES
1.8417,YES
2.3155,YES
1.3224,YES
0.2651,NO
1.4682,YES
0.5218,NO
0.6318,YES
1.2679,YES
0.6408,NO
0.2964,NO
0.261,NO
0.7428,NO
1.5547,YES
0.8029,YES
0.4279,NO
0.3376,NO
0.4249,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2075,NO
0.4585,YES
0.3113,NO
1.1463,YES
0.1888,NO
0.6122,YES
0.1734,NO
0.3399,NO
0.4284,NO
0.4348,NO
0.3,NO
0.4364,NO
0.226,NO
0.519,NO
0.3536,NO
0.1518,NO
0.7078,YES
1.4903,YES
1.3867,YES
1.126,YES
0.4649,NO
0.3221,NO
0.6318,YES
0.2649,NO
0.6436,YES
0.1443,NO
0.2939,NO
0.4801,NO
0.1934,NO
0.2962,NO
1.7267,YES
0.2258,NO
0.8159,YES
0.3506,NO
0.8363,YES
0.3681,NO
0.3231,NO
0.3124,NO
0.1061,NO
0.7572,YES
0.4399,NO
0.7888,YES
0.4454,NO
0.1696,NO
0.9496,NO
0.9728,NO
0.7597,NO
0.9440000000000001,NO
0.6104,NO
0.2284,NO
0.7653,NO
2.9352,YES
0.5133,NO
1.5581,YES
0.2012,NO
0.4236,NO
0.1689,NO
0.3471,NO
1.0614,NO
0.1412,NO
0.6573,NO
0.2019,NO
0.6384,NO
3.5505,YES
2.0044,YES
2.6806,YES
1.4145,YES
0.5323,NO
1.7531,YES
0.636,NO
0.3825,NO
0.0774,NO
1.4018,YES
2.6294,YES
2.5284,YES
1.4961,YES
0.3033,NO
0.1377,NO
0.5581,YES
0.6758,NO
0.5925,YES
0.2958,NO
0.2252,NO
0.5158,NO
0.2858,NO
0.1453,NO
2.7795,YES
0.2357,NO
1.0341,YES
0.3006,NO
1.0321,YES
0.8757,NO
0.4395,NO
0.7155,NO
0.1612,NO
1.3376,YES
0.7696,NO
0.7139,YES
0.5751,NO
0.4759,NO
0.9067,NO
0.747,NO
0.5895,NO
0.8603,NO
0.662,NO
0.2878,NO
0.7353,NO
2.1137,YES
0.5703,NO
1.3501,YES
0.2519,NO
0.4097,NO
0.2033,NO
0.4743,NO
0.8464,NO
0.3506,NO
0.5457,NO
0.3349,NO
0.5215,NO
2.7331,YES
1.3228,YES
1.9879,YES
0.7859,YES
0.3886,NO
1.6041,YES
0.4737,NO
0.4682,NO
0.3224,NO
0.8355,NO
0.5176,NO
0.3165,NO
1.0304,NO
0.732,NO
0.2507,NO
0.7484,NO
2.8154,YES
0.6703,NO
1.537,YES
0.1683,NO
0.4277,NO
0.0952,NO
0.4347,NO
0.5849,NO
0.2312,NO
0.5219,NO
0.2433,NO
0.4855,NO
3.4662,YES
2.0495,YES
2.5736,YES
1.4138,YES
0.4944,NO
1.7645,YES
0.9607,NO
0.4655,NO
0.3485,NO
0.9670000000000001,NO
0.9573,NO
0.7222,NO
1.4847,NO
0.8323,NO
0.2777,NO
1.0149,NO
2.269,YES
0.8143,NO
0.9231,YES
0.532,NO
0.6021,NO
0.3983,NO
0.358,NO
0.9698,NO
0.2853,NO
0.5459,NO
0.2985,NO
0.545,NO
2.9128,YES
1.8511,YES
2.4952,YES
1.3707,YES
0.6779,NO
1.6078,YES
0.8943,NO
0.3049,NO
0.0716,NO
0.6944,NO
0.46,NO
0.3003,NO
0.7824,NO
0.2483,NO
0.0532,NO
0.6808,NO
2.0892,YES
0.3917,NO
1.2844,YES
0.2226,NO
0.3731,NO
0.2431,NO
0.1875,NO
0.5272,NO
0.1031,NO
0.33399999999999996,NO
0.1702,NO
0.3282,NO
2.3447,YES
1.1385,YES
1.4592,YES
0.72,YES
0.3792,NO
1.0151,YES
0.5918,NO
0.7075,NO
0.3156,NO
2.6326,YES
1.7626,YES
1.6244,YES
5.8107,YES
0.4839,NO
0.1995,NO
3.4631,YES
0.7079,NO
4.1329,YES
0.2911,NO
0.4809,NO
0.5818,NO
0.254,NO
0.3021,NO
1.5748,YES
0.4002,NO
0.6518,YES
0.4714,NO
0.6244,YES
0.7791,NO
0.8499,NO
1.2692,NO
0.5021,NO
3.3132,YES
1.4502,NO
3.9303,YES
0.2899,NO
0.1547,NO
0.6592,YES
0.7109,NO
0.5799,NO
2.3705,YES
0.2156,NO
0.1097,NO
1.6025,YES
0.255,NO
2.0134,YES
0.1528,NO
0.4767,NO
0.5820000000000001,NO
0.2648,NO
0.1893,NO
0.6559,NO
0.1618,NO
0.3673,NO
0.1451,NO
0.2776,NO
0.2722,NO
0.4743,NO
0.4154,NO
0.2626,NO
1.5131,YES
0.6027,NO
2.1338,YES
0.6989,NO
0.23199999999999998,NO
1.0,YES
2.3565,YES
2.1558,YES
1.4183,YES
0.8234,NO
0.3089,NO
1.1995,YES
0.8615,NO
1.0225,YES
0.5895,NO
0.4659,NO
