50Traced_NONETRACED_SUM_MULTI_VSM_74_MAX,Associated
1.0517,NO
0.5531,NO
1.4836,NO
1.7232,NO
0.9372,NO
1.0319,NO
1.0924,NO
0.2551,NO
1.5297,NO
2.4338,YES
1.3033,NO
2.609,YES
1.1975,NO
1.3254,NO
0.4755,NO
0.6215,NO
1.7325,NO
0.2841,NO
1.3079,NO
0.5053,NO
1.5527,NO
1.6418,YES
2.2105,YES
2.7128,YES
2.3825,YES
1.4329,NO
1.9272,YES
1.0603,NO
2.5738,YES
2.0735,YES
0.9765,NO
0.6327,NO
0.4941,NO
0.6704,NO
2.3086,YES
1.3859,YES
0.5882,NO
0.5071,NO
0.6979,NO
0.4103,NO
0.6601,NO
0.6166,NO
0.4085,NO
2.4079,YES
0.6945,NO
1.6095,YES
0.7871,NO
2.1767,YES
0.7766,NO
0.263,NO
0.6541,NO
0.6104,NO
0.4907,NO
0.7438,NO
0.4145,NO
0.7449,NO
0.935,NO
0.5225,NO
1.6508,NO
2.0764,NO
1.2228,NO
2.2422,NO
1.2053,NO
0.3816,NO
2.2222,NO
3.0038,YES
1.6746,NO
2.8419,YES
1.1169,NO
1.1282,NO
0.4751,NO
0.81,NO
1.5273,NO
0.5102,NO
1.6688,NO
0.4548,NO
1.7377,NO
2.5274,YES
3.2232,YES
3.5561,YES
3.182,YES
1.5701,NO
2.6709,YES
1.6024,NO
2.1931,YES
0.9306,YES
1.3992,NO
0.8423,NO
0.578,NO
1.6251,NO
1.5475,YES
1.3774,YES
1.4017,NO
0.3063,NO
1.7843,NO
0.2422,NO
0.83,NO
0.8734,NO
0.5767,NO
2.0404,YES
1.0954,NO
1.4116,YES
0.8638,NO
1.4872,YES
0.8116,NO
0.1886,NO
0.6226,NO
0.8668,NO
0.4376,NO
1.4491,NO
0.4744,NO
1.4848,NO
1.0085,NO
0.5616,NO
1.6858,YES
3.6576,YES
3.0019,YES
2.27,YES
1.3124,NO
0.3514,NO
2.3866,YES
1.0939,NO
1.9618,YES
1.1238,NO
1.1903,NO
1.7891,NO
1.13,NO
0.5785,NO
3.3969,YES
0.3262,NO
4.0588,YES
0.45,NO
4.1874,YES
1.252,NO
