50Traced_NONETRACED_SUM_RAW_VSM_9_MAX,Associated
0.5453,NO
0.1233,NO
0.1269,NO
0.4446,NO
0.3292,NO
0.5104,NO
0.3481,NO
0.2647,NO
0.4654,NO
1.6536,YES
0.4655,NO
0.813,YES
0.4803,NO
0.4804,NO
0.3433,NO
0.4238,NO
0.1056,NO
0.1109,NO
0.2471,NO
0.2179,NO
0.2106,NO
1.5144,YES
0.9291,YES
1.3016,YES
1.3192,YES
0.5266,NO
2.3074,YES
0.2327,NO
2.1969,YES
0.2697,YES
0.6374,NO
0.4168,NO
0.5444,NO
0.522,NO
0.7589,YES
2.0832,YES
0.5275,NO
0.4438,NO
0.5562,NO
0.1807,NO
0.3593,NO
0.3224,NO
0.1551,NO
1.3776,YES
0.3958,NO
0.6583,YES
0.4148,NO
1.3157,YES
0.2483,NO
0.2764,NO
0.4249,NO
0.3148,NO
0.2641,NO
0.4683,NO
0.4262,NO
0.299,NO
0.4548,NO
0.1534,NO
0.6201,NO
0.4884,NO
0.353,NO
0.9486,NO
0.5627,NO
0.1597,NO
0.7401,NO
2.3274,YES
0.8140000000000001,NO
1.9332,YES
0.3393,NO
0.3637,NO
0.2136,NO
0.4043,NO
0.4084,NO
0.1268,NO
0.2578,NO
0.1755,NO
0.2907,NO
2.4369,YES
1.8875,YES
1.7404,YES
1.4895,YES
0.8319,NO
3.2143,YES
0.5916,NO
1.3602,YES
0.2633,YES
0.5736,NO
0.1662,NO
0.1507,NO
0.607,NO
0.6941,YES
1.2558,YES
0.4946,NO
0.3301,NO
0.5335,NO
0.1704,NO
0.2654,NO
0.2088,NO
0.2641,NO
1.2601,YES
0.1485,NO
0.3131,YES
0.1318,NO
0.45899999999999996,YES
0.0942,NO
0.1251,NO
0.239,NO
0.2383,NO
0.2039,NO
0.4402,NO
0.2375,NO
0.3914,NO
0.4575,NO
0.1967,NO
1.9977,YES
2.2998,YES
2.8814,YES
1.0616,YES
0.6777,NO
0.2616,NO
0.6981,YES
0.7754,NO
1.1585,YES
0.1443,NO
0.2165,NO
0.3003,NO
0.1934,NO
0.3273,NO
2.6714,YES
0.2578,NO
2.3628,YES
0.1417,NO
1.9729,YES
0.2754,NO
0.6929,NO
0.8571,NO
0.4157,NO
1.8804,YES
0.6695,NO
1.0028,YES
0.4777,NO
0.1439,NO
0.6227,NO
0.5079,NO
0.5492,NO
0.8128,NO
0.7334,NO
0.2078,NO
