50Traced_NONETRACED_MAX_SINGLE_LSA_55_MEDIAN,Associated
0.2076,NO
0.1091,NO
0.6593,NO
0.3384,NO
0.3315,NO
0.1818,NO
0.0894,NO
0.2201,NO
0.2452,NO
1.0,YES
0.7077,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3701,NO
0.1142,NO
0.5133,NO
0.2201,NO
0.4343,NO
0.2508,NO
0.4715,NO
0.8156,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.3639,NO
0.2707,NO
0.27899999999999997,NO
0.3765,NO
1.0,YES
1.0,YES
0.2853,NO
0.2314,NO
0.3,NO
0.2314,NO
0.4183,NO
0.4183,NO
0.4183,NO
1.0,YES
0.2735,NO
1.0,YES
0.3639,NO
1.0,YES
0.3639,NO
0.2082,NO
0.2314,NO
0.2314,NO
0.2082,NO
0.4007,NO
0.2314,NO
0.4007,NO
0.2057,NO
0.1534,NO
0.6593,NO
0.6139,NO
0.3315,NO
0.1666,NO
0.2687,NO
0.1135,NO
0.2452,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2391,NO
0.2136,NO
0.1919,NO
0.5133,NO
0.1268,NO
0.4343,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.4748,NO
0.2498,NO
0.1507,NO
0.5089,NO
1.0,YES
1.0,YES
0.4748,NO
0.4069,NO
0.4748,NO
0.2121,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.2513,NO
1.0,YES
0.251,NO
1.0,YES
0.0406,NO
0.4069,NO
0.4069,NO
0.4069,NO
0.4069,NO
0.5415,NO
0.2963,NO
0.5415,NO
0.1709,NO
0.1651,NO
0.7346,YES
1.0,YES
0.9815,YES
0.7346,YES
0.22,NO
0.1663,NO
0.3689,YES
0.1395,NO
0.5679,YES
0.2198,NO
0.379,NO
0.379,NO
0.379,NO
0.1146,NO
0.9815,YES
0.1663,NO
1.0,YES
0.2187,NO
1.0,YES
0.2736,NO
0.3338,NO
0.4726,NO
0.2464,NO
0.5192,YES
0.4518,NO
0.7346,YES
0.2057,NO
0.1062,NO
0.6593,NO
0.6139,NO
0.3315,NO
0.1701,NO
0.2687,NO
0.1225,NO
0.2452,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2391,NO
0.1689,NO
0.054000000000000006,NO
0.5133,NO
0.0898,NO
0.4343,NO
0.2421,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
0.146,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.1337,NO
0.5022,YES
0.5884,NO
0.6283,YES
