50Traced_NONETRACED_MAX_RAW_LSA_4_MEDIAN,Associated
0.0737,NO
0.0652,NO
0.1144,NO
0.2164,NO
0.1663,NO
0.0906,NO
0.1687,NO
0.0679,NO
0.1689,NO
0.2469,YES
0.0616,NO
0.33799999999999997,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1687,NO
0.1663,NO
0.1687,NO
0.1259,NO
0.2179,NO
0.1663,NO
0.1916,YES
0.1916,YES
0.4096,YES
0.4096,YES
0.1573,NO
0.4096,YES
0.1205,NO
0.1792,YES
0.2444,YES
0.3362,NO
0.1659,NO
0.1659,NO
0.1659,NO
1.0,YES
0.1615,YES
0.1405,NO
0.1056,NO
0.1778,NO
0.1058,NO
0.1797,NO
0.1649,NO
0.1551,NO
1.0,YES
0.1659,NO
1.0,YES
0.1088,NO
1.0,YES
0.1659,NO
0.1212,NO
0.1156,NO
0.1474,NO
0.1474,NO
0.1903,NO
0.1474,NO
0.1405,NO
0.1553,NO
0.1534,NO
0.2137,NO
0.2865,NO
0.2137,NO
0.2137,NO
0.1731,NO
0.061,NO
0.2187,NO
1.0,YES
0.1603,NO
0.2015,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2143,NO
0.1731,NO
0.2143,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1694,NO
1.0,YES
0.141,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1441,NO
1.0,YES
1.0,YES
0.1731,NO
0.1387,NO
0.1501,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.1138,NO
1.0,YES
0.0576,NO
1.0,YES
0.1268,NO
0.1251,NO
0.091,NO
0.1841,NO
0.1841,NO
0.2201,NO
0.1841,NO
0.1501,NO
0.1468,NO
0.1088,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1267,NO
0.1088,NO
0.2465,YES
0.1395,NO
0.2372,YES
0.1443,NO
0.2165,NO
0.2037,NO
0.2199,NO
0.1267,NO
1.0,YES
0.1267,NO
0.4156,YES
0.1417,NO
1.0,YES
0.1629,NO
0.0862,NO
0.1439,NO
0.1335,NO
0.2732,YES
0.1335,NO
0.2078,YES
0.1553,NO
0.0785,NO
0.1975,NO
0.2582,NO
0.1977,NO
0.1701,NO
0.1684,NO
0.1225,NO
0.1525,NO
1.0,YES
0.1577,NO
0.2904,YES
0.1987,NO
0.1813,NO
0.1689,NO
0.1621,NO
0.1469,NO
0.1621,NO
0.1701,NO
0.2019,NO
0.1293,NO
1.0,YES
0.4997,YES
0.4997,YES
0.4997,YES
0.2226,NO
1.0,YES
0.1219,NO
0.1566,NO
0.0846,NO
0.2886,YES
1.0,YES
1.0,YES
0.2886,YES
0.0885,NO
0.0846,NO
0.2068,YES
0.2598,NO
0.106,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
0.3316,YES
0.142,NO
1.0,YES
0.2564,NO
0.2548,NO
0.2548,NO
0.2548,NO
0.1461,YES
0.2564,NO
0.1326,YES
0.1686,NO
0.0785,NO
0.2688,NO
0.2061,NO
0.1547,NO
0.1997,NO
0.1669,NO
0.1536,NO
0.2252,NO
1.0,YES
0.2369,NO
0.2447,YES
0.2519,NO
0.2269,NO
0.2033,NO
0.1669,NO
0.1906,NO
0.1669,NO
0.1843,NO
0.2256,NO
0.1506,NO
1.0,YES
0.4206,YES
1.0,YES
0.4061,YES
0.2405,NO
1.0,YES
0.1635,NO
0.1686,NO
0.1339,NO
0.2688,NO
0.2338,NO
0.1879,NO
0.2079,NO
0.1488,NO
0.0967,NO
0.2252,NO
1.0,YES
0.2347,NO
0.1738,YES
0.1331,NO
0.1834,NO
0.0647,NO
0.204,NO
0.2338,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2133,NO
1.0,YES
0.1726,NO
0.1686,NO
0.0785,NO
0.2688,NO
0.2664,NO
0.2664,NO
0.2664,NO
0.1684,NO
0.1204,NO
0.2252,NO
1.0,YES
0.2347,NO
0.2083,YES
0.2252,NO
0.2041,NO
0.2085,NO
0.1479,NO
0.2664,NO
0.1479,NO
0.1843,NO
0.1912,NO
0.2664,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2206,NO
1.0,YES
0.166,NO
0.1686,NO
0.0714,NO
0.2688,NO
0.2886,NO
0.1427,NO
0.1249,NO
0.0605,NO
0.0532,NO
0.2252,NO
1.0,YES
0.2347,NO
0.27899999999999997,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.0988,NO
0.2184,NO
0.0824,NO
0.2184,NO
0.1702,NO
0.2184,NO
0.4994,YES
0.4994,YES
1.0,YES
1.0,YES
0.1375,NO
1.0,YES
0.1576,NO
0.1741,NO
0.0451,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2237,NO
0.1065,NO
1.0,YES
0.1214,NO
1.0,YES
0.1059,NO
0.2131,NO
0.1834,NO
0.2203,NO
0.1494,NO
1.0,YES
0.1494,NO
0.2829,YES
0.2129,NO
1.0,YES
0.1629,NO
0.1709,NO
0.3025,NO
0.1253,NO
1.0,YES
0.2516,NO
1.0,YES
0.1799,NO
0.1547,NO
0.3595,YES
0.2276,NO
0.2276,NO
0.4159,YES
0.1867,NO
0.1097,NO
0.5448,YES
0.2742,NO
0.4381,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.2276,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
1.0,YES
0.3359,NO
0.3483,YES
0.1468,NO
0.0475,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1366,NO
0.0474,NO
