50Traced_NONETRACED_SUM_SINGLE_LSA_1_MEDIAN,Associated
0.4788,NO
0.7716,NO
0.5309,NO
1.128,NO
1.2612,NO
0.9038,NO
0.7844,NO
0.5114,NO
0.7606,NO
3.096,YES
0.4166,NO
2.8760000000000003,YES
0.5964,NO
0.7901,NO
0.7111,NO
0.4064,NO
1.5273,NO
0.8456,NO
0.9618,NO
0.7522,NO
0.6859999999999999,NO
2.8319,YES
3.3038,YES
2.4612,YES
3.2446,YES
0.6766,NO
2.4622,YES
1.0136,NO
1.7051,YES
1.3701,YES
1.5782,NO
0.9799,NO
0.8826,NO
1.2994,NO
1.6725,YES
2.3617,YES
1.4806,NO
0.5694,NO
1.0741,NO
0.8489,NO
0.992,NO
1.2033,NO
1.1383,NO
2.1901,YES
1.2288,NO
2.4542,YES
0.7809,NO
2.5214,YES
0.6197,NO
0.7577,NO
0.8488,NO
0.7868,NO
0.6713,NO
1.3652,NO
0.9767,NO
1.1889,NO
0.6027,NO
0.6985,NO
1.3817,NO
1.7753,NO
1.7394,NO
1.1481,NO
1.068,NO
0.3703,NO
1.4212,NO
3.9433,YES
0.8138,NO
3.6788,YES
0.8777,NO
0.9893,NO
0.7361,NO
0.3314,NO
2.2629,NO
0.7426,NO
1.7154,NO
0.7271,NO
0.9584,NO
3.3523,YES
4.1289,YES
3.3696,YES
3.8496,YES
1.3614,NO
3.2201,YES
1.6342,NO
2.2324,YES
1.2662,YES
2.1259,NO
1.0335,NO
0.9522,NO
1.9252,NO
1.5215,YES
2.7022,YES
1.9508,NO
1.2155,NO
1.557,NO
1.4784,NO
0.9428,NO
1.4327,NO
1.4732,NO
2.347,YES
1.6472,NO
2.7881,YES
0.6783,NO
3.0431,YES
1.0519,NO
1.1828,NO
1.531,NO
0.7170000000000001,NO
1.3419999999999999,NO
1.7855,NO
1.2414,NO
1.3379,NO
0.6842,NO
0.1777,NO
1.7212,YES
3.5445,YES
4.0916,YES
1.5048,YES
0.8601,NO
0.3002,NO
1.4779,YES
0.6809,NO
2.0189,YES
0.6611,NO
0.5347,NO
0.657,NO
0.8749,NO
0.2399,NO
4.9008,YES
0.3672,NO
4.1324,YES
0.6974,NO
3.6982,YES
1.0206,NO
0.8356,NO
0.4076,NO
0.773,NO
2.0872,YES
0.3221,NO
2.2680000000000002,YES
0.7939,NO
0.3015,NO
1.537,NO
1.4731,NO
1.4761,NO
1.6906,NO
0.5725,NO
0.4309,NO
1.4335,NO
3.2477,YES
1.2354,NO
3.2015,YES
0.4708,NO
0.5864,NO
0.5581,NO
0.2096,NO
2.0199,NO
0.6291,NO
1.413,NO
0.5873,NO
1.0463,NO
2.8418,YES
3.3438,YES
2.5385,YES
3.2614,YES
1.7647,NO
2.6568,YES
1.6504,NO
0.6197,NO
0.5955,NO
1.3569,YES
4.3349,YES
4.7827,YES
1.5937,YES
1.1331,NO
0.3216,NO
1.3711,YES
1.8663,NO
1.8441,YES
1.6472,NO
1.0947,NO
1.0459,NO
1.3197,NO
0.2044,NO
5.6499,YES
0.6091,NO
4.7767,YES
0.8422,NO
4.0105,YES
2.0505,NO
2.1026,NO
1.314,NO
2.219,NO
1.9212,YES
1.4462,NO
2.3817,YES
0.6807,NO
0.5927,NO
1.2215,NO
0.8976,NO
1.0875,NO
1.2398,NO
0.7805,NO
0.3449,NO
1.5091,NO
3.3849,YES
0.7245,NO
3.2744,YES
0.83,NO
1.0709,NO
0.8831,NO
0.1579,NO
1.5322,NO
0.7512,NO
0.8098,NO
0.7369,NO
0.6697,NO
2.9051,YES
3.5964,YES
3.0637,YES
3.4612,YES
1.0454,NO
2.8033,YES
1.5278,NO
0.631,NO
0.4447,NO
1.1393,NO
1.4159,NO
1.2805,NO
1.0189,NO
0.7252,NO
0.2438,NO
1.1164,NO
3.8721,YES
0.5171,NO
3.6572,YES
0.5725,NO
0.6947,NO
0.4589,NO
0.204,NO
1.8932,NO
0.6171,NO
1.4543,NO
0.4791,NO
0.7389,NO
3.2332,YES
3.9311,YES
3.2492,YES
3.7582,YES
1.1493,NO
3.1605,YES
1.4316,NO
0.6137,NO
0.4736,NO
0.9859,NO
0.9017,NO
0.9512,NO
0.9163,NO
0.7584,NO
0.4072,NO
1.0802,NO
3.07,YES
0.5646,NO
2.9967,YES
0.6393,NO
0.8157,NO
0.7801,NO
0.42700000000000005,NO
1.4022,NO
0.64,NO
0.8342,NO
0.6867,NO
0.5833,NO
2.5504,YES
3.2522,YES
2.4863,YES
2.9339999999999997,YES
1.0058,NO
2.5057,YES
1.1214,NO
0.5752,NO
0.4376,NO
0.5439,NO
1.4008,NO
1.4168,NO
0.5239,NO
0.6768,NO
0.4124,NO
0.5379,NO
3.2171,YES
0.18899999999999997,NO
2.9046,YES
0.2982,NO
0.4807,NO
0.4155,NO
0.425,NO
1.7297,NO
0.7028,NO
1.2932,NO
0.6717,NO
0.9758,NO
2.6971,YES
3.2853,YES
2.3556,YES
3.0954,YES
0.5322,NO
2.3174,YES
0.6769,NO
0.9899,NO
0.8038,NO
6.2869,YES
1.087,YES
1.6893,YES
6.0044,YES
0.5799,NO
0.9014,NO
5.8026,YES
0.1588,NO
6.0602,YES
0.7626,NO
0.8237,NO
1.0859999999999999,NO
1.0623,NO
0.6598,NO
2.2757,YES
0.8267,NO
1.1633,YES
0.9882,NO
1.6408,YES
0.8659,NO
0.5165,NO
1.6439,NO
1.1126,NO
6.0917,YES
1.8199,NO
5.358,YES
0.3175,NO
0.5115,NO
2.5124,YES
0.2282,NO
0.6785,NO
2.4699,YES
0.4392,NO
0.1097,NO
3.0208,YES
0.191,NO
2.1578,YES
0.53,NO
1.1506,NO
1.3392,NO
1.1152,NO
0.171,NO
1.1479,NO
0.281,NO
0.3673,NO
0.532,NO
0.9054,NO
0.2705,NO
0.3311,NO
0.8983,NO
0.5760000000000001,NO
1.8849,YES
0.5719,NO
2.4581,YES
0.6817,NO
0.0956,NO
1.95,YES
3.7263,YES
4.3682,YES
2.1108,YES
0.6112,NO
0.1369,NO
1.7422,YES
0.5069,NO
2.505,YES
0.5375,NO
0.6471,NO
0.7532,NO
0.7495,NO
0.0714,NO
4.8804,YES
0.2095,NO
4.0962,YES
0.5214,NO
3.7289999999999996,YES
1.1354,NO
0.5489999999999999,NO
0.2935,NO
0.8181,NO
2.4423,YES
0.1959,NO
2.2727,YES
0.3251,NO
0.3564,NO
3.5581,YES
0.4205,NO
0.4837,NO
2.8879,YES
0.6365,NO
0.2324,NO
3.5021,YES
0.7014,NO
3.09,YES
1.0054,NO
0.9745,NO
0.9802,NO
1.1841,NO
0.1804,NO
1.1937,NO
0.1654,NO
0.4222,NO
0.4537,NO
0.6212,NO
0.5125,NO
1.1487,NO
1.8781,NO
0.7832,NO
3.3489,YES
1.6464,NO
3.0294,YES
0.8409,NO
0.2879,NO
1.4298,YES
3.6389,YES
4.1886,YES
1.6216,YES
0.7107,NO
0.3024,NO
1.3876,YES
0.9499,NO
1.8055,YES
0.8341,NO
0.934,NO
1.024,NO
1.2199,NO
0.3895,NO
4.8741,YES
0.5044,NO
4.1843,YES
0.7815,NO
3.8817,YES
1.3455,NO
1.043,NO
0.5287,NO
1.1998,NO
1.7984,YES
0.493,NO
1.7041,YES
2.3439,YES
1.2794,YES
2.7759,NO
0.2759,NO
0.2607,NO
1.8882,NO
1.6874,YES
3.0184,YES
1.9776,NO
0.7766,NO
1.7685,NO
1.0033,NO
0.2443,NO
0.7386,NO
0.5354,NO
2.3274,YES
0.6822,NO
3.0363,YES
0.258,NO
2.9882,YES
0.3378,NO
0.9252,NO
1.0549,NO
1.099,NO
0.9018,NO
2.1365,NO
1.1719,NO
1.6817,NO
0.5912,NO
0.8465,NO
5.4701,YES
1.0542,YES
1.7671,YES
5.2863,YES
0.6171,NO
0.29600000000000004,NO
5.5765,YES
0.3816,NO
5.3167,YES
0.9537,NO
1.391,NO
1.6991,NO
1.6041,NO
0.1817,NO
2.4757,YES
0.4009,NO
1.1532,YES
0.6946,NO
1.5973,YES
0.9624,NO
0.8246,NO
1.8057,NO
1.3349,NO
5.1443,YES
1.6466,NO
5.2829,YES
0.7529,NO
0.45,NO
5.7942,YES
1.6079,YES
1.6607,YES
5.7184,YES
0.6471,NO
0.4348,NO
5.2983,YES
1.6332,NO
5.4667,YES
2.1274,NO
0.7991,NO
0.975,NO
0.8035,NO
0.2236,NO
2.8865,YES
0.449,NO
1.4799,YES
0.5525,NO
1.6059999999999999,YES
1.9147,NO
2.0007,NO
2.5002,NO
2.1452,NO
5.9394,YES
2.7343,NO
5.2534,YES
0.8102,NO
0.6204,NO
5.9759,YES
1.588,YES
2.1152,YES
5.239,YES
0.9199,NO
0.5007,NO
5.2339,YES
1.2522,NO
5.4624,YES
1.5625,NO
0.6493,NO
1.0038,NO
0.7585,NO
0.2526,NO
3.0073,YES
0.5636,NO
1.9158,YES
0.6083,NO
2.08,YES
1.7153,NO
1.5846,NO
2.6696,NO
1.8219999999999998,NO
5.72,YES
2.333,NO
5.1467,YES
0.4916,NO
0.6607,NO
5.5195,YES
0.8236,YES
1.1192,YES
4.95,YES
0.6148,NO
0.3028,NO
5.4479999999999995,YES
0.5478,NO
4.9867,YES
1.1149,NO
1.0012,NO
1.1759,NO
1.109,NO
0.141,NO
1.8666,YES
0.2728,NO
0.7619,YES
0.5152,NO
1.0076,YES
0.7771,NO
0.9113,NO
2.1711,NO
1.0985,NO
5.1901,YES
1.9837,NO
5.0582,YES
0.5372,NO
0.4506,NO
0.9085,YES
3.7521,YES
3.9623,YES
1.3497,YES
0.8386,NO
0.2959,NO
0.9391,YES
1.7371,NO
1.3132,YES
1.4027,NO
0.7107,NO
0.6638,NO
0.971,NO
0.2701,NO
4.5246,YES
0.5231,NO
3.8257,YES
0.662,NO
3.444,YES
1.8366,NO
1.8431,NO
1.0401,NO
1.9632,NO
1.3763,YES
1.0738,NO
1.4868,YES
0.502,NO
0.10300000000000001,NO
1.9785,YES
3.8366,YES
4.3969,YES
1.7609,YES
0.9565,NO
0.1786,NO
1.4248,YES
0.8609,NO
2.3427,YES
0.7928,NO
0.5156,NO
0.1678,NO
0.4782,NO
0.1825,NO
4.7325,YES
0.2125,NO
4.4937,YES
0.3186,NO
3.8088,YES
1.1519,NO
0.9442,NO
0.7994,NO
1.2062,NO
2.2748,YES
0.4064,NO
2.3602,YES
