50Traced_NONETRACED_MAX_MULTI_VSM_10_MEDIAN,Associated
0.1819,NO
0.1819,NO
0.2323,NO
0.2804,NO
0.3069,NO
0.4162,NO
0.3056,NO
0.1334,NO
0.2323,NO
0.8204,YES
0.2887,NO
1.0,YES
0.3353,NO
0.3511,NO
0.2223,NO
0.1819,NO
0.2804,NO
0.318,NO
0.2383,NO
0.2179,NO
0.2383,NO
0.6851,YES
1.0,YES
0.7677,YES
1.0,YES
0.2323,NO
1.0,YES
0.1782,NO
1.0,YES
1.0,YES
0.3362,NO
0.2576,NO
0.1149,NO
0.2069,NO
1.0,YES
0.6779999999999999,YES
0.2069,NO
0.1939,NO
0.2113,NO
0.1058,NO
0.301,NO
0.3082,NO
0.1872,NO
1.0,YES
0.1922,NO
0.904,YES
0.1652,NO
1.0,YES
0.1607,NO
0.1939,NO
0.2104,NO
0.1597,NO
0.1939,NO
0.228,NO
0.1789,NO
0.2113,NO
0.1892,NO
0.1534,NO
0.3097,NO
0.5644,NO
0.31,NO
0.4016,NO
0.3258,NO
0.1133,NO
0.2866,NO
1.0,YES
0.2866,NO
1.0,YES
0.2522,NO
0.35200000000000004,NO
0.2136,NO
0.1944,NO
0.2156,NO
0.3069,NO
0.2102,NO
0.1755,NO
0.2418,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2866,NO
1.0,YES
0.2866,NO
1.0,YES
1.0,YES
0.3559,NO
0.3559,NO
0.1989,NO
0.2862,NO
0.5161,YES
0.7333,YES
0.3559,NO
0.2187,NO
0.2528,NO
0.1216,NO
0.3667,NO
0.3667,NO
0.2281,NO
1.0,YES
0.1922,NO
1.0,YES
0.3559,NO
0.5838,YES
0.3559,NO
0.2187,NO
0.2456,NO
0.1728,NO
0.2187,NO
0.3559,NO
0.2187,NO
0.2528,NO
0.2011,NO
0.1652,NO
0.6191,YES
1.0,YES
1.0,YES
0.5022,YES
0.2784,NO
0.1212,NO
0.6191,YES
0.2975,NO
0.4131,YES
0.2147,NO
0.2165,NO
0.3569,NO
