50Traced_NONETRACED_MAX_MULTI_VSM_49_MAX,Associated
0.32,NO
0.1493,NO
0.2809,NO
0.3093,NO
0.3069,NO
0.6333,NO
0.3056,NO
0.1334,NO
0.3138,NO
1.0,YES
0.4964,NO
1.0,YES
0.2918,NO
0.3555,NO
0.2223,NO
0.1142,NO
0.4327,NO
0.1585,NO
0.3844,NO
0.2179,NO
0.2383,NO
0.7677,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.1354,NO
1.0,YES
0.3062,YES
0.3362,NO
0.2796,NO
0.2165,NO
0.2387,NO
0.6914,YES
0.7333,YES
0.2796,NO
0.2425,NO
0.2796,NO
0.1443,NO
0.301,NO
0.23600000000000002,NO
0.1872,NO
0.5717,YES
0.2278,NO
0.8716,YES
0.1687,NO
1.0,YES
0.2165,NO
0.2425,NO
0.2456,NO
0.2425,NO
0.126,NO
0.2796,NO
0.1322,NO
0.2287,NO
0.3088,NO
0.1534,NO
0.2866,NO
0.5644,NO
0.3765,NO
0.3427,NO
0.3258,NO
0.1066,NO
0.3028,NO
1.0,YES
0.2866,NO
0.965,YES
0.2522,NO
0.35200000000000004,NO
0.2136,NO
0.1919,NO
0.4175,NO
0.1268,NO
0.3765,NO
0.1755,NO
0.3765,NO
0.83,YES
1.0,YES
0.7613,YES
0.965,YES
0.303,NO
1.0,YES
0.2297,NO
0.9153,YES
1.0,YES
0.3356,NO
0.3559,NO
0.2013,NO
0.2862,NO
0.5161,YES
0.6779999999999999,YES
0.3559,NO
0.0952,NO
0.3559,NO
0.1189,NO
0.2289,NO
0.2088,NO
0.2075,NO
0.4268,YES
0.2013,NO
0.904,YES
0.2148,NO
1.0,YES
0.2013,NO
0.1251,NO
0.1644,NO
0.11800000000000001,NO
0.1053,NO
0.3559,NO
0.1724,NO
0.2528,NO
0.3011,NO
0.2493,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.2011,NO
1.0,YES
0.2629,NO
1.0,YES
0.2022,NO
0.3877,NO
0.3522,NO
0.2412,NO
0.1663,NO
1.0,YES
0.2254,NO
1.0,YES
0.304,NO
1.0,YES
0.2147,NO
0.5347,NO
0.3056,NO
0.1787,NO
1.0,YES
0.2838,NO
0.4367,YES
0.3049,NO
0.3331,NO
0.2164,NO
0.5352,NO
0.3132,NO
0.6333,NO
0.3089,NO
0.272,NO
0.2127,NO
1.0,YES
0.4964,NO
0.6779,YES
0.3166,NO
0.3337,NO
0.19699999999999998,NO
0.2249,NO
0.3984,NO
0.3011,NO
0.3844,NO
0.3331,NO
0.3132,NO
0.9187,YES
1.0,YES
1.0,YES
0.6779,YES
0.4758,NO
1.0,YES
0.1489,NO
0.3011,NO
0.1089,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.1676,NO
1.0,YES
0.2598,NO
1.0,YES
0.2022,NO
0.2252,NO
0.3522,NO
0.2375,NO
0.1453,NO
0.594,YES
0.1676,NO
1.0,YES
0.304,NO
1.0,YES
0.2049,NO
0.5347,NO
0.3056,NO
0.1032,NO
1.0,YES
0.2183,NO
0.4367,YES
0.3096,NO
0.2988,NO
0.2381,NO
0.3065,NO
0.2813,NO
0.6333,NO
0.188,NO
0.2271,NO
0.3347,NO
1.0,YES
0.4964,NO
0.4525,YES
0.4316,NO
0.4018,NO
0.2685,NO
0.0847,NO
0.3984,NO
0.2701,NO
0.3844,NO
0.3096,NO
0.1839,NO
0.7607,YES
1.0,YES
1.0,YES
0.395,YES
0.4758,NO
1.0,YES
0.2029,NO
0.2944,NO
0.1374,NO
0.3905,NO
0.4156,NO
0.2823,NO
0.4569,NO
0.2811,NO
0.1871,NO
0.3855,NO
1.0,YES
0.3581,NO
0.9199,YES
0.2244,NO
0.32299999999999995,NO
0.1078,NO
0.204,NO
0.4156,NO
0.1871,NO
0.3308,NO
0.1309,NO
0.2819,NO
1.0,YES
0.9199,YES
1.0,YES
0.9199,YES
0.3855,NO
0.9199,YES
0.3905,NO
0.307,NO
0.2636,NO
0.2964,NO
0.5077,NO
0.2047,NO
0.3821,NO
0.293,NO
0.2252,NO
0.2964,NO
0.8995,YES
0.3821,NO
0.6371,YES
0.2269,NO
0.3166,NO
0.2007,NO
0.076,NO
0.3238,NO
0.2676,NO
0.2288,NO
0.307,NO
0.2768,NO
0.8232,YES
0.8995,YES
0.8232,YES
0.6371,YES
0.3821,NO
0.8995,YES
0.1514,NO
0.32,NO
0.2173,NO
0.2809,NO
0.5348,NO
0.3069,NO
0.6333,NO
0.3087,NO
0.2562,NO
