50Traced_NONETRACED_MAX_MULTI_LSA_42_MAX,Associated
0.32,NO
0.2852,NO
0.2809,NO
0.5644,NO
0.3069,NO
0.4162,NO
0.3056,NO
0.1334,NO
0.1898,NO
1.0,YES
0.1134,NO
1.0,YES
0.3353,NO
0.3511,NO
0.2223,NO
0.3282,NO
0.2804,NO
0.318,NO
0.3529,NO
0.2852,NO
0.2209,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.314,NO
1.0,YES
0.2156,NO
0.9589,YES
0.6914,YES
0.3362,NO
0.2044,NO
0.1473,NO
0.3034,NO
1.0,YES
0.7333,YES
0.3034,NO
0.1692,NO
0.3034,NO
0.1058,NO
0.2584,NO
0.3148,NO
0.1953,NO
0.6914,YES
0.2278,NO
1.0,YES
0.1168,NO
1.0,YES
0.0412,NO
0.1789,NO
0.1789,NO
0.1235,NO
0.1087,NO
0.2673,NO
0.1119,NO
0.3034,NO
0.3088,NO
0.294,NO
0.271,NO
0.5644,NO
0.2961,NO
0.4016,NO
0.2948,NO
0.0958,NO
0.2866,NO
0.965,YES
0.2487,NO
0.965,YES
0.2522,NO
0.3388,NO
0.2136,NO
0.3167,NO
0.271,NO
0.3069,NO
0.3405,NO
0.294,NO
0.271,NO
1.0,YES
1.0,YES
0.7613,YES
0.3954,YES
0.303,NO
0.965,YES
0.2487,NO
0.9589,YES
0.5161,YES
0.3356,NO
0.3559,NO
0.2013,NO
0.2862,NO
1.0,YES
0.7333,YES
0.2862,NO
0.2251,NO
0.2862,NO
0.188,NO
0.2289,NO
0.3144,NO
0.2075,NO
0.5161,YES
0.2278,NO
1.0,YES
0.3559,NO
1.0,YES
0.2013,NO
0.2251,NO
0.2251,NO
0.316,NO
0.1641,NO
0.2673,NO
0.316,NO
0.2862,NO
0.3229,NO
0.2011,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.3189,NO
0.1691,NO
0.5227,YES
0.1538,NO
0.4491,YES
0.1702,NO
0.3877,NO
0.42,NO
0.2412,NO
0.2011,NO
1.0,YES
0.2254,NO
1.0,YES
0.2011,NO
1.0,YES
0.1412,NO
0.462,NO
0.4856,NO
0.1856,NO
0.5820000000000001,YES
0.4444,NO
0.4367,YES
0.3496,NO
0.1493,NO
0.4052,NO
0.5352,NO
0.3613,NO
0.6333,NO
0.3056,NO
0.1225,NO
0.4753,NO
1.0,YES
0.4052,NO
1.0,YES
0.3166,NO
0.3824,NO
0.19699999999999998,NO
0.3282,NO
0.3984,NO
0.318,NO
0.4528,NO
0.2019,NO
0.3613,NO
1.0,YES
1.0,YES
1.0,YES
0.4771,YES
0.314,NO
1.0,YES
0.4052,NO
0.3229,NO
0.1676,NO
0.2644,YES
1.0,YES
1.0,YES
0.3353,YES
0.3189,NO
0.11800000000000001,NO
0.2746,YES
0.433,NO
0.2359,YES
0.1614,NO
0.2552,NO
0.42,NO
0.2375,NO
0.1676,NO
1.0,YES
0.1573,NO
0.6276,YES
0.1676,NO
1.0,YES
0.4576,NO
0.4576,NO
0.2959,NO
0.1295,NO
