50Traced_NONETRACED_SUM_SINGLE_VSM_24_MAX,Associated
0.5361,NO
0.3032,NO
0.616,NO
1.4746,NO
0.6757,NO
0.9523,NO
0.5621,NO
0.0912,NO
0.7176,NO
2.2263,YES
1.1283,NO
2.0048,YES
0.8521,NO
1.1756,NO
0.8024,NO
0.3915,NO
1.5397,NO
0.1109,NO
1.2253,NO
0.2475,NO
0.8886,NO
2.7099,YES
2.1558,YES
2.7628,YES
2.1417,YES
0.8924,NO
2.4108,YES
1.1664,NO
2.2514,YES
2.1712,YES
0.7883,NO
0.8645,NO
0.696,NO
0.7237,NO
3.1319999999999997,YES
2.1239,YES
0.6221,NO
0.3792,NO
0.8544,NO
0.5408,NO
0.4922,NO
0.6903,NO
0.5724,NO
3.0255,YES
0.9211,NO
2.2753,YES
0.9855,NO
2.8827,YES
0.8431,NO
0.6729,NO
0.5859,NO
0.5105,NO
0.7262,NO
0.785,NO
0.4224,NO
0.9318,NO
0.6933,NO
0.5015,NO
0.5771,NO
1.2223,NO
0.5194,NO
0.8006,NO
0.7935,NO
0.1547,NO
0.4123,NO
2.9136,YES
0.7968,NO
2.7041,YES
0.5843,NO
0.9365,NO
0.5049,NO
0.6438,NO
1.5613,NO
0.1268,NO
0.9622,NO
0.313,NO
0.7288,NO
3.6444,YES
3.261,YES
3.4760000000000004,YES
2.8122,YES
0.5653,NO
3.2042,YES
0.7566,NO
2.1843,YES
2.3976,YES
1.1082,NO
1.179,NO
0.6961,NO
0.9371,NO
3.4275,YES
2.0785,YES
0.5663,NO
0.5573,NO
1.0661,NO
0.7657,NO
0.8912,NO
1.0774,NO
0.8573,NO
3.0968,YES
0.7301,NO
2.356,YES
1.1274,NO
3.1664,YES
0.8268,NO
0.9359,NO
0.7157,NO
1.0019,NO
0.982,NO
1.2007,NO
0.7112,NO
1.4363,NO
0.4944,NO
0.5625,NO
1.4247,YES
4.1537,YES
4.4759,YES
1.4454,YES
0.8155,NO
0.2032,NO
1.3076,YES
0.3607,NO
1.8678,YES
0.1443,NO
0.5099,NO
0.4821,NO
0.9144,NO
0.401,NO
4.1469,YES
0.3699,NO
4.798,YES
0.8996,NO
4.3069,YES
0.9179,NO
0.5166,NO
0.1439,NO
0.4484,NO
1.3705,YES
0.0964,NO
1.8257,YES
0.7257,NO
0.45,NO
1.8259999999999998,NO
1.4902,NO
0.9091,NO
2.0508,NO
0.8281,NO
0.1588,NO
1.1485,NO
2.8612,YES
1.621,NO
2.6152,YES
0.6276,NO
0.8147,NO
0.5604,NO
0.3042,NO
1.6063,NO
0.157,NO
1.3948,NO
0.3755,NO
1.1518,NO
4.0541,YES
3.4857,YES
4.002,YES
3.1226,YES
1.588,NO
3.5634,YES
1.7105,NO
0.3939,NO
0.359,NO
1.2185,YES
3.7984,YES
3.9938,YES
1.433,YES
0.5566,NO
0.1554,NO
1.2847,YES
0.3894,NO
1.6497,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.6447,NO
0.3,NO
3.7706,YES
0.2462,NO
4.2052,YES
0.6962,NO
3.7932,YES
0.9116,NO
0.5297,NO
0.2228,NO
0.348,NO
1.2853,YES
0.1116,NO
1.4269999999999998,YES
1.1029,NO
0.9663,NO
2.0209,NO
1.2634,NO
0.8168,NO
2.2371,NO
1.5258,NO
0.6207,NO
1.3058,NO
2.4406,YES
1.6347,NO
2.4168,YES
0.8902,NO
0.9691,NO
0.7522,NO
0.8098,NO
1.304,NO
0.6721,NO
1.105,NO
1.0317,NO
1.0167,NO
3.5496,YES
3.0552,YES
3.8268,YES
2.9618,YES
1.7131,NO
3.4978,YES
2.0531,NO
0.8769,NO
0.5079,NO
1.9206,NO
1.3536,NO
1.1672,NO
2.0901,NO
1.161,NO
0.3285,NO
1.504,NO
2.7581,YES
2.1674,NO
2.3079,YES
0.5451,NO
0.6739,NO
0.382,NO
0.623,NO
2.1085,NO
0.3131,NO
1.8585,NO
0.4128,NO
1.2769,NO
3.593,YES
3.4082,YES
4.0489,YES
2.7647,YES
1.9053,NO
3.3121,YES
1.9679,NO
0.6266,NO
0.3034,NO
1.1675,NO
1.3175,NO
0.7901,NO
1.3204,NO
0.4721,NO
0.1204,NO
0.6949,NO
2.6046,YES
1.0632,NO
2.4085,YES
0.2899,NO
0.5046,NO
0.2096,NO
0.2372,NO
1.4655,NO
0.1018,NO
1.2329,NO
0.2201,NO
0.985,NO
3.4785,YES
2.928,YES
3.3212,YES
2.7693,YES
1.0284,NO
2.9231,YES
1.082,NO
0.8362,NO
0.358,NO
0.5651,NO
0.9203,NO
0.1674,NO
0.7034,NO
0.6914,NO
0.3193,NO
0.3847,NO
2.9534,YES
0.7219,NO
2.7312,YES
0.4962,NO
0.8509,NO
0.2891,NO
0.5847,NO
1.3398,NO
0.2459,NO
0.7176,NO
0.2264,NO
0.3699,NO
3.5564,YES
3.0745,YES
3.5086,YES
2.846,YES
0.5421,NO
3.1782,YES
0.6683,NO
0.8048,NO
1.2942,NO
5.3738,YES
1.6969,YES
2.2594,YES
6.4510000000000005,YES
2.0732,NO
0.6339,NO
6.1741,YES
0.8068,NO
6.5356,YES
0.5314,NO
1.6124,NO
1.1707,NO
1.932,NO
0.7017,NO
2.1826,YES
0.6105,NO
3.242,YES
1.3306,NO
2.4563,YES
1.9908,NO
1.7819999999999998,NO
2.9403,NO
1.8468,NO
6.3315,YES
2.0668,NO
6.5756,YES
0.273,NO
0.8634,NO
3.7587,YES
1.4745,NO
2.0669,NO
4.6615,YES
1.2657,NO
0.325,NO
4.9353,YES
0.5452,NO
5.4023,YES
0.3188,NO
0.7039,NO
0.4346,NO
0.9931,NO
0.4459,NO
1.9652,NO
0.2725,NO
2.9037,NO
0.6305,NO
2.0818,NO
1.1026,NO
1.1455,NO
1.9841,NO
1.0025,NO
5.1387,YES
1.2243,NO
5.0383,YES
0.5285,NO
0.6504,NO
3.1180000000000003,YES
3.6207,YES
4.2569,YES
3.0099,YES
0.9652,NO
0.0474,NO
2.8453,YES
1.1421,NO
3.7302,YES
0.9702,NO
0.9012,NO
0.8226,NO
1.0269,NO
0.1973,NO
4.279,YES
0.2588,NO
5.4208,YES
0.7731,NO
4.3095,YES
1.9602,NO
1.544,NO
1.8104,NO
1.8566,NO
3.285,YES
0.9012,NO
3.748,YES
0.3027,NO
0.5878,NO
3.6568,YES
0.2426,NO
0.5643,NO
3.8625,YES
1.1346,NO
0.2664,NO
3.9289,YES
0.4666,NO
4.1553,YES
0.4111,NO
0.6639,NO
0.6445,NO
0.9094,NO
0.1775,NO
0.9138,NO
0.1744,NO
1.525,NO
0.4327,NO
0.8809,NO
1.3271,NO
1.2483,NO
2.0793,NO
1.2572,NO
4.1796,YES
1.3313,NO
3.8605,YES
0.7348,NO
0.8108,NO
1.0983,YES
4.2723,YES
4.3145,YES
1.5075,YES
1.2655,NO
0.3276,NO
1.3988,YES
0.6939,NO
1.8601,YES
0.6363,NO
1.6757,NO
1.7492,NO
1.9869999999999999,NO
0.6865,NO
4.5501,YES
0.4428,NO
4.6808,YES
1.0621,NO
4.3191,YES
1.2284,NO
0.7984,NO
0.7968,NO
0.9371,NO
1.1096,YES
0.7623,NO
2.1767,YES
2.0935,YES
2.2201,YES
1.3873,NO
0.6262,NO
0.591,NO
1.0061,NO
3.1818,YES
1.9921,YES
0.8607,NO
0.3017,NO
1.0076,NO
0.2146,NO
0.2131,NO
0.2817,NO
0.39899999999999997,NO
2.9265,YES
0.5971,NO
2.1982,YES
0.5425,NO
3.0909,YES
0.6281,NO
0.6206,NO
0.7062,NO
0.5871,NO
0.5085,NO
1.1142,NO
0.5856,NO
0.9881,NO
0.5202,NO
1.0788,NO
4.6679,YES
1.3017,YES
1.5034,YES
5.8669,YES
1.6383,NO
0.45399999999999996,NO
5.6785,YES
0.8213,NO
5.9647,YES
0.5125,NO
1.6169,NO
1.2929,NO
2.0122,NO
0.3952,NO
1.6785,YES
0.37799999999999995,NO
2.4103,YES
0.9019,NO
1.7231,YES
1.8411,NO
1.6655,NO
2.6325,NO
1.5529,NO
5.8887,YES
1.9273,NO
6.1038,YES
0.6890000000000001,NO
1.0313,NO
4.6593,YES
2.0168,YES
2.2037,YES
5.5733,YES
1.4908,NO
0.5568,NO
5.6683,YES
0.7822,NO
6.1427,YES
0.3932,NO
1.0194,NO
0.9817,NO
1.7943,NO
0.5713,NO
2.3269,YES
0.5596,NO
3.2030000000000003,YES
1.2693,NO
2.4496,YES
1.6921,NO
1.3151,NO
2.0223,NO
1.4122,NO
6.1032,YES
1.2195,NO
5.9862,YES
0.5124,NO
0.8808,NO
4.6402,YES
1.5323,YES
2.0221,YES
5.1851,YES
1.5922,NO
0.3464,NO
5.1582,YES
1.1426,NO
5.7864,YES
0.7072,NO
0.8381,NO
0.6547,NO
1.0661,NO
0.5455,NO
2.2542,YES
0.2823,NO
3.2793,YES
0.7673,NO
2.1939,YES
2.1792,NO
2.0405,NO
2.9243,NO
1.7638,NO
5.4741,YES
1.8768,NO
5.1855,YES
0.4737,NO
1.0755,NO
4.8668,YES
1.8326,YES
2.4639,YES
5.7405,YES
1.4081,NO
0.3415,NO
5.5409,YES
0.7809999999999999,NO
6.1932,YES
0.4276,NO
0.7161,NO
0.4727,NO
1.158,NO
0.3692,NO
2.1358,YES
0.3808,NO
3.3333,YES
0.9394,NO
2.6197,YES
1.8432,NO
1.5832,NO
2.5414,NO
1.5286,NO
6.0188,YES
1.6973,NO
5.9399,YES
0.4356,NO
0.44,NO
0.9793,YES
3.9026,YES
4.0366,YES
1.0917,YES
0.7864,NO
0.1742,NO
