50Traced_NONETRACED_SUM_MULTI_LSA_84_MAX,Associated
0.836,NO
0.5457,NO
0.9079999999999999,NO
1.4397,NO
1.1972,NO
0.8207,NO
0.7973,NO
0.4924,NO
0.8461,NO
1.7347,YES
0.7538,NO
1.3248,YES
0.556,NO
1.0053,NO
0.2223,NO
0.2955,NO
1.2563,NO
0.5842,NO
0.9576,NO
0.5469,NO
1.0214,NO
1.187,YES
1.8631,YES
1.7553,YES
1.4247,YES
1.0482,NO
1.8333,YES
0.6864,NO
1.4545,YES
0.9291,YES
0.9732,NO
0.7658,NO
0.5569,NO
0.8178,NO
0.9957,YES
0.5692,YES
0.8751,NO
0.5871,NO
0.6939,NO
0.2986,NO
0.5186,NO
0.9228,NO
0.3081,NO
0.9216,YES
0.6661,NO
1.3319999999999999,YES
0.4293,NO
1.1853,YES
0.2845,NO
0.2655,NO
0.2612,NO
0.4834,NO
0.3244,NO
0.9493,NO
0.1789,NO
0.8088,NO
0.7831,NO
0.5593,NO
1.4347,NO
2.0566,NO
2.0223,NO
1.3476,NO
1.0404,NO
0.4299,NO
0.8672,NO
3.4259,YES
1.3519,NO
2.391,YES
1.2705,NO
1.6088,NO
0.3527,NO
0.4306,NO
2.0951,NO
0.7319,NO
1.0248,NO
0.3833,NO
1.6793,NO
2.9029,YES
4.0593,YES
3.6305,YES
3.5597,YES
2.0482,NO
3.7445,YES
1.2729,NO
1.8273,YES
1.5716,YES
0.5284,NO
0.5983,NO
0.2975,NO
0.4964,NO
1.5982,YES
1.2996,YES
0.4433,NO
0.3767,NO
0.2294,NO
0.4091,NO
0.2302,NO
0.6706,NO
0.2075,NO
0.8796,YES
0.5153,NO
1.7801,YES
0.3564,NO
1.4316,YES
0.3709,NO
0.3169,NO
0.4332,NO
0.2235,NO
0.2912,NO
0.5923,NO
0.3161,NO
0.2641,NO
1.4354,NO
0.7128,NO
2.1746,YES
3.0232,YES
3.1761,YES
2.394,YES
1.1389,NO
0.535,NO
2.7136,YES
1.2658,NO
1.764,YES
0.3894,NO
0.9577,NO
2.0218,NO
0.6516,NO
0.6384,NO
3.4061,YES
0.9179999999999999,NO
3.1414,YES
0.9088,NO
3.0374,YES
0.4908,NO
1.1814,NO
1.4268,NO
0.8491,NO
1.9475,YES
1.1935,NO
1.9249,YES
0.9685,NO
0.7885,NO
0.9307,NO
1.3735,NO
0.9974,NO
0.7592,NO
1.0203,NO
0.708,NO
0.642,NO
2.8978,YES
0.7671,NO
2.3732,YES
0.9444,NO
1.1404,NO
0.1689,NO
0.3878,NO
1.0576,NO
0.9815,NO
0.2516,NO
0.6725,NO
0.6304,NO
2.4393,YES
3.3192,YES
2.925,YES
2.7995,YES
1.3674,NO
2.9564,YES
0.8007,NO
0.9614,NO
0.3447,NO
2.0964,YES
3.4125,YES
3.9485,YES
2.1652,YES
0.8874,NO
0.1759,NO
2.5319,YES
1.8813,NO
1.6123,YES
0.7704,NO
0.8674,NO
1.9189,NO
0.7103,NO
0.4629,NO
3.6139,YES
0.5062,NO
3.0375,YES
0.4992,NO
3.3205,YES
0.865,NO
1.9992,NO
2.306,NO
1.5442,NO
2.0138,YES
1.4882,NO
1.6691,YES
0.7472,NO
0.3157,NO
2.084,NO
1.8158,NO
1.5289,NO
1.8313,NO
0.6703,NO
0.2847,NO
1.4537,NO
3.404,YES
2.0066,NO
2.3652,YES
1.8015,NO
1.9215,NO
0.5069,NO
0.4121,NO
1.7691,NO
0.5981,NO
0.9097,NO
0.2808,NO
1.2333,NO
2.9427,YES
3.8655,YES
3.7446,YES
3.508,YES
2.3557,NO
3.7575,YES
2.0156,NO
1.0751,NO
0.3887,NO
2.2143,NO
2.2149,NO
1.9978,NO
1.8756,NO
1.113,NO
0.2006,NO
1.8961,NO
3.5165,YES
1.9340000000000002,NO
2.5715,YES
1.4675,NO
1.6608,NO
0.4542,NO
0.5395,NO
2.019,NO
0.7959,NO
0.8992,NO
0.4688,NO
1.7184,NO
2.7979,YES
3.8898,YES
4.0155,YES
3.5158,YES
2.5734,NO
3.7513,YES
2.2881,NO
0.7368,NO
0.3453,NO
1.8958,NO
2.0116,NO
1.6537,NO
1.6218,NO
1.1961,NO
0.2664,NO
1.5198,NO
3.2647,YES
1.6281,NO
2.3193,YES
1.402,NO
1.8448,NO
0.4981,NO
0.5534,NO
1.7226,NO
0.69,NO
0.9009999999999999,NO
0.5532,NO
1.3478,NO
2.6068,YES
3.7785,YES
3.1744,YES
3.335,YES
2.1693,NO
3.8147,YES
1.7625,NO
1.2693,NO
0.8079,NO
1.4019,NO
1.993,NO
1.7197,NO
1.3037,NO
1.246,NO
0.5432,NO
1.141,NO
3.0372,YES
1.3023,NO
2.1733,YES
1.1982,NO
1.6271,NO
0.4155,NO
0.6426,NO
1.9691,NO
1.0715,NO
1.0095,NO
0.7941,NO
1.4821,NO
2.3759,YES
3.2714,YES
2.94,YES
2.747,YES
1.9249,NO
3.088,YES
1.3619999999999999,NO
0.9846,NO
0.1021,NO
5.4824,YES
2.2891,YES
2.1521,YES
4.2257,YES
0.9965,NO
0.1275,NO
4.5312,YES
1.1587,NO
5.0096,YES
0.205,NO
1.5151,NO
1.8618,NO
0.6666,NO
0.2742,NO
1.8983,YES
0.3433,NO
1.8108,YES
0.2649,NO
1.9625,YES
0.2789,NO
0.5476,NO
1.9988,NO
0.9533,NO
4.2748,YES
1.9439,NO
4.0636,YES
1.3238,NO
0.292,NO
4.0009,YES
1.9718,NO
2.1805,NO
3.4549,YES
0.3213,NO
0.1204,NO
3.7792,YES
1.2772,NO
3.4304,YES
0.3294,NO
1.7434,NO
2.2079,NO
0.9029,NO
0.3067,NO
2.5639999999999996,NO
0.5068,NO
1.939,NO
0.3715,NO
1.9969,NO
0.5284,NO
0.9153,NO
2.0382,NO
0.9287,NO
3.0908,YES
1.2133,NO
3.6083,YES
1.4121,NO
0.5903,NO
3.9587,YES
3.9291,YES
3.8484,YES
4.0062,YES
1.2305,NO
0.4226,NO
3.9357,YES
2.3884,NO
3.4359,YES
0.9245,NO
1.4297,NO
2.3566,NO
0.5837,NO
0.6113,NO
4.0952,YES
0.9143,NO
3.8681,YES
0.7866,NO
3.8687,YES
1.4515,NO
2.0469,NO
2.4831,NO
1.8803,NO
3.8228,YES
2.4158,NO
3.3214,YES
0.7344,NO
0.2112,NO
2.8681,YES
0.5601,NO
0.5742,NO
2.3545,YES
0.1681,NO
0.2331,NO
2.3729,YES
0.6983,NO
2.4676,YES
0.1838,NO
1.3105,NO
1.5755,NO
0.5107,NO
0.1775,NO
1.1097,NO
0.2263,NO
0.8904,NO
0.2719,NO
0.7574,NO
0.4397,NO
0.8824,NO
1.0507,NO
0.8985,NO
1.7374,YES
1.6028,NO
2.488,YES
0.9602,NO
0.2737,NO
1.063,YES
2.5934,YES
3.1446,YES
1.546,YES
0.9474,NO
0.1889,NO
1.6788,YES
1.1088,NO
0.5425,YES
0.5476,NO
0.726,NO
1.4174,NO
0.5515,NO
0.2159,NO
3.2285,YES
0.4173,NO
3.0348,YES
0.4706,NO
3.2104,YES
0.4467,NO
1.4155,NO
1.1817,NO
0.8499,NO
1.3642,YES
1.0321,NO
1.0709,YES
2.059,YES
1.7644,YES
1.3912,NO
0.7932,NO
0.4641,NO
1.0682,NO
1.5523,YES
1.464,YES
1.1763,NO
0.9046,NO
0.8268,NO
0.6315,NO
0.8059999999999999,NO
1.416,NO
0.3361,NO
0.7329,YES
0.6589,NO
1.9311,YES
0.6511,NO
1.7835,YES
0.5102,NO
0.5485,NO
0.8818,NO
0.5741,NO
0.6207,NO
1.1645,NO
1.0349,NO
0.8111,NO
1.3821,NO
0.29100000000000004,NO
6.1559,YES
2.3418,YES
1.9575,YES
4.9853,YES
0.581,NO
0.213,NO
5.4331,YES
1.1928,NO
5.6011,YES
0.0765,NO
1.604,NO
2.316,NO
0.754,NO
0.4317,NO
2.0289,YES
0.5507,NO
1.9153,YES
0.5596,NO
1.8304,YES
0.2328,NO
0.3778,NO
1.8962,NO
0.8596,NO
4.5167,YES
1.7208,NO
4.9106,YES
1.4523,NO
0.4532,NO
6.4668,YES
2.5074,YES
2.3717,YES
5.3301,YES
0.7164,NO
0.4599,NO
5.455,YES
1.632,NO
5.8233,YES
0.35100000000000003,NO
1.9181,NO
2.6178,NO
0.737,NO
0.525,NO
2.4172,YES
0.7804,NO
2.0933,YES
0.5142,NO
2.1347,YES
0.9015,NO
1.3445,NO
2.7955,NO
1.784,NO
4.8104,YES
2.3522,NO
5.0044,YES
1.4646,NO
0.4903,NO
5.3079,YES
1.59,YES
1.0698,YES
4.2072,YES
0.9461,NO
0.4398,NO
4.4122,YES
1.0082,NO
4.668,YES
0.1408,NO
1.7007,NO
1.9014,NO
0.5561,NO
0.4958,NO
1.2375,YES
0.8206,NO
1.3034,YES
0.7495,NO
1.2846,YES
0.3683,NO
0.4425,NO
1.5432,NO
0.8398,NO
3.9672,YES
1.8055,NO
4.3512,YES
1.4103,NO
0.3032,NO
6.5277,YES
2.3556,YES
2.1441,YES
5.0792,YES
0.6448,NO
0.2467,NO
5.506,YES
1.6284,NO
5.8327,YES
0.1758,NO
2.4128,NO
3.0563,NO
1.2311,NO
0.426,NO
2.2175,YES
0.4935,NO
1.6773,YES
0.515,NO
1.6045,YES
0.5138,NO
0.9769,NO
2.4659999999999997,NO
1.3709,NO
4.7365,YES
2.2112,NO
5.3595,YES
0.9602,NO
0.4307,NO
1.8794,YES
3.8323,YES
3.8037,YES
2.2136,YES
0.9105,NO
0.3125,NO
2.5402,YES
1.9767,NO
1.6233,YES
0.8955,NO
0.6144,NO
1.9704,NO
0.561,NO
0.5322,NO
3.815,YES
0.4847,NO
3.7404,YES
0.5364,NO
3.4985,YES
1.0093,NO
1.7345,NO
1.9536,NO
1.3394,NO
1.9586,YES
1.5702,NO
1.5594,YES
1.0914,NO
0.2918,NO
3.2122,YES
2.9123,YES
3.2814,YES
3.2222,YES
0.9141,NO
0.2513,NO
2.9484,YES
1.4474,NO
2.7629,YES
0.3816,NO
1.248,NO
1.9694,NO
0.5764,NO
0.4107,NO
3.4031,YES
0.5014,NO
3.141,YES
0.4025,NO
3.1804,YES
0.747,NO
1.4917,NO
2.0698,NO
1.3241,NO
2.9899,YES
1.6864,NO
2.5588,YES
0.9832,NO
0.642,NO
1.6437,NO
1.0784,NO
0.9303,NO
0.8425,NO
0.8914,NO
0.466,NO
1.4893,NO
1.1904,NO
1.0422,NO
0.4641,NO
2.0889,YES
2.4244,YES
1.3730000000000002,YES
0.335,NO
1.0744,NO
0.578,NO
0.7919,NO
0.6428,NO
0.5208,NO
0.5383,NO
0.8698,NO
1.0032,NO
0.6920000000000001,NO
1.2233,NO
1.1161,NO
1.7789,NO
1.4394,YES
0.9191,YES
0.7535,NO
0.7064,NO
0.3447,NO
0.7064,NO
1.1848,YES
0.6393,YES
0.7045,NO
0.7129,NO
0.4587,NO
0.4382,NO
0.5872,NO
1.025,NO
0.2145,NO
0.9649,YES
0.5394,NO
1.3646,YES
0.4097,NO
1.3135,YES
0.2764,NO
0.3977,NO
0.6612,NO
0.6197,NO
0.4882,NO
0.7589,NO
0.7079,NO
0.691,NO
1.2423,NO
0.414,NO
2.3649,YES
3.1371,YES
3.3311,YES
2.522,YES
1.0401,NO
0.1986,NO
2.6227,YES
1.3867,NO
2.062,YES
0.5291,NO
0.4992,NO
1.6427,NO
0.4823,NO
0.4379,NO
3.4793,YES
0.5218,NO
3.2707,YES
0.6028,NO
3.3044,YES
0.4591,NO
1.0404,NO
1.7615,NO
0.9151,NO
2.4422,YES
1.4586,NO
1.9644,YES
2.3337,YES
2.1213,YES
1.2163,NO
0.6565,NO
0.3331,NO
0.8749,NO
1.9099,YES
1.7777,YES
0.7767,NO
0.6216,NO
0.6218,NO
0.3976,NO
0.6055,NO
1.2155,NO
0.2206,NO
0.8713,YES
0.41100000000000003,NO
2.2425,YES
0.3556,NO
1.9729,YES
0.3115,NO
0.3295,NO
0.5839,NO
0.4137,NO
0.36200000000000004,NO
1.148,NO
0.6076,NO
0.5347,NO
0.8921,NO
0.7888,NO
0.6896,NO
1.4280000000000002,NO
1.052,NO
0.4909,NO
0.8462,NO
0.5635,NO
0.5823,NO
2.6269,YES
0.7390000000000001,NO
1.9791,YES
1.034,NO
1.1949,NO
0.3579,NO
0.4613,NO
0.9833,NO
0.9782,NO
0.45,NO
0.515,NO
0.9333,NO
2.376,YES
2.7783,YES
2.5624,YES
2.4981,YES
1.2908,NO
2.3238,YES
0.7508,NO
2.8119,YES
2.229,YES
1.0199,NO
0.9459,NO
0.547,NO
1.0227,NO
2.1116,YES
1.6943,YES
0.8422,NO
0.5897,NO
0.523,NO
0.4145,NO
0.3291,NO
1.1689,NO
0.1463,NO
1.5302,YES
0.7809999999999999,NO
2.7609,YES
0.655,NO
2.421,YES
0.4623,NO
0.3536,NO
0.4692,NO
0.3642,NO
0.418,NO
1.0847,NO
0.3032,NO
0.5186,NO
1.0596,NO
0.7803,NO
1.6967,NO
2.4059,NO
1.8694,NO
1.4199,NO
1.4751,NO
0.603,NO
1.6658,NO
3.1152,YES
1.6173,NO
2.2239,YES
1.2793,NO
1.8628,NO
0.4386,NO
0.8663,NO
1.8395,NO
1.2072,NO
1.2591,NO
0.7959999999999999,NO
1.651,NO
2.5682,YES
3.4098,YES
2.9767,YES
2.89,YES
1.9575,NO
3.2097,YES
1.369,NO
