50Traced_NONETRACED_MAX_SINGLE_VSM_57_SUM,Associated
0.0976399814900509,NO
0.07549414953394593,NO
0.10590335162292588,NO
0.36081179348185366,NO
0.22734183909565678,NO
0.24915713624644678,NO
0.2784425199973557,NO
0.08018774376941892,NO
0.36543928075626364,NO
0.7845574138956833,YES
0.4688305678587955,NO
0.8447808554240762,YES
0.2617835658094797,NO
0.26581609043432275,NO
0.13459377272426787,NO
0.09962319032194089,NO
0.40259139287366963,NO
0.22436702584782178,NO
0.12130627355060486,NO
0.2250942024195148,NO
0.25391683744298277,NO
0.6728366496992134,YES
0.6744893237257883,YES
0.7316057380842202,YES
0.7799960335823362,YES
0.4071527731870166,NO
0.6686719111522444,YES
0.2100879222582138,NO
0.6922059892906722,YES
0.7829047398691081,YES
0.34878032656838764,NO
0.22694519732927879,NO
0.17842268790903684,NO
0.20003966417663782,NO
0.8822635023467972,YES
0.6846036887684273,YES
0.21960732465128577,NO
0.16956435512659482,NO
0.17339855886824884,NO
0.23289482382494878,NO
0.34150856085145764,NO
0.32359357440338476,NO
0.32524624842995975,NO
0.8071659945792291,YES
0.18305017518344682,NO
0.6957757651880743,YES
0.11813313941958087,NO
0.8460368876842732,YES
0.0934752429430819,NO
0.24307529582865076,NO
0.21378991207774176,NO
0.19488332121372381,NO
0.21597144179282077,NO
0.23448139089046074,NO
0.23692734844979177,NO
0.1931645402260858,NO
0.10748991868843791,NO
0.13380048919151188,NO
0.13836186950485885,NO
0.4071527731870166,NO
0.28293779334963975,NO
0.2993984266543267,NO
0.33635221788854364,NO
0.06894956038870892,NO
0.39836054736563764,NO
0.9237125669332981,YES
0.5340781384279765,NO
0.7545448535730812,YES
0.23686124148872875,NO
0.2616513518873538,NO
0.15905334831757786,NO
0.15098829906789182,NO
0.4572618496727706,NO
0.23487803265683874,NO
0.29232498182058564,NO
0.19706485092880277,NO
0.3236596813644478,NO
0.916506908177431,YES
0.9024261254710121,YES
0.8628280557942751,YES
0.7384147550737092,YES
0.4128379718384346,NO
0.7487274409995373,YES
0.2131288424671118,NO
0.6699279434124414,YES
0.7412573543994183,YES
0.6319825477622794,NO
0.40477292258874864,NO
0.5097507767567925,NO
0.39194817214252664,NO
0.8484167382825413,YES
0.6507569247041713,YES
0.43267006015733456,NO
0.29662193428968076,NO
0.34369009056653665,NO
0.4162094268526476,NO
0.5991934950750314,NO
0.5859059959013684,NO
0.5838566801084154,NO
0.7484630131552852,YES
0.4714087393402525,NO
0.6756131420638594,YES
0.3116943214120447,NO
0.8250148740662392,YES
0.21035235010246575,NO
0.44027236067957953,NO
0.41772988695709656,NO
0.30726515502082374,NO
0.4271831823891056,NO
0.4637403318569445,NO
0.4468830567858796,NO
0.4979176307265155,NO
0.12110795266741589,NO
0.11251404772922588,NO
0.5387056257023864,YES
0.8426654326700601,YES
0.8154954716731673,YES
0.38732068486811666,YES
0.18476895617108482,NO
0.0,NO
0.38507304819197463,YES
0.15508693065379786,NO
0.42328287168638856,YES
0.20374165399616578,NO
0.32094929596086463,NO
0.30567858795531166,NO
0.30514973226680764,NO
0.07384147550737093,NO
0.7745752627751702,YES
0.06656970979044093,NO
0.8599193495075032,YES
0.29615918556223975,NO
0.7899120777417862,YES
0.21987175249553784,NO
0.3071329410986977,NO
0.3678191313545317,NO
0.15350036358828587,NO
0.41687049646327756,YES
0.32266807694850275,NO
0.5346731010775435,YES
0.1479473788589939,NO
0.14060950618100085,NO
0.2321015402921928,NO
0.3884445032061876,NO
0.31367753024393463,NO
0.30171217029153163,NO
0.24922324320750974,NO
0.1087459509486349,NO
0.29285383750908967,NO
0.8876181661929001,YES
0.3523501024657897,NO
0.7902426125471013,YES
0.1784226879090368,NO
0.2093607456865208,NO
0.09929265551662589,NO
0.12791696965690486,NO
0.4530310041647386,NO
0.18721491373041585,NO
0.15799563694056984,NO
0.22568916506908174,NO
0.22767237390097175,NO
0.8789581542936471,YES
0.8601176703906921,YES
0.8058438553579693,YES
0.8126528723474582,YES
0.34362398360547364,NO
0.7372248297745753,YES
0.1951477490579758,NO
0.13836186950485885,NO
0.14755073709261585,NO
0.5773781979242414,YES
0.8624314140278971,YES
0.7886560454815891,YES
0.42242348119256967,YES
0.18866926687380184,NO
0.07278376413036292,NO
0.37138890725193363,YES
0.5883519534606994,NO
0.37363654392807566,YES
0.44509816883717856,NO
0.1917762940437628,NO
0.33859985456468567,NO
0.3045547696172407,NO
0.12672704435777088,NO
0.7697494546175712,YES
0.13241224300918886,NO
0.7947378858993852,YES
0.3267006015733457,NO
0.7902426125471013,YES
0.5520592318371125,NO
0.5624380247240035,NO
0.5638923778673894,NO
0.41687049646327756,NO
0.4431149600052886,YES
0.42242348119256967,NO
0.5943676869174325,YES
0.14246050109076483,NO
0.13221392212599986,NO
0.3596218681827197,NO
0.3433595557612217,NO
