50Traced_NONETRACED_SUM_RAW_VSM_3_MEDIAN,Associated
0.7012,NO
0.3407,NO
0.7036,NO
0.4659,NO
0.287,NO
0.4278,NO
0.612,NO
0.2444,NO
0.5709,NO
1.9174,YES
0.5554,NO
2.1943,YES
0.2816,NO
0.2231,NO
0.2223,NO
0.5415,NO
0.5039,NO
0.5923,NO
0.5347,NO
0.4133,NO
0.6173,NO
1.4633,YES
1.6149,YES
1.5218,YES
1.2945,YES
0.4609,NO
2.0099,YES
0.6107,NO
1.3025,YES
0.6018,YES
0.4657,NO
0.2161,NO
0.2333,NO
0.5594,NO
0.7925,YES
0.4081,YES
0.4024,NO
0.1839,NO
0.3524,NO
0.1058,NO
0.4333,NO
0.4419,NO
0.1954,NO
1.4445,YES
0.1847,NO
0.9077,YES
0.3394,NO
0.8683,YES
0.3493,NO
0.1442,NO
0.3194,NO
0.1235,NO
0.0802,NO
0.3275,NO
0.2103,NO
0.542,NO
0.4785,NO
0.1653,NO
0.9253,NO
0.532,NO
0.3716,NO
0.5452,NO
0.4615,NO
0.1488,NO
0.7028,NO
2.4705,YES
0.4693,NO
1.9185,YES
0.531,NO
0.3003,NO
0.2136,NO
0.1919,NO
0.4693,NO
0.3777,NO
0.5964,NO
0.2855,NO
0.537,NO
1.1975,YES
1.4869,YES
1.6047,YES
1.4052,YES
0.6636,NO
2.4383,YES
1.0153,NO
0.5611,YES
1.2187,YES
0.3356,NO
0.4068,NO
0.3214,NO
0.2774,NO
1.306,YES
0.1631,YES
0.2788,NO
0.2938,NO
0.2612,NO
0.2111,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.2276,YES
0.4376,NO
1.2126,YES
0.4278,NO
1.2793,YES
0.2418,NO
0.2995,NO
0.3986,NO
0.1641,NO
0.1666,NO
0.2497,NO
0.4974,NO
0.2623,NO
0.802,NO
0.3029,NO
0.9562,YES
3.364,YES
3.4093,YES
1.3659999999999999,YES
0.4727,NO
0.1599,NO
0.9414,YES
0.29,NO
0.5743,YES
0.3786,NO
0.7681,NO
0.7415,NO
0.3442,NO
0.3845,NO
2.7012,YES
0.4058,NO
3.6608,YES
0.2863,NO
2.3386,YES
0.4318,NO
0.9081,NO
0.5137,NO
0.3151,NO
0.5789,YES
0.5868,NO
1.2431,YES
0.5916,NO
