50Traced_NONETRACED_MEDIAN_RAW_LSA_84_SUM,Associated
0.11177190834353681,NO
0.09690397061395836,NO
0.18296309253104776,NO
0.3613783452859892,NO
0.10022739198880533,NO
0.1413328668882281,NO
0.08588420500262375,NO
0.10162672730453036,NO
0.2782928109148155,NO
0.41472800419800593,YES
0.09060696169319574,NO
0.5740773132761937,YES
0.4073814937904495,NO
0.3730977785551862,NO
0.3716984432394612,NO
0.18261325870211648,NO
0.10634948399510231,NO
0.17684100052475074,NO
0.11352107748819312,NO
0.36400209900297364,NO
0.18348784327444465,NO
0.11911841875109322,YES
0.12349134161273395,YES
0.27461955571103724,YES
0.40265873709987754,YES
0.25800244883680257,NO
0.10809865313975861,YES
0.1936330243134511,NO
0.17036907468952248,YES
0.4103550813363652,YES
0.5709288088158124,NO
0.2590519503235963,NO
0.18366276018891026,NO
0.17736575126814763,NO
0.6802518803568305,YES
0.15025362952597515,YES
0.2214448137134861,NO
0.16757040405807241,NO
0.16144831205177543,NO
0.1796396711562008,NO
0.2971838376771033,NO
0.249781353856918,NO
0.2541542767185586,NO
0.474549588945251,YES
0.11684449886304005,NO
0.17981458807066644,YES
0.042504810215147806,NO
0.5786251530523,YES
0.05492391114220746,NO
0.1948574427147105,NO
0.11736924960643694,NO
0.19888053174742,NO
0.12314150778380267,NO
0.32517054399160394,NO
0.17859016966940702,NO
0.15917439216372223,NO
0.1378345285989155,NO
0.251180689172643,NO
0.21567255553612033,NO
0.48399510232639487,NO
0.26150078712611513,NO
0.27426972188210597,NO
0.2391114220745146,NO
0.07189085184537346,NO
0.36540143431869865,NO
0.7829281091481546,YES
0.27269546965191527,NO
0.33531572503061047,YES
0.34143781703690745,NO
0.36207801294385167,NO
0.35648067168095154,NO
0.3185237012419101,NO
0.25100577225817733,NO
0.20465278992478572,NO
0.3234213748469478,NO
0.2898373272695469,NO
0.36802518803568307,NO
0.7638621654714011,YES
0.7266048626902222,YES
0.6421199930033235,YES
0.29263599790099704,YES
0.27304530348084655,NO
0.3199230365576351,YES
0.20167920237887002,NO
0.21077488193108274,YES
0.300157425223019,YES
0.5698793073290187,NO
0.2735700542242434,NO
0.246457932482071,NO
0.23491341612733954,NO
0.5836977435718034,YES
0.200279867063145,YES
0.2856393213223719,NO
0.14937904495364704,NO
0.2214448137134861,NO
0.13800944551338115,NO
0.38324295959419274,NO
0.3480846597866014,NO
0.34581073989854816,NO
0.31922336889977265,YES
0.1450061220920063,NO
0.12646492915864965,YES
0.03725730278117894,NO
0.5217771558509707,YES
0.05387440965541368,NO
0.20167920237887002,NO
0.1420325345460906,NO
0.1892601014518104,NO
0.16704565331467555,NO
0.3678502711212174,NO
0.21917089382543292,NO
0.21514780479272347,NO
0.10949798845548367,NO
0.025537869511981816,NO
0.22844149029211125,YES
0.5684799720132936,YES
0.49658912016792023,YES
0.23298933006821762,YES
0.1273395137309778,NO
0.0055973412629001275,NO
0.3507084135035857,YES
0.2268672380619206,NO
0.22126989679902048,YES
0.23526324995627082,NO
0.3615532622004548,NO
0.3211474549588945,NO
0.3211474549588945,NO
0.08291061745670807,NO
0.388315550113696,YES
0.080111946825258,NO
0.6141332866888228,YES
0.23071541018016442,NO
0.4288962742697219,YES
0.07416477173342663,NO
0.10127689347559908,NO
0.262025537869512,NO
0.06926709812838902,NO
0.2828406506909218,YES
0.15147804792723457,NO
0.2177715585097079,YES
0.2529298583172993,NO
0.11089732377120867,NO
0.32831904845198534,NO
0.434493615532622,NO
0.3286688822809165,NO
0.28039181388840306,NO
0.27741822634248736,NO
0.19713136260276368,NO
0.23788700367325524,NO
0.6874234738499212,YES
0.258702116494665,NO
0.4908168619905544,YES
0.3304180514255728,NO
0.2900122441840126,NO
0.2782928109148155,NO
0.07731327619380796,NO
0.2398110897323771,NO
0.07853769459506735,NO
0.17211824383417879,NO
0.3360153926884729,NO
0.20902571278642645,NO
0.6645093580549238,YES
0.6146580374322197,YES
0.47105125065593845,YES
0.4890676928458981,YES
0.3722231939828581,NO
0.28948749344061575,YES
0.154101801644219,NO
0.15515130313101277,NO
0.11824383417876508,NO
0.18033933881406333,YES
0.6207801294385167,YES
0.4255728528948749,YES
0.21567255553612033,YES
0.13765961168444987,NO
0.08850795871960819,NO
0.3494839951023264,YES
0.437292286164072,NO
0.16827007171593492,YES
0.23806192058772083,NO
0.3767710337589645,NO
0.4325695294735,NO
0.39828581423823683,NO
0.2370124191009271,NO
0.37554661535770506,YES
0.229490991778905,NO
0.4416652090257127,YES
0.23124016092356128,NO
0.44236487668357527,YES
0.34126290012244187,NO
0.3687248556935455,NO
0.37257302781178936,NO
0.16337239811089732,NO
0.27164596816512154,YES
0.17806541892601016,NO
0.22039531222669234,YES
0.23036557635123314,NO
0.11317124365926184,NO
0.39933531572503067,NO
0.3152002798670631,NO
0.2648242085009621,NO
0.33216722057022907,NO
0.28913765961168447,NO
0.2515305230015742,NO
0.34213748469477,NO
0.33076788525450407,YES
0.36085359454259225,NO
0.4108798320797621,YES
0.42347384992128745,NO
0.3389889802343887,NO
0.33846422949099175,NO
0.07608885779254854,NO
0.16652090257127863,NO
0.0808116144831205,NO
0.206401959069442,NO
0.37747070141682704,NO
0.15585097078887528,NO
0.31152702466328497,YES
0.235613083785202,YES
0.3349658912016792,YES
0.5264999125415428,YES
0.4136785027112122,NO
0.27269546965191527,YES
0.21567255553612033,NO
0.14885429421025012,NO
0.21707189085184536,NO
0.3746720307853769,NO
0.32691971313626034,NO
0.2340388315550114,NO
0.3465104075564107,NO
0.21707189085184536,NO
0.15200279867063143,NO
0.3673255203778205,NO
0.582473325170544,YES
0.3928633898898023,NO
0.28651390589470005,YES
0.21567255553612033,NO
0.11142207451460556,NO
0.09602938604163022,NO
0.33968864789225117,NO
0.21497288787825786,NO
0.2723456358229841,NO
0.5251005772258177,NO
0.2118243834178765,NO
0.475948924260976,NO
0.68987231065244,YES
0.559384292461081,YES
0.8471226167570404,YES
0.2947350008745846,YES
0.32044778730103207,NO
0.45041105474899423,YES
0.28476473675004377,NO
0.23456358229840826,NO
0.11736924960643694,NO
0.3244708763337415,NO
0.392513556060871,NO
0.3409130662935106,NO
0.3017316774532097,NO
0.27741822634248736,NO
0.19345810739898547,NO
0.28913765961168447,NO
0.6088857792548539,YES
0.30260626202553786,NO
0.3472100752142733,YES
0.3767710337589645,NO
0.33986356480671687,NO
0.33391638971488546,NO
0.06996676578625152,NO
0.23036557635123314,NO
0.07294035333216722,NO
0.19398285814238236,NO
