50Traced_NONETRACED_SUM_RAW_LSA_31_MEDIAN,Associated
0.4346,NO
0.0873,NO
0.4752,NO
0.2164,NO
0.365,NO
0.3708,NO
0.3925,NO
0.1691,NO
0.4887,NO
0.9590000000000001,YES
0.3238,NO
0.5352,YES
0.2665,NO
0.4838,NO
0.2763,NO
0.3669,NO
0.6886,NO
0.4189,NO
0.1305,NO
0.4275,NO
0.3194,NO
1.2643,YES
1.6878,YES
1.7958,YES
0.7647,YES
0.4929,NO
1.3153,YES
0.266,NO
2.519,YES
0.3156,YES
0.7095,NO
0.2183,NO
0.2051,NO
0.7289,NO
2.2496,YES
0.7332,YES
0.5398,NO
0.3423,NO
0.5455,NO
0.1645,NO
0.4726,NO
0.5885,NO
0.3309,NO
3.0779,YES
0.3355,NO
2.4463,YES
0.2107,NO
3.0301,YES
0.2702,NO
0.2267,NO
0.2276,NO
0.3134,NO
0.1608,NO
0.4283,NO
0.26,NO
0.248,NO
0.3586,NO
0.1534,NO
0.6722,NO
0.2865,NO
0.3138,NO
0.2736,NO
0.6139,NO
0.1818,NO
0.4801,NO
1.6848,YES
0.2863,NO
1.0448,YES
0.5345,NO
0.3357,NO
0.2952,NO
0.1975,NO
0.7291,NO
0.2693,NO
0.1947,NO
0.2716,NO
0.4422,NO
1.2022,YES
2.7801,YES
3.0861,YES
2.1699,YES
0.4153,NO
1.7759,YES
0.2704,NO
0.9964,YES
0.1814,YES
0.7365,NO
0.2254,NO
0.389,NO
0.6287,NO
1.4519,YES
0.4671,YES
0.536,NO
0.2471,NO
0.4706,NO
0.2006,NO
0.3918,NO
0.5217,NO
0.3158,NO
1.5135,YES
0.2734,NO
0.89,YES
0.2396,NO
1.5462,YES
0.3688,NO
0.2034,NO
0.1275,NO
0.3146,NO
0.1562,NO
0.496,NO
0.1698,NO
0.4851,NO
0.4595,NO
0.1381,NO
1.6008,YES
1.7006,YES
2.9437,YES
1.4609,YES
0.3523,NO
0.183,NO
1.207,YES
0.4391,NO
1.0206,YES
0.1951,NO
0.4484,NO
0.5389,NO
0.3226,NO
0.3102,NO
2.7401,YES
0.3211,NO
1.7954,YES
0.3852,NO
2.3151,YES
0.3624,NO
0.4669,NO
0.5418,NO
0.3798,NO
0.9544,YES
0.3291,NO
0.6994,YES
